rank,id,smiles,fitness,pred_pIC50,affinity_norm,permeability_norm,safety_norm,druglikeness_qed,n_chelators,chelator_penalty,logKp_cm_h,struct_alerts,applicability_tanimoto,is_hit,canon,pIC50_hdac6,pIC50_hdac1,pIC50_hdac2,pIC50_hdac3,selectivity,pareto,sa_score,MW,cLogP,HBD,HBA,TPSA,rotB,lipinski_ok,veber_ok,pred_uncertainty,developable
609,CAND-02000,N#Cc1ccncc1N(Cc1ncc(-c2nnc(C(F)F)o2)s1)S(=O)(=O)CCN1CC2CC(C1)O2,0.6425965213334921,7.187317645513225,0.6390965925596352,0.3632900341851597,1.0,0.4101607501789147,1,1.0,-4.326751900000001,0,0.7466666666666667,True,N#Cc1ccncc1N(Cc1ncc(-c2nnc(C(F)F)o2)s1)S(=O)(=O)CCN1CC2CC(C1)O2,7.2,7.07,6.75,6.28,0.13,False,5.13,523.5,2.21,0,11,138.3,9,False,True,0.699,False
610,CAND-01976,O=S(=O)(CCN1CC2CC(C1)O2)N(Cc1ncc(-c2nnc(C(F)F)o2)s1)c1cnccc1Cl,0.6425160909522722,7.187317645513225,0.6390965925596352,0.4448782998794521,1.0,0.4098926489081818,1,1.0,-3.829284200000001,0,0.7567567567567568,True,O=S(=O)(CCN1CC2CC(C1)O2)N(Cc1ncc(-c2nnc(C(F)F)o2)s1)c1cnccc1Cl,7.3,7.08,6.14,6.33,0.22,False,5.05,533.0,2.99,0,10,114.5,9,True,True,0.544,False
611,CAND-04226,O=C(NO)c1ccc(Cn2c(=O)[nH]c(=O)c3ccc(F)c(O)c32)cc1,0.6425021876030368,7.582849585737118,0.7718350524577521,0.3663709579266349,0.6666666666666667,0.4108377601360914,1,1.0,-4.3079666,2,0.6792452830188679,True,O=C(NO)c1ccc(Cn2c(=O)[nH]c(=O)c3ccc(F)c(O)c32)cc1,8.04,6.08,6.0,6.41,1.63,False,2.45,345.3,0.7,4,6,124.4,3,True,True,0.628,False
612,CAND-01980,Cc1ccncc1N(Cc1ncc(-c2nnc(C(F)F)o2)s1)S(=O)(=O)CCN1CC2CC(C1)O2,0.64212930358736,7.154917517873135,0.6282232784070195,0.4251341336675088,1.0,0.4267255479461674,1,1.0,-3.9496702000000017,0,0.7671232876712328,True,Cc1ccncc1N(Cc1ncc(-c2nnc(C(F)F)o2)s1)S(=O)(=O)CCN1CC2CC(C1)O2,7.28,7.11,6.3,6.33,0.17,False,5.02,512.6,2.64,0,10,114.5,9,True,True,0.491,False
613,CAND-02027,COc1cc(C(=O)NO)ccc1Cn1ccc2ccccc21,0.6420942802145218,7.287641445169918,0.6727647374129144,0.6616806138630622,0.6666666666666667,0.5745952605824374,1,1.0,-2.5073766,2,0.6190476190476191,True,COc1cc(C(=O)NO)ccc1Cn1ccc2ccccc21,6.67,5.4,5.05,5.62,1.05,False,2.05,296.3,2.82,2,4,63.5,4,True,True,1.233,False
614,CAND-03531,Cn1c(Nc2ccccc2)nc2cc(C(=O)NO)cc(C(F)(F)F)c21,0.641942835541454,7.421366964099991,0.7176423253563979,0.6819164079440012,0.6666666666666667,0.4992944650997392,1,1.0,-2.383993,2,0.6346153846153846,True,Cn1c(Nc2ccccc2)nc2cc(C(=O)NO)cc(C(F)(F)F)c21,6.98,6.08,5.94,6.28,0.7,False,2.5,350.3,3.45,3,5,79.2,3,True,True,0.941,False
615,CAND-01749,Cc1cccc(NC(=O)[C@H](CCCCCS)NC(=O)[C@@H]2CCCC(=O)N2)c1Cl,0.6419141770704704,7.667421271064521,0.8002168697516808,0.5801078140441521,0.6666666666666667,0.3615746962043222,1,1.0,-3.004750000000001,2,0.7164179104477612,True,Cc1cccc(NC(=O)[C@H](CCCCCS)NC(=O)[C@@H]2CCCC(=O)N2)c1Cl,7.94,7.3,7.18,7.82,0.12,False,3.26,426.0,3.23,4,4,87.3,9,True,True,0.846,False
616,CAND-06042,O=S(=O)(C(F)F)N(Cc1nc(O)c(-c2nnc(C(F)F)o2)s1)c1ccc(F)cn1,0.6418819064422707,6.955089611606374,0.5611620734193752,0.5136383025737619,1.0,0.5376695657752771,1,1.0,-3.410034200000001,0,0.7377049180327869,False,O=S(=O)(C(F)F)N(Cc1nc(O)c(-c2nnc(C(F)F)o2)s1)c1ccc(F)cn1,7.08,6.78,5.58,6.32,0.3,False,3.55,457.4,2.93,1,9,122.3,7,True,True,0.671,True
617,CAND-00032,COc1cc2ncc(-c3ccccc3Cl)nc2cc1OC,0.6418691841187983,6.604023030302305,0.4433459564766552,0.7911947900435249,1.0,0.7339873529349024,1,1.0,-1.7176904999999991,0,0.6410256410256411,False,COc1cc2ncc(-c3ccccc3Cl)nc2cc1OC,6.37,5.49,5.4,5.84,0.53,False,1.92,300.7,3.97,0,4,44.2,3,True,True,0.478,True
618,CAND-05346,Nc1nc(Cl)c2nc(F)n(Cc3ccc(C(=O)NO)cc3F)c2n1,0.6418232605380066,7.806039934980261,0.8467365716773828,0.4507569397949543,0.6666666666666667,0.2837388045532728,1,1.0,-3.7934404000000006,2,0.7017543859649122,True,Nc1nc(Cl)c2nc(F)n(Cc3ccc(C(=O)NO)cc3F)c2n1,8.39,5.96,5.9,6.49,1.9,False,2.86,354.7,1.51,3,7,119.0,3,True,True,0.375,False
619,CAND-01809,CN(/N=C/c1ccc(C(=O)NO)cc1F)C(=O)c1ccc(N(C)C)cc1,0.6417689842928216,7.640892919178986,0.791314092972319,0.5180479467393948,0.5,0.4870397926888736,1,1.0,-3.383147300000001,3,0.6666666666666666,True,CN(/N=C/c1ccc(C(=O)NO)cc1F)C(=O)c1ccc(N(C)C)cc1,7.46,5.71,6.18,6.19,1.27,False,2.56,358.4,2.12,2,5,85.2,5,True,True,0.719,False
620,CAND-05355,Cc1cc(C(=O)NO)cc(F)c1Cn1cnc2c(Cl)nc(N)nc21,0.6417351901205771,7.641620582681868,0.7915582930554826,0.4744381799357662,0.6666666666666667,0.3754090341983413,1,1.0,-3.649048900000001,2,0.6949152542372882,True,Cc1cc(C(=O)NO)cc(F)c1Cn1cnc2c(Cl)nc(N)nc21,8.13,6.07,6.11,6.36,1.77,False,2.72,350.7,1.68,3,7,119.0,3,True,True,0.449,False
621,CAND-04165,CS(=O)(=O)NCCC(Nc1ncc(-c2nnc(C(F)F)o2)cn1)c1ccc(F)c(C#N)c1,0.6415112400728585,7.048001466712799,0.5923428082700747,0.4614190289998601,1.0,0.4844661197927373,1,1.0,-3.728430500000001,0,0.7538461538461538,True,CS(=O)(=O)NCCC(Nc1ncc(-c2nnc(C(F)F)o2)cn1)c1ccc(F)c(C#N)c1,6.99,6.7,6.03,6.39,0.29,False,3.58,467.4,2.57,2,9,146.7,9,True,False,0.53,False
622,CAND-04164,CS(=O)(=O)NCCC(Nc1ncc(-c2nnc(C(F)F)o2)cn1)c1ccc(F)cc1C#N,0.6415112400728585,7.048001466712799,0.5923428082700747,0.4614190289998601,1.0,0.4844661197927373,1,1.0,-3.728430500000001,0,0.7384615384615385,True,CS(=O)(=O)NCCC(Nc1ncc(-c2nnc(C(F)F)o2)cn1)c1ccc(F)cc1C#N,7.0,6.69,5.98,6.32,0.31,False,3.63,467.4,2.57,2,9,146.7,9,True,False,0.679,False
623,CAND-03514,COc1ccccc1Nc1nc2cc(C(=O)NO)ccc2n1C,0.6412453802792667,7.400710464702051,0.7107101117014986,0.6022714303115437,0.6666666666666667,0.5085233036506136,1,1.0,-2.8696119000000007,2,0.68,True,COc1ccccc1Nc1nc2cc(C(=O)NO)ccc2n1C,7.33,5.79,5.55,6.23,1.1,False,2.14,312.3,2.44,3,6,88.4,4,True,True,0.852,False
624,CAND-05911,COc1cc(NC(=O)[C@H](CCCCCS)NC(=O)[C@@H]2CCCC(=O)N2)ccc1C,0.6409933406602943,7.69181285755545,0.8084025591891633,0.5094449838548879,0.6666666666666667,0.3448624257745975,1,1.0,-3.435602100000001,2,0.7538461538461538,True,COc1cc(NC(=O)[C@H](CCCCCS)NC(=O)[C@@H]2CCCC(=O)N2)ccc1C,8.04,7.51,7.3,7.72,0.32,False,3.17,421.6,2.59,4,5,96.5,10,True,True,0.874,False
625,CAND-04233,N#Cc1cc(C(=O)NO)ccc1Cn1c(=O)[nH]c(=O)c2ccc(F)cc21,0.6409652468416396,7.459286310502459,0.730367860591195,0.3766951595762614,0.6666666666666667,0.4748266107090292,1,1.0,-4.245016900000001,2,0.6842105263157895,True,N#Cc1cc(C(=O)NO)ccc1Cn1c(=O)[nH]c(=O)c2ccc(F)cc21,7.27,6.0,5.81,6.35,0.92,False,2.5,354.3,0.87,3,6,128.0,3,True,True,1.191,False
626,CAND-01918,Cc1ccc(CN2CCC3=C(C2)C(=O)N(Cc2ccc(C(=O)NO)cc2)C2=NCCN23)cc1F,0.6408967931395934,7.368485301297009,0.6998955146352563,0.4489732471025213,0.6666666666666667,0.525385674962106,1,1.0,-3.804316100000001,2,0.8,True,Cc1ccc(CN2CCC3=C(C2)C(=O)N(Cc2ccc(C(=O)NO)cc2)C2=NCCN23)cc1F,7.33,6.22,6.15,6.06,1.11,False,2.98,463.5,2.43,2,6,88.5,5,True,True,0.335,False
627,CAND-00421,CCCN(Cc1nc2cc(C(=O)NO)ccc2n1C)c1ccc(Cl)cc1,0.6408916054530484,7.395569749194542,0.7089849143410657,0.6951689082700883,0.6666666666666667,0.5102193831639406,1,1.0,-2.3031886,2,0.8181818181818182,True,CCCN(Cc1nc2cc(C(=O)NO)ccc2n1C)c1ccc(Cl)cc1,7.94,6.02,6.33,6.57,1.37,False,2.36,372.9,3.76,2,5,70.4,6,True,True,0.441,False
628,CAND-05350,Nc1nc(Cl)c2nc(Cl)n(Cc3ccc(C(=O)NO)cc3F)c2n1,0.6408685255094504,7.806039934980261,0.8467365716773828,0.4941823461477094,0.6666666666666667,0.2805563544580852,1,1.0,-3.528662900000001,2,0.7017543859649122,True,Nc1nc(Cl)c2nc(Cl)n(Cc3ccc(C(=O)NO)cc3F)c2n1,8.34,6.04,5.93,6.5,1.84,False,2.74,371.2,2.02,3,7,119.0,3,True,True,0.396,False
629,CAND-04150,CS(=O)(=O)NCCC(Nc1ncc(-c2nnc(C(F)F)o2)cn1)c1ccc(F)c(Cl)c1,0.6406844777317656,7.048001466712799,0.5923428082700747,0.5430072946941525,1.0,0.4817102453224275,1,1.0,-3.230962800000001,0,0.7777777777777778,True,CS(=O)(=O)NCCC(Nc1ncc(-c2nnc(C(F)F)o2)cn1)c1ccc(F)c(Cl)c1,7.05,6.83,6.01,6.39,0.22,False,3.45,476.9,3.35,2,8,122.9,9,True,True,0.508,True
630,CAND-04149,CS(=O)(=O)NCCC(Nc1ncc(-c2nnc(C(F)F)o2)cn1)c1ccc(F)cc1Cl,0.6406844777317656,7.048001466712799,0.5923428082700747,0.5430072946941525,1.0,0.4817102453224275,1,1.0,-3.2309628000000004,0,0.7619047619047619,True,CS(=O)(=O)NCCC(Nc1ncc(-c2nnc(C(F)F)o2)cn1)c1ccc(F)cc1Cl,7.27,6.81,6.02,6.41,0.46,False,3.47,476.9,3.35,2,8,122.9,9,True,True,0.399,True
631,CAND-01597,O=C(NO)c1ccc(CC(=O)N2CCC3(CC2)CN(Cc2ccc(F)cc2)c2ccccc23)cc1,0.6405780991376759,7.531808565616262,0.7547059518378727,0.6300062058670046,0.6666666666666667,0.432972632951354,1,1.0,-2.700504799999999,2,0.875,True,O=C(NO)c1ccc(CC(=O)N2CCC3(CC2)CN(Cc2ccc(F)cc2)c2ccccc23)cc1,6.95,5.26,6.03,6.02,0.92,False,2.91,473.5,4.07,2,4,72.9,5,True,True,0.412,False
632,CAND-04610,O=C(NO)c1cc(F)c2nc(-c3ccccc3-c3ccccc3)[nH]c2c1,0.6404452544219966,7.61738940247058,0.7834264351303315,0.7664152103391029,0.6666666666666667,0.384662345078325,1,1.0,-1.8687788999999992,2,0.66,True,O=C(NO)c1cc(F)c2nc(-c3ccccc3-c3ccccc3)[nH]c2c1,7.88,5.67,5.63,6.06,1.82,False,2.21,347.3,4.16,3,3,78.0,3,True,True,0.605,False
633,CAND-01747,Cc1cc(Cl)cc(NC(=O)[C@H](CCCCCS)NC(=O)[C@@H]2CCCC(=O)N2)c1,0.6402949122526372,7.657771152242509,0.7969783401160143,0.5801078140441522,0.6666666666666667,0.3615746962043223,1,1.0,-3.0047500000000005,2,0.7692307692307693,True,Cc1cc(Cl)cc(NC(=O)[C@H](CCCCCS)NC(=O)[C@@H]2CCCC(=O)N2)c1,8.21,7.93,7.32,8.08,0.13,False,3.27,426.0,3.23,4,4,87.3,9,True,True,0.856,False
634,CAND-01841,CCCn1cc(N(Cc2ncc(-c3nnc(C(F)F)o3)s2)S(=O)(=O)C(F)F)c(F)n1,0.6401915947121898,7.120892680566517,0.6168047201489737,0.5574821896012334,1.0,0.439297448792343,1,1.0,-3.1427051,0,0.7230769230769231,True,CCCn1cc(N(Cc2ncc(-c3nnc(C(F)F)o3)s2)S(=O)(=O)C(F)F)c(F)n1,6.9,6.85,5.6,6.56,0.05,False,3.78,472.4,3.44,0,9,107.0,9,True,True,0.585,True
635,CAND-00577,N#Cc1ccccc1CNc1cc(C(=O)NO)ccc1Cl,0.6400706968055092,7.232819811333583,0.6543668825129676,0.6708943886212348,0.6666666666666667,0.5985130740523069,1,1.0,-2.4511975,2,0.6382978723404256,True,N#Cc1ccccc1CNc1cc(C(=O)NO)ccc1Cl,6.08,5.24,5.4,6.45,-0.37,False,2.09,301.7,2.94,3,4,85.2,4,True,True,1.114,False
636,CAND-00578,N#Cc1cccc(CNc2cc(C(=O)NO)ccc2Cl)c1,0.6400706968055092,7.232819811333583,0.6543668825129676,0.670894388621235,0.6666666666666667,0.5985130740523069,1,1.0,-2.4511975,2,0.6956521739130435,True,N#Cc1cccc(CNc2cc(C(=O)NO)ccc2Cl)c1,6.05,5.25,5.57,6.81,-0.76,False,2.04,301.7,2.94,3,4,85.2,4,True,True,1.146,False
637,CAND-01926,Cc1ccc(CN2CCC3=C(C2)C(=O)N(Cc2ccc(C(=O)NO)cc2)C2=NCCN23)cc1C,0.6400464178890827,7.354892151202926,0.6953337242331179,0.4726544872433331,0.6666666666666667,0.5301540747973011,1,1.0,-3.659924600000002,2,0.8387096774193549,True,Cc1ccc(CN2CCC3=C(C2)C(=O)N(Cc2ccc(C(=O)NO)cc2)C2=NCCN23)cc1C,7.3,6.25,6.17,6.04,1.05,False,2.95,459.6,2.6,2,6,88.5,5,True,True,0.281,False
638,CAND-01983,Cc1ncccc1N(Cc1ncc(-c2nnc(C(F)F)o2)s1)S(=O)(=O)CCN1CC2CC(C1)O2,0.6398679895227283,7.1414410628935325,0.6237006502777561,0.4251341336675088,1.0,0.4267255479461674,1,1.0,-3.9496702000000017,0,0.7671232876712328,True,Cc1ncccc1N(Cc1ncc(-c2nnc(C(F)F)o2)s1)S(=O)(=O)CCN1CC2CC(C1)O2,7.32,7.07,6.31,6.51,0.25,False,5.02,512.6,2.64,0,10,114.5,9,True,True,0.525,False
639,CAND-04450,N#Cc1ccc(NC(=O)[C@H](CCCCCS)NC(=O)[C@@H]2CCCC(=O)N2)cc1,0.6398615385433002,7.632072017545898,0.7883538443081375,0.4766387788341596,0.6666666666666667,0.3745042768529938,1,1.0,-3.635631200000001,2,0.7868852459016393,True,N#Cc1ccc(NC(=O)[C@H](CCCCCS)NC(=O)[C@@H]2CCCC(=O)N2)cc1,8.16,7.4,7.11,7.42,0.74,False,3.2,402.5,2.14,4,5,111.1,9,True,True,0.897,False
640,CAND-02669,Cn1c2c(c3ccc(C(F)(F)F)cc31)CCN(Cc1ccc(C(=O)NO)cc1F)C2,0.6398500885823615,7.817691904962673,0.8506469121403271,0.6758603778820131,0.5,0.3817554417073265,1,1.0,-2.4209183999999992,3,0.7619047619047619,True,Cn1c2c(c3ccc(C(F)(F)F)cc31)CCN(Cc1ccc(C(=O)NO)cc1F)C2,8.13,5.51,5.33,5.4,2.62,False,2.63,421.4,4.01,2,4,57.5,3,True,True,1.046,False
641,CAND-06198,CC(C)c1ccc(-c2nc3cc(C(=O)NO)cc(Cl)c3o2)cc1,0.6398085448655902,7.315611931993351,0.6821514871693094,0.8104350278493179,0.6666666666666667,0.5513315598253405,1,1.0,-1.600377099999998,2,0.68,True,CC(C)c1ccc(-c2nc3cc(C(=O)NO)cc(Cl)c3o2)cc1,7.18,5.61,5.37,6.09,1.09,False,2.29,330.8,4.39,2,4,75.4,3,True,True,0.834,False
642,CAND-00070,Cn1c(SCc2ccc(C(=O)NO)cc2)nnc1-c1ccncc1F,0.6394786635325865,7.561212332338323,0.7645737028662235,0.5532139852121621,0.6666666666666667,0.4128615958871381,1,1.0,-3.1687296000000007,2,0.7090909090909091,True,Cn1c(SCc2ccc(C(=O)NO)cc2)nnc1-c1ccncc1F,5.79,5.34,5.46,4.78,0.33,False,2.33,359.4,2.43,2,7,92.9,5,True,True,1.385,False
643,CAND-05896,CC(=O)N(Cc1ccc(C(C)(C)C)cc1C(F)(F)F)c1ccc(C(=O)NO)cc1,0.6392626120448286,7.278290036729471,0.6696264534261384,0.7658685580672356,0.6666666666666667,0.5703868399947536,1,1.0,-1.8721119999999976,2,0.64,True,CC(=O)N(Cc1ccc(C(C)(C)C)cc1C(F)(F)F)c1ccc(C(=O)NO)cc1,6.9,5.72,5.92,6.19,0.71,False,2.44,408.4,4.68,2,3,69.6,4,True,True,0.686,False
644,CAND-00296,CCCCS(=O)(=O)N(Cc1ncc(-c2nnc(C(F)F)o2)s1)c1cnccc1C(F)(F)F,0.6391766554862126,7.192845372460345,0.6409516689443204,0.6774767176662786,1.0,0.3956694033801746,1,1.0,-2.411063099999999,0,0.7142857142857143,True,CCCCS(=O)(=O)N(Cc1ncc(-c2nnc(C(F)F)o2)s1)c1cnccc1C(F)(F)F,7.1,6.65,5.57,6.11,0.45,False,3.42,497.5,4.68,0,8,102.1,9,True,True,0.631,True
645,CAND-06204,COc1cc(-c2nc3cc(C(=O)NO)ccc3o2)ccc1C(C)C,0.6389112734360595,7.288856384681644,0.6731724647877622,0.7397721976600534,0.6666666666666667,0.5633056923628167,1,1.0,-2.0312291999999994,2,0.7407407407407407,True,COc1cc(-c2nc3cc(C(=O)NO)ccc3o2)ccc1C(C)C,7.54,5.59,4.92,5.81,1.73,False,2.21,326.4,3.75,2,5,84.6,4,True,True,0.71,False
646,CAND-00273,CCCCS(=O)(=O)N(Cc1ncc(-c2nnc(C(F)F)o2)s1)c1ccc(F)nc1,0.6388040519674363,7.274573880641892,0.6683793307904112,0.6250691638703303,0.8333333333333334,0.4598257330185465,1,1.0,-2.730607399999999,1,0.8793103448275862,True,CCCCS(=O)(=O)N(Cc1ncc(-c2nnc(C(F)F)o2)s1)c1ccc(F)nc1,7.29,6.83,5.94,6.37,0.46,False,3.33,447.5,3.8,0,8,102.1,9,True,True,0.618,True
647,CAND-06203,Cc1cc(C(=O)NO)cc2nc(-c3ccc(C(C)C)cc3)oc12,0.6387165916353006,7.284409478454652,0.6716801062097213,0.7906908616373745,0.6666666666666667,0.5651440173236885,1,1.0,-1.7207630999999992,2,0.68,True,Cc1cc(C(=O)NO)cc2nc(-c3ccc(C(C)C)cc3)oc12,7.0,5.69,5.24,6.0,1.0,False,2.25,310.4,4.05,2,4,75.4,3,True,True,1.014,False
648,CAND-01847,CCCn1cc(N(Cc2ncc(-c3nnc(C(F)F)o3)s2)S(=O)(=O)C(F)F)c(C)n1,0.6386400570459942,7.107299530472434,0.6122429297468354,0.5811634297420455,1.0,0.4417286405752552,1,1.0,-2.998313599999999,0,0.7230769230769231,True,CCCn1cc(N(Cc2ncc(-c3nnc(C(F)F)o3)s2)S(=O)(=O)C(F)F)c(C)n1,6.9,6.82,5.62,6.54,0.08,False,3.64,468.5,3.6,0,9,107.0,9,True,True,0.568,True
649,CAND-01839,CCCn1ncc(N(Cc2ncc(-c3nnc(C(F)F)o3)s2)S(=O)(=O)C(F)F)c1F,0.6386276770461964,7.111572406860531,0.613676884816987,0.5574821896012334,1.0,0.4392974487923428,1,1.0,-3.1427051,0,0.6818181818181818,True,CCCn1ncc(N(Cc2ncc(-c3nnc(C(F)F)o3)s2)S(=O)(=O)C(F)F)c1F,7.11,6.82,5.59,6.61,0.29,False,3.74,472.4,3.44,0,9,107.0,9,True,True,0.422,True
650,CAND-01651,N#Cc1ccc(CN2CC3(CCN(C(=O)Cc4ccc(C(=O)NO)cc4)CC3)c3ccccc32)cc1,0.6384524391428028,7.528431354348736,0.7535725773191216,0.5918433465254673,0.6666666666666667,0.4277760571663619,1,1.0,-2.933195,2,0.8305084745762712,True,N#Cc1ccc(CN2CC3(CCN(C(=O)Cc4ccc(C(=O)NO)cc4)CC3)c3ccccc32)cc1,6.88,5.51,6.34,6.06,0.54,False,3.01,480.6,3.8,2,5,96.7,5,True,True,0.674,False
651,CAND-03750,O=C(NO)c1ccc(Cn2c3c(c4cccc(C(F)(F)F)c42)CS(=O)(=O)CC3)cc1,0.6383014729648865,7.623390734616259,0.7854404509539427,0.5755382956969416,0.5,0.4852708249597171,1,1.0,-3.0326117000000004,3,0.711864406779661,True,O=C(NO)c1ccc(Cn2c3c(c4cccc(C(F)(F)F)c42)CS(=O)(=O)CC3)cc1,7.88,5.46,5.11,5.21,2.42,False,2.84,438.4,3.3,2,5,88.4,3,True,True,0.569,False
652,CAND-01987,COc1ccc(N(Cc2ncc(-c3nnc(C(F)F)o3)s2)S(=O)(=O)CCN2CC3CC(C2)O3)cn1,0.638206079192275,7.202051859538281,0.6440413180763359,0.3742154696901876,1.0,0.3872847338470234,1,1.0,-4.260136300000003,0,0.7466666666666667,True,COc1ccc(N(Cc2ncc(-c3nnc(C(F)F)o3)s2)S(=O)(=O)CCN2CC3CC(C2)O3)cn1,7.15,7.09,6.47,6.42,0.06,False,4.98,528.6,2.34,0,11,123.8,10,False,True,0.631,False
653,CAND-06106,COc1ccc(CN2CCc3c(c4ccccc4n3Cc3ccc(C(=O)NO)cc3)C2)c(F)c1,0.6380588319345454,7.901603305752708,0.8788071413811264,0.6960670934931186,0.5,0.328850870813274,1,1.0,-2.297712099999999,3,0.8,True,COc1ccc(CN2CCc3c(c4ccccc4n3Cc3ccc(C(=O)NO)cc3)C2)c(F)c1,8.27,5.42,6.06,5.98,2.21,False,2.4,459.5,4.51,2,5,66.7,6,True,True,0.643,False
654,CAND-02175,O=C(NO)c1cnc(NC2(c3ccccc3)CCN(C(=O)Nc3cc(Cl)c(Cl)cc3O)CC2)nc1,0.6379676612680444,8.142539977338675,0.9596642339870896,0.6065978736438629,0.5,0.193785147581665,1,1.0,-2.843232300000001,3,0.7619047619047619,True,O=C(NO)c1cnc(NC2(c3ccccc3)CCN(C(=O)Nc3cc(Cl)c(Cl)cc3O)CC2)nc1,8.04,7.15,7.02,5.97,0.89,False,2.87,517.4,4.24,5,7,139.7,5,True,True,0.561,False
655,CAND-00078,Cc1cnccc1-c1nnc(SCc2ccc(C(=O)NO)cc2)n1C,0.637867608695083,7.54761918224424,0.7600119124640851,0.5768952253529741,0.6666666666666667,0.4150943970990237,1,1.0,-3.0243381000000005,2,0.7358490566037735,True,Cc1cnccc1-c1nnc(SCc2ccc(C(=O)NO)cc2)n1C,5.68,5.32,5.4,4.82,0.28,False,2.31,355.4,2.6,2,7,92.9,5,True,True,1.265,False
656,CAND-03521,Cn1c(Nc2cccc(O)c2)nc2cc(C(=O)NO)ccc21,0.6377965453269889,7.505550429161107,0.7458938579501353,0.5810217931568887,0.6666666666666667,0.4383876100619593,1,1.0,-2.999177200000001,2,0.782608695652174,True,Cn1c(Nc2cccc(O)c2)nc2cc(C(=O)NO)ccc21,7.63,5.96,5.49,6.2,1.43,False,2.26,298.3,2.14,4,6,99.4,3,True,True,0.482,False
657,CAND-01785,CS(=O)(=O)N(Cc1ncc(-c2nnc(C(F)F)o2)s1)c1cc(C2CC2)cnc1Cl,0.6374666378423013,7.213846388882662,0.6479995007189565,0.6364046992840932,0.8333333333333334,0.4893340693871876,1,1.0,-2.6614913,1,0.7272727272727273,True,CS(=O)(=O)N(Cc1ncc(-c2nnc(C(F)F)o2)s1)c1cc(C2CC2)cnc1Cl,7.41,7.04,5.69,6.34,0.37,False,3.4,461.9,4.02,0,8,102.1,7,True,True,0.447,True
658,CAND-06156,COc1ccc(CN2CCc3c(c4cc(C#N)ccc4n3Cc3ccc(C(=O)NO)cc3)C2)cc1,0.6374314413561141,7.900132529694703,0.8783135565932985,0.6579042341515812,0.5,0.3275822101982161,1,1.0,-2.5304023,3,0.7424242424242424,True,COc1ccc(CN2CCc3c(c4cc(C#N)ccc4n3Cc3ccc(C(=O)NO)cc3)C2)cc1,7.72,5.77,6.11,5.92,1.61,False,2.46,466.5,4.25,2,6,90.5,6,True,True,0.889,False
659,CAND-01939,Cc1ccc(CN2CCC3=C(C2)C(=O)N(Cc2ccc(C(=O)NO)cc2)C2=NCCN23)c(C(F)(F)F)c1,0.6373161758918203,7.440177844327563,0.72395515882649,0.5013808008984697,0.6666666666666667,0.4733508771508065,1,1.0,-3.4847718000000003,2,0.7681159420289855,True,Cc1ccc(CN2CCC3=C(C2)C(=O)N(Cc2ccc(C(=O)NO)cc2)C2=NCCN23)c(C(F)(F)F)c1,7.36,6.3,6.1,6.02,1.06,False,3.12,513.5,3.31,2,6,88.5,5,True,True,0.349,False
660,CAND-01940,Cc1ccc(CN2CCC3=C(C2)C(=O)N(Cc2ccc(C(=O)NO)cc2C(F)(F)F)C2=NCCN23)cc1,0.6373161758918203,7.440177844327563,0.72395515882649,0.5013808008984697,0.6666666666666667,0.4733508771508065,1,1.0,-3.4847718000000003,2,0.7681159420289855,True,Cc1ccc(CN2CCC3=C(C2)C(=O)N(Cc2ccc(C(=O)NO)cc2C(F)(F)F)C2=NCCN23)cc1,7.33,6.28,6.12,5.91,1.05,False,3.12,513.5,3.31,2,6,88.5,5,True,True,0.459,False
661,CAND-06159,COc1ccc(CN2CCc3c(c4ccccc4n3Cc3ccc(C(=O)NO)cc3C#N)C2)cc1,0.6371115464906525,7.8982260944851825,0.8776737668623753,0.6579042341515812,0.5,0.3275822101982161,1,1.0,-2.5304023,3,0.7761194029850746,True,COc1ccc(CN2CCc3c(c4ccccc4n3Cc3ccc(C(=O)NO)cc3C#N)C2)cc1,8.16,5.61,6.1,5.95,2.06,False,2.53,466.5,4.25,2,6,90.5,6,True,True,0.846,False
662,CAND-06154,COc1ccc(CN2CCc3c(c4ccccc4n3Cc3ccc(C(=O)NO)cc3)C2)c(C#N)c1,0.6371115464906525,7.8982260944851825,0.8776737668623753,0.6579042341515812,0.5,0.3275822101982161,1,1.0,-2.5304023,3,0.7761194029850746,True,COc1ccc(CN2CCc3c(c4ccccc4n3Cc3ccc(C(=O)NO)cc3)C2)c(C#N)c1,8.34,5.59,6.06,6.05,2.28,False,2.53,466.5,4.25,2,6,90.5,6,True,True,0.56,False
663,CAND-05888,COc1cc(C(C)(C)C)ccc1CN(C(C)=O)c1ccc(C(=O)NO)cc1,0.6370476800461383,7.173237502247779,0.634371369784599,0.686223580434778,0.6666666666666667,0.6217622060683515,1,1.0,-2.3577308999999995,2,0.64,True,COc1cc(C(C)(C)C)ccc1CN(C(C)=O)c1ccc(C(=O)NO)cc1,6.83,5.88,6.13,6.38,0.45,False,2.28,370.4,3.66,2,4,78.9,5,True,True,0.829,False
