rank,id,smiles,fitness,pred_pIC50,affinity_norm,permeability_norm,safety_norm,druglikeness_qed,n_chelators,chelator_penalty,logKp_cm_h,struct_alerts,applicability_tanimoto,is_hit,canon,pIC50_hdac6,pIC50_hdac1,pIC50_hdac2,pIC50_hdac3,selectivity,pareto,sa_score,MW,cLogP,HBD,HBA,TPSA,rotB,lipinski_ok,veber_ok,pred_uncertainty,developable
1,CAND-02913,Cc1cc(C2(Nc3ncc(C(=O)NO)cn3)CC2)cc(Cl)c1F,0.8017268735397193,8.21132186343688,0.9827470768654556,0.6189663261642898,0.6666666666666667,0.5900666725788605,1,1.0,-2.7678182,2,0.6923076923076923,True,Cc1cc(C2(Nc3ncc(C(=O)NO)cn3)CC2)cc(Cl)c1F,8.41,7.43,7.29,6.92,0.98,False,2.96,336.8,2.8,3,5,87.1,4,True,True,0.189,False
2,CAND-02914,Cc1c(C2(Nc3ncc(C(=O)NO)cn3)CC2)ccc(F)c1Cl,0.8017268735397193,8.21132186343688,0.9827470768654556,0.6189663261642898,0.6666666666666667,0.5900666725788605,1,1.0,-2.7678182,2,0.660377358490566,True,Cc1c(C2(Nc3ncc(C(=O)NO)cn3)CC2)ccc(F)c1Cl,8.49,7.49,7.5,7.13,0.99,True,2.99,336.8,2.8,3,5,87.1,4,True,True,0.167,False
3,CAND-02912,Cc1cc(F)c(Cl)cc1C1(Nc2ncc(C(=O)NO)cn2)CC1,0.8017268735397192,8.21132186343688,0.9827470768654556,0.6189663261642896,0.6666666666666667,0.5900666725788604,1,1.0,-2.767818200000001,2,0.660377358490566,True,Cc1cc(F)c(Cl)cc1C1(Nc2ncc(C(=O)NO)cn2)CC1,8.47,7.54,7.55,7.12,0.92,False,2.9,336.8,2.8,3,5,87.1,4,True,True,0.19,False
4,CAND-02930,N#Cc1c(C2(Nc3ncc(C(=O)NO)cn3)CC2)ccc(F)c1Cl,0.8013232870659459,8.230386055189404,0.989144920364517,0.5571222266819407,0.6666666666666667,0.5780583118345134,1,1.0,-3.1448998999999995,2,0.625,True,N#Cc1c(C2(Nc3ncc(C(=O)NO)cn3)CC2)ccc(F)c1Cl,8.49,7.32,7.65,7.11,0.84,False,3.06,347.7,2.36,3,6,110.9,4,True,True,0.236,False
5,CAND-02928,N#Cc1cc(F)c(Cl)cc1C1(Nc2ncc(C(=O)NO)cn2)CC1,0.8013232870659458,8.230386055189404,0.989144920364517,0.5571222266819404,0.6666666666666667,0.5780583118345133,1,1.0,-3.1448999000000013,2,0.625,True,N#Cc1cc(F)c(Cl)cc1C1(Nc2ncc(C(=O)NO)cn2)CC1,8.51,7.26,7.64,7.07,0.87,True,3.02,347.7,2.36,3,6,110.9,4,True,True,0.184,False
6,CAND-02929,N#Cc1cc(C2(Nc3ncc(C(=O)NO)cn3)CC2)cc(Cl)c1F,0.8013232870659458,8.230386055189404,0.989144920364517,0.5571222266819406,0.6666666666666667,0.5780583118345133,1,1.0,-3.1448999000000004,2,0.6666666666666666,True,N#Cc1cc(C2(Nc3ncc(C(=O)NO)cn3)CC2)cc(Cl)c1F,8.47,7.21,7.21,6.87,1.26,True,3.14,347.7,2.36,3,6,110.9,4,True,True,0.192,False
7,CAND-02918,COc1c(C2(Nc3ncc(C(=O)NO)cn3)CC2)ccc(F)c1Cl,0.7691413527614075,8.062138996341174,0.9326820833525166,0.5680476621869687,0.6666666666666667,0.5648899258393862,1,1.0,-3.0782843000000004,2,0.6491228070175439,True,COc1c(C2(Nc3ncc(C(=O)NO)cn3)CC2)ccc(F)c1Cl,8.43,6.96,7.21,6.59,1.22,False,2.94,352.8,2.5,3,6,96.4,5,True,True,0.322,False
8,CAND-02916,COc1cc(F)c(Cl)cc1C1(Nc2ncc(C(=O)NO)cn2)CC1,0.7666988040253389,8.047582461009814,0.9277969858803792,0.5680476621869687,0.6666666666666667,0.5648899258393862,1,1.0,-3.078284300000001,2,0.7090909090909091,True,COc1cc(F)c(Cl)cc1C1(Nc2ncc(C(=O)NO)cn2)CC1,8.49,7.03,7.35,6.83,1.14,True,2.85,352.8,2.5,3,6,96.4,5,True,True,0.166,False
9,CAND-02917,COc1cc(C2(Nc3ncc(C(=O)NO)cn3)CC2)cc(Cl)c1F,0.7666988040253389,8.047582461009814,0.9277969858803792,0.5680476621869687,0.6666666666666667,0.5648899258393862,1,1.0,-3.0782843000000004,2,0.6851851851851852,True,COc1cc(C2(Nc3ncc(C(=O)NO)cn3)CC2)cc(Cl)c1F,8.43,7.02,7.09,6.69,1.34,True,2.93,352.8,2.5,3,6,96.4,5,True,True,0.188,False
10,CAND-02921,O=C(NO)c1cnc(NC2(c3cc(O)c(F)c(Cl)c3)CC2)nc1,0.766167900893817,8.15572698990365,0.964089726748916,0.5467980250323138,0.6666666666666667,0.5026323472867521,1,1.0,-3.207849600000001,2,0.7058823529411765,True,O=C(NO)c1cnc(NC2(c3cc(O)c(F)c(Cl)c3)CC2)nc1,8.47,7.32,7.42,6.81,1.05,False,3.07,338.7,2.19,4,6,107.4,4,True,True,0.166,False
11,CAND-01697,O=C(NO)c1cc(F)c(Cn2nnc(-c3occc3Cl)n2)c(F)c1,0.7608162855457091,8.043355208920353,0.926378342087318,0.5108595948298176,0.6666666666666667,0.5476459372290557,1,1.0,-3.4269768000000007,2,0.6785714285714286,True,O=C(NO)c1cc(F)c(Cn2nnc(-c3occc3Cl)n2)c(F)c1,8.01,5.77,5.62,5.61,2.24,False,3.04,355.7,2.03,2,7,106.1,4,True,True,0.572,False
12,CAND-05002,O=C(NO)c1ccc(CN2CCCc3ccccc3C2)c(F)c1,0.7577382816390413,7.794758948596654,0.8429507313787611,0.6524767943396267,0.6666666666666667,0.6764319420544248,1,1.0,-2.563495,2,0.68,True,O=C(NO)c1ccc(CN2CCCc3ccccc3C2)c(F)c1,7.65,5.79,4.81,5.17,1.86,True,2.06,314.4,2.89,2,3,52.6,3,True,True,0.994,False
13,CAND-02926,O=C(NO)c1cnc(NC2(c3ccc(F)c(Cl)c3C(F)(F)F)CC2)nc1,0.7545982501602805,8.230386055189404,0.989144920364517,0.647692639819426,0.6666666666666667,0.4223081888156288,1,1.0,-2.5926654,2,0.6727272727272727,True,O=C(NO)c1cnc(NC2(c3ccc(F)c(Cl)c3C(F)(F)F)CC2)nc1,8.29,7.26,7.47,6.8,0.82,False,3.1,390.7,3.51,3,5,87.1,4,True,True,0.478,False
14,CAND-01718,N#Cc1coc(-c2nnn(Cc3c(F)cc(C(=O)NO)cc3F)n2)c1,0.754511839288203,8.025031945678801,0.9202291503390748,0.4292713291355253,0.6666666666666667,0.5368797692844408,1,1.0,-3.9244445,2,0.6551724137931034,True,N#Cc1coc(-c2nnn(Cc3c(F)cc(C(=O)NO)cc3F)n2)c1,8.17,5.96,5.62,5.6,2.21,False,3.13,346.3,1.25,2,8,129.9,4,True,True,0.607,False
15,CAND-01717,N#Cc1ccoc1-c1nnn(Cc2c(F)cc(C(=O)NO)cc2F)n1,0.754511839288203,8.025031945678801,0.9202291503390748,0.4292713291355253,0.6666666666666667,0.5368797692844408,1,1.0,-3.924444500000001,2,0.6551724137931034,True,N#Cc1ccoc1-c1nnn(Cc2c(F)cc(C(=O)NO)cc2F)n1,8.22,5.91,5.51,5.51,2.31,False,3.14,346.3,1.25,2,8,129.9,4,True,True,0.46,False
16,CAND-01719,N#Cc1ccc(-c2nnn(Cc3c(F)cc(C(=O)NO)cc3F)n2)o1,0.754511839288203,8.025031945678801,0.9202291503390748,0.4292713291355253,0.6666666666666667,0.5368797692844408,1,1.0,-3.9244445,2,0.6551724137931034,True,N#Cc1ccc(-c2nnn(Cc3c(F)cc(C(=O)NO)cc3F)n2)o1,8.09,6.05,5.25,5.62,2.04,False,2.99,346.3,1.25,2,8,129.9,4,True,True,0.697,False
17,CAND-01694,O=C(NO)c1cc(F)c(Cn2nnc(-c3cc(F)co3)n2)c(F)c1,0.7450031266336926,7.942539319094937,0.8925450543353632,0.4674341884770625,0.6666666666666667,0.5513242204422585,1,1.0,-3.6917543,2,0.7169811320754716,True,O=C(NO)c1cc(F)c(Cn2nnc(-c3cc(F)co3)n2)c(F)c1,8.22,5.76,5.12,5.56,2.46,False,3.12,339.2,1.52,2,7,106.1,4,True,True,0.492,False
18,CAND-01693,O=C(NO)c1cc(F)c(Cn2nnc(-c3occc3F)n2)c(F)c1,0.7450031266336926,7.942539319094937,0.8925450543353632,0.4674341884770625,0.6666666666666667,0.5513242204422585,1,1.0,-3.6917543,2,0.7169811320754716,True,O=C(NO)c1cc(F)c(Cn2nnc(-c3occc3F)n2)c(F)c1,8.26,5.7,5.41,5.42,2.56,False,3.04,339.2,1.52,2,7,106.1,4,True,True,0.32,False
19,CAND-01695,O=C(NO)c1cc(F)c(Cn2nnc(-c3ccc(F)o3)n2)c(F)c1,0.7450031266336925,7.942539319094937,0.8925450543353632,0.4674341884770625,0.6666666666666667,0.5513242204422584,1,1.0,-3.6917543,2,0.7169811320754716,True,O=C(NO)c1cc(F)c(Cn2nnc(-c3ccc(F)o3)n2)c(F)c1,8.22,5.82,5.16,5.62,2.4,False,2.99,339.2,1.52,2,7,106.1,4,True,True,0.51,False
20,CAND-05922,O=C(NO)c1cnc(Nc2c(Cl)cc(F)cc2Cl)nc1,0.744935624776063,7.857958289485125,0.8641601011489066,0.6371525063402291,0.6666666666666667,0.5984074695609212,1,1.0,-2.6569317,2,0.6923076923076923,True,O=C(NO)c1cnc(Nc2c(Cl)cc(F)cc2Cl)nc1,7.15,6.02,5.87,5.81,1.13,False,2.45,317.1,2.79,3,5,87.1,3,True,True,0.886,False
21,CAND-02925,O=C(NO)c1cnc(NC2(c3cc(Cl)c(F)c(C(F)(F)F)c3)CC2)nc1,0.744779039000328,8.171867798392617,0.9695064980446122,0.6476926398194262,0.6666666666666667,0.4223081888156289,1,1.0,-2.5926654,2,0.7058823529411765,True,O=C(NO)c1cnc(NC2(c3cc(Cl)c(F)c(C(F)(F)F)c3)CC2)nc1,8.31,7.14,7.16,6.73,1.15,False,3.04,390.7,3.51,3,5,87.1,4,True,True,0.424,False
22,CAND-01699,O=C(NO)c1cc(F)c(Cn2nnc(-c3ccc(Cl)o3)n2)c(F)c1,0.7438996416697318,7.942539319094937,0.8925450543353632,0.5108595948298176,0.6666666666666667,0.5476459372290557,1,1.0,-3.4269768000000007,2,0.6909090909090909,True,O=C(NO)c1cc(F)c(Cn2nnc(-c3ccc(Cl)o3)n2)c(F)c1,8.13,5.85,5.33,5.66,2.28,False,2.85,355.7,2.03,2,7,106.1,4,True,True,0.508,False
23,CAND-01698,O=C(NO)c1cc(F)c(Cn2nnc(-c3cc(Cl)co3)n2)c(F)c1,0.7438996416697318,7.942539319094937,0.8925450543353632,0.5108595948298176,0.6666666666666667,0.5476459372290557,1,1.0,-3.4269768000000007,2,0.6909090909090909,True,O=C(NO)c1cc(F)c(Cn2nnc(-c3cc(Cl)co3)n2)c(F)c1,8.13,5.77,5.3,5.55,2.36,False,3.03,355.7,2.03,2,7,106.1,4,True,True,0.512,False
24,CAND-03205,Cc1c(Cl)ccc(Cl)c1Nc1ncc(C(=O)NO)cn1,0.7433892342128663,7.84793579293658,0.8607966034869101,0.6608337464810409,0.6666666666666667,0.598858663786926,1,1.0,-2.512540200000001,2,0.717948717948718,True,Cc1c(Cl)ccc(Cl)c1Nc1ncc(C(=O)NO)cn1,7.14,6.0,5.84,5.92,1.14,False,2.51,313.1,2.95,3,5,87.1,3,True,True,0.896,False
25,CAND-05926,Cc1ccc(Cl)c(Nc2ncc(C(=O)NO)cn2)c1Cl,0.7433892342128663,7.84793579293658,0.8607966034869101,0.6608337464810409,0.6666666666666667,0.598858663786926,1,1.0,-2.512540200000001,2,0.6829268292682927,True,Cc1ccc(Cl)c(Nc2ncc(C(=O)NO)cn2)c1Cl,7.15,5.94,5.83,5.88,1.21,False,2.45,313.1,2.95,3,5,87.1,3,True,True,0.892,False
26,CAND-03223,N#Cc1cc(Cl)cc(Nc2ncc(C(=O)NO)cn2)c1Cl,0.7433360841076508,7.86199562655581,0.8655150104504133,0.5989896469986917,0.6666666666666667,0.5908174851637026,1,1.0,-2.889621900000001,2,0.5957446808510638,True,N#Cc1cc(Cl)cc(Nc2ncc(C(=O)NO)cn2)c1Cl,7.87,6.45,6.44,6.31,1.42,False,2.74,324.1,2.52,3,6,110.9,3,True,True,0.397,False
27,CAND-01474,COc1ccc(Cn2ccc3c(F)cc(C(=O)NO)cc32)cc1,0.7429495078629034,7.8885086553252926,0.874412644871804,0.6598801432379503,0.6666666666666667,0.5746995069788932,1,1.0,-2.5183546000000003,2,0.6730769230769231,True,COc1ccc(Cn2ccc3c(F)cc(C(=O)NO)cc32)cc1,7.56,5.56,5.48,5.66,1.9,False,2.17,314.3,2.96,2,4,63.5,4,True,True,1.238,False
28,CAND-02005,O=C(NO)c1ccc(Cn2ccc3ccccc32)c(F)c1,0.7413293542974084,7.8807008871264355,0.8717923985135172,0.6889180376995713,0.6666666666666667,0.5736660723577215,1,1.0,-2.341302,2,0.6521739130434783,True,O=C(NO)c1ccc(Cn2ccc3ccccc32)c(F)c1,7.73,5.31,5.03,5.59,2.14,False,2.07,284.3,2.95,2,3,54.3,3,True,True,1.032,False
29,CAND-05927,Cc1cc(Cl)c(Nc2ncc(C(=O)NO)cn2)c(Cl)c1,0.741030695015678,7.833879918166389,0.8560795250925335,0.6608337464810409,0.6666666666666667,0.598858663786926,1,1.0,-2.512540200000001,2,0.6923076923076923,True,Cc1cc(Cl)c(Nc2ncc(C(=O)NO)cn2)c(Cl)c1,7.17,6.02,5.87,5.81,1.15,False,2.43,313.1,2.95,3,5,87.1,3,True,True,0.912,False
30,CAND-02922,O=C(NO)c1cnc(NC2(c3ccc(F)c(Cl)c3O)CC2)nc1,0.7408670496899394,8.203597113512377,0.9801546910078276,0.5467980250323138,0.5,0.5026323472867521,1,1.0,-3.207849600000001,3,0.6730769230769231,True,O=C(NO)c1cnc(NC2(c3ccc(F)c(Cl)c3O)CC2)nc1,8.51,7.55,7.69,7.07,0.82,False,3.03,338.7,2.19,4,6,107.4,4,True,True,0.166,False
31,CAND-05930,COc1cc(Cl)c(Nc2ncc(C(=O)NO)cn2)c(Cl)c1,0.7405546405112572,7.84793579293658,0.8607966034869101,0.60991508250372,0.6666666666666667,0.5894100181148958,1,1.0,-2.823006300000001,2,0.6904761904761905,True,COc1cc(Cl)c(Nc2ncc(C(=O)NO)cn2)c(Cl)c1,7.54,6.25,5.88,5.89,1.29,False,2.42,329.1,2.65,3,6,96.4,4,True,True,1.044,False
32,CAND-05938,N#Cc1ccc(Cl)c(Nc2ncc(C(=O)NO)cn2)c1Cl,0.7403777342558283,7.844365139391042,0.8595983107467683,0.5989896469986917,0.6666666666666667,0.5908174851637026,1,1.0,-2.889621900000001,2,0.6363636363636364,True,N#Cc1ccc(Cl)c(Nc2ncc(C(=O)NO)cn2)c1Cl,7.15,6.25,6.02,5.96,0.9,False,2.67,324.1,2.52,3,6,110.9,3,True,True,0.873,False
33,CAND-05939,N#Cc1cc(Cl)c(Nc2ncc(C(=O)NO)cn2)c(Cl)c1,0.7403777342558283,7.844365139391042,0.8595983107467683,0.5989896469986917,0.6666666666666667,0.5908174851637026,1,1.0,-2.889621900000001,2,0.6428571428571429,True,N#Cc1cc(Cl)c(Nc2ncc(C(=O)NO)cn2)c(Cl)c1,7.17,6.23,5.89,5.91,0.94,False,2.6,324.1,2.52,3,6,110.9,3,True,True,0.878,False
34,CAND-05935,O=C(NO)c1cnc(Nc2c(Cl)ccc(C(F)(F)F)c2Cl)nc1,0.7377501427492105,7.866999984689103,0.8671944469859709,0.6895600601361775,0.6666666666666667,0.5693986197429723,1,1.0,-2.337387399999999,2,0.6363636363636364,True,O=C(NO)c1cnc(Nc2c(Cl)ccc(C(F)(F)F)c2Cl)nc1,7.11,6.05,5.78,5.84,1.06,False,2.64,367.1,3.66,3,5,87.1,3,True,True,0.871,False
35,CAND-05936,O=C(NO)c1cnc(Nc2c(Cl)cc(C(F)(F)F)cc2Cl)nc1,0.7377501427492105,7.866999984689103,0.8671944469859709,0.6895600601361774,0.6666666666666667,0.5693986197429723,1,1.0,-2.3373874,2,0.6904761904761905,True,O=C(NO)c1cnc(Nc2c(Cl)cc(C(F)(F)F)cc2Cl)nc1,7.14,6.04,5.83,5.73,1.1,False,2.53,367.1,3.66,3,5,87.1,3,True,True,0.866,False
36,CAND-03217,O=C(NO)c1cnc(Nc2c(Cl)ccc(Cl)c2C(F)(F)F)nc1,0.7377501427492105,7.866999984689103,0.8671944469859709,0.6895600601361772,0.6666666666666667,0.5693986197429723,1,1.0,-2.3373874000000003,2,0.6666666666666666,True,O=C(NO)c1cnc(Nc2c(Cl)ccc(Cl)c2C(F)(F)F)nc1,7.11,6.0,5.84,5.81,1.11,False,2.7,367.1,3.66,3,5,87.1,3,True,True,0.87,False
37,CAND-03222,N#Cc1cc(Cl)c(Nc2ncc(C(=O)NO)cn2)cc1Cl,0.7371377915619834,7.825056480530689,0.8531184253590786,0.5989896469986917,0.6666666666666667,0.5908174851637026,1,1.0,-2.889621900000001,2,0.6086956521739131,True,N#Cc1cc(Cl)c(Nc2ncc(C(=O)NO)cn2)cc1Cl,7.87,6.44,6.25,6.37,1.43,True,2.58,324.1,2.52,3,6,110.9,3,True,True,0.417,False
38,CAND-03221,N#Cc1c(Cl)ccc(Cl)c1Nc1ncc(C(=O)NO)cn1,0.7334004153646215,7.802783332871392,0.8456436729643546,0.5989896469986918,0.6666666666666667,0.5908174851637026,1,1.0,-2.8896219000000007,2,0.6666666666666666,True,N#Cc1c(Cl)ccc(Cl)c1Nc1ncc(C(=O)NO)cn1,7.15,6.25,5.82,5.96,0.9,False,2.67,324.1,2.52,3,6,110.9,3,True,True,0.867,False
39,CAND-02920,O=C(NO)c1cnc(NC2(c3cc(Cl)c(F)cc3O)CC2)nc1,0.7328345675604836,8.15572698990365,0.964089726748916,0.5467980250323138,0.5,0.5026323472867521,1,1.0,-3.207849600000001,3,0.6730769230769231,True,O=C(NO)c1cnc(NC2(c3cc(Cl)c(F)cc3O)CC2)nc1,8.51,7.35,7.84,7.0,0.67,False,2.96,338.7,2.19,4,6,107.4,4,True,True,0.213,False
40,CAND-03206,Cc1cc(Cl)c(Nc2ncc(C(=O)NO)cn2)cc1Cl,0.7305709140336334,7.771544141944177,0.8351599631284445,0.6608337464810409,0.6666666666666667,0.598858663786926,1,1.0,-2.512540200000001,2,0.6511627906976745,True,Cc1cc(Cl)c(Nc2ncc(C(=O)NO)cn2)cc1Cl,7.86,6.33,6.17,6.18,1.53,True,2.37,313.1,2.95,3,5,87.1,3,True,True,0.47,False
41,CAND-02905,O=C(NO)c1cnc(NC2(c3cc(F)c(F)c(Cl)c3)CC2)nc1,0.7302533922315732,8.230386055189404,0.989144920364517,0.5952850860234777,0.5,0.4522697734977154,1,1.0,-2.9122097000000005,3,0.7551020408163265,True,O=C(NO)c1cnc(NC2(c3cc(F)c(F)c(Cl)c3)CC2)nc1,8.44,7.6,7.64,7.07,0.8,False,2.99,340.7,2.63,3,5,87.1,4,True,True,0.169,False
42,CAND-02906,O=C(NO)c1cnc(NC2(c3ccc(F)c(Cl)c3F)CC2)nc1,0.7302533922315732,8.230386055189404,0.989144920364517,0.5952850860234776,0.5,0.4522697734977154,1,1.0,-2.912209700000001,3,0.7142857142857143,True,O=C(NO)c1cnc(NC2(c3ccc(F)c(Cl)c3F)CC2)nc1,8.5,7.64,7.66,7.24,0.84,False,2.96,340.7,2.63,3,5,87.1,4,True,True,0.147,False
43,CAND-02904,O=C(NO)c1cnc(NC2(c3cc(Cl)c(F)cc3F)CC2)nc1,0.7302533922315732,8.230386055189404,0.989144920364517,0.5952850860234776,0.5,0.4522697734977154,1,1.0,-2.912209700000001,3,0.7,True,O=C(NO)c1cnc(NC2(c3cc(Cl)c(F)cc3F)CC2)nc1,8.51,7.71,7.76,7.27,0.75,False,2.87,340.7,2.63,3,5,87.1,4,True,True,0.138,False
44,CAND-02030,COc1cccc2c1ccn2Cc1ccc(C(=O)NO)cc1,0.7287190118023744,7.803887425161182,0.8460142005886196,0.6616806138630621,0.6666666666666667,0.5745952605824374,1,1.0,-2.5073766,2,0.6041666666666666,True,COc1cccc2c1ccn2Cc1ccc(C(=O)NO)cc1,7.44,5.54,5.3,5.91,1.53,False,1.98,296.3,2.82,2,4,63.5,4,True,True,1.293,False
45,CAND-02029,COc1cn(Cc2ccc(C(=O)NO)cc2)c2ccccc12,0.7287190118023744,7.803887425161182,0.8460142005886196,0.6616806138630621,0.6666666666666667,0.5745952605824374,1,1.0,-2.5073766,2,0.7333333333333333,True,COc1cn(Cc2ccc(C(=O)NO)cc2)c2ccccc12,7.56,5.52,5.98,5.84,1.58,False,1.98,296.3,2.82,2,4,63.5,4,True,True,1.045,False
46,CAND-05878,CC(=O)N(Cc1ccc(C(C)(C)C)cc1)c1ccc(C(=O)NO)cc1F,0.7282613628724367,7.674950661180218,0.8027436938745671,0.7134610042712871,0.6666666666666667,0.6451872753393996,1,1.0,-2.191656299999999,2,0.6875,True,CC(=O)N(Cc1ccc(C(C)(C)C)cc1)c1ccc(C(=O)NO)cc1F,7.47,5.72,5.54,6.34,1.13,False,2.26,358.4,3.8,2,3,69.6,4,True,True,0.503,False
47,CAND-02908,O=C(NO)c1cnc(NC2(c3cc(Cl)c(F)cc3Cl)CC2)nc1,0.7279576719298749,8.230386055189404,0.989144920364517,0.6387104923762328,0.5,0.4446173724920546,1,1.0,-2.647432200000001,3,0.7346938775510204,True,O=C(NO)c1cnc(NC2(c3cc(Cl)c(F)cc3Cl)CC2)nc1,8.5,7.6,7.72,7.17,0.78,False,2.89,357.2,3.14,3,5,87.1,4,True,True,0.179,False
48,CAND-02909,O=C(NO)c1cnc(NC2(c3cc(Cl)c(F)c(Cl)c3)CC2)nc1,0.7279576719298749,8.230386055189404,0.989144920364517,0.6387104923762328,0.5,0.4446173724920546,1,1.0,-2.647432200000001,3,0.7659574468085106,True,O=C(NO)c1cnc(NC2(c3cc(Cl)c(F)c(Cl)c3)CC2)nc1,8.47,7.45,7.46,6.94,1.01,False,2.96,357.2,3.14,3,5,87.1,4,True,True,0.168,False
49,CAND-02910,O=C(NO)c1cnc(NC2(c3ccc(F)c(Cl)c3Cl)CC2)nc1,0.7279576719298749,8.230386055189404,0.989144920364517,0.6387104923762328,0.5,0.4446173724920546,1,1.0,-2.647432200000001,3,0.7,True,O=C(NO)c1cnc(NC2(c3ccc(F)c(Cl)c3Cl)CC2)nc1,8.44,7.59,7.66,7.18,0.78,False,2.99,357.2,3.14,3,5,87.1,4,True,True,0.364,False
50,CAND-02632,Cn1c2c(c3c(F)cccc31)CCN(Cc1ccc(C(=O)NO)cc1F)C2,0.7266582855997512,7.836640615432224,0.8570060007220478,0.6234528240860647,0.6666666666666667,0.5494065063513133,1,1.0,-2.7404627000000006,2,0.7833333333333333,True,Cn1c2c(c3c(F)cccc31)CCN(Cc1ccc(C(=O)NO)cc1F)C2,7.8,5.7,5.29,5.36,2.1,False,2.58,371.4,3.13,2,4,57.5,3,True,True,0.756,False
51,CAND-03218,O=C(NO)c1cnc(Nc2cc(Cl)c(C(F)(F)F)cc2Cl)nc1,0.7249318225699778,7.7906083336967,0.8415578066275053,0.6895600601361774,0.6666666666666667,0.5693986197429723,1,1.0,-2.3373874,2,0.6086956521739131,True,O=C(NO)c1cnc(Nc2cc(Cl)c(C(F)(F)F)cc2Cl)nc1,7.64,6.25,6.08,6.17,1.39,False,2.55,367.1,3.66,3,5,87.1,3,True,True,0.647,False
52,CAND-02924,O=C(NO)c1cnc(NC2(c3cc(Cl)c(F)cc3C(F)(F)F)CC2)nc1,0.7248117563839539,8.052871419493613,0.929571932811864,0.647692639819426,0.6666666666666667,0.4223081888156288,1,1.0,-2.5926654,2,0.6481481481481481,True,O=C(NO)c1cnc(NC2(c3cc(Cl)c(F)cc3C(F)(F)F)CC2)nc1,8.35,7.25,7.49,6.93,0.86,False,3.01,390.7,3.51,3,5,87.1,4,True,True,0.441,False
53,CAND-01701,Cc1ccoc1-c1nnn(Cc2c(F)cc(C(=O)NO)cc2F)n1,0.7247125154530599,7.815039564142191,0.8497568003697421,0.4911154286178745,0.6666666666666667,0.5550026064495183,1,1.0,-3.5473628,2,0.6785714285714286,True,Cc1ccoc1-c1nnn(Cc2c(F)cc(C(=O)NO)cc2F)n1,8.29,5.71,5.41,5.52,2.58,True,2.95,335.3,1.69,2,7,106.1,4,True,True,0.512,False
54,CAND-01702,Cc1coc(-c2nnn(Cc3c(F)cc(C(=O)NO)cc3F)n2)c1,0.7247125154530598,7.815039564142191,0.8497568003697421,0.4911154286178744,0.6666666666666667,0.5550026064495182,1,1.0,-3.547362800000001,2,0.6909090909090909,True,Cc1coc(-c2nnn(Cc3c(F)cc(C(=O)NO)cc3F)n2)c1,8.17,5.73,5.19,5.5,2.44,False,2.98,335.3,1.69,2,7,106.1,4,True,True,0.514,False
55,CAND-01703,Cc1ccc(-c2nnn(Cc3c(F)cc(C(=O)NO)cc3F)n2)o1,0.7247125154530598,7.815039564142191,0.8497568003697421,0.4911154286178744,0.6666666666666667,0.5550026064495182,1,1.0,-3.547362800000001,2,0.6909090909090909,True,Cc1ccc(-c2nnn(Cc3c(F)cc(C(=O)NO)cc3F)n2)o1,8.16,5.79,5.23,5.62,2.37,False,2.71,335.3,1.69,2,7,106.1,4,True,True,0.526,False
56,CAND-03885,Cc1ncc(N(Cc2ncc(-c3nnc(C(F)F)o3)s2)S(=O)(=O)C2CC2)cc1F,0.724620314488814,7.428529346776709,0.7200459836934979,0.5887430207367204,1.0,0.5486577421402168,1,1.0,-2.9520986,0,0.7419354838709677,True,Cc1ncc(N(Cc2ncc(-c3nnc(C(F)F)o3)s2)S(=O)(=O)C2CC2)cc1F,7.56,7.07,5.81,6.39,0.49,False,3.53,445.4,3.47,0,8,102.1,7,True,True,0.35,True
57,CAND-02647,Cc1ccc2c(c1)c1c(n2C)CN(Cc2ccc(C(=O)NO)cc2F)CC1,0.7232518599637148,8.011007638507705,0.9155226658666054,0.6471340642268768,0.5,0.5516350901013736,1,1.0,-2.5960712,3,0.8,True,Cc1ccc2c(c1)c1c(n2C)CN(Cc2ccc(C(=O)NO)cc2F)CC1,7.94,5.76,5.18,5.26,2.18,False,2.47,367.4,3.3,2,4,57.5,3,True,True,0.724,False
58,CAND-03207,Cc1cc(Cl)cc(Nc2ncc(C(=O)NO)cn2)c1Cl,0.723230954769884,7.727801155458067,0.8204800446009456,0.6608337464810409,0.6666666666666667,0.598858663786926,1,1.0,-2.512540200000001,2,0.6363636363636364,True,Cc1cc(Cl)cc(Nc2ncc(C(=O)NO)cn2)c1Cl,7.81,6.29,6.2,6.19,1.52,False,2.51,313.1,2.95,3,5,87.1,3,True,True,0.513,False
59,CAND-02633,Cn1c2c(c3cc(F)ccc31)CCN(Cc1ccc(C(=O)NO)cc1F)C2,0.7225832848386966,8.011007638507705,0.9155226658666054,0.6234528240860647,0.5,0.5494065063513133,1,1.0,-2.7404627000000006,3,0.8135593220338984,True,Cn1c2c(c3cc(F)ccc31)CCN(Cc1ccc(C(=O)NO)cc1F)C2,7.94,5.71,5.17,5.28,2.23,False,2.49,371.4,3.13,2,4,57.5,3,True,True,0.704,False
60,CAND-02675,Cn1c2c(c3cc(C#N)ccc31)CCN(Cc1ccc(C(=O)NO)cc1F)C2,0.7218831034425025,8.019267835603257,0.918294745007162,0.5852899647445274,0.5,0.5424524364630721,1,1.0,-2.973152900000001,3,0.75,True,Cn1c2c(c3cc(C#N)ccc31)CCN(Cc1ccc(C(=O)NO)cc1F)C2,7.84,6.06,5.49,5.38,1.78,False,2.61,378.4,2.87,2,5,81.3,3,True,True,0.797,False
