id,measured,predicted
CHEMBL154044,9.3,7.8301250000000024
CHEMBL140970,9.15,8.243441666666671
CHEMBL141080,9.15,8.771225000000037
CHEMBL398641,9.0,9.126025000000022
CHEMBL75094,8.96,8.663325
CHEMBL105311,8.96,8.257991666666639
CHEMBL321180,8.92,7.4459529166666645
CHEMBL111798,8.92,7.728929166666659
CHEMBL418291,8.82,8.141374999999986
CHEMBL102798,8.8,8.670216666666667
CHEMBL430524,8.74,7.624337500000005
CHEMBL440355,8.7,8.179425000000014
CHEMBL147804,8.7,8.084249999999999
CHEMBL503231,8.68,7.951699999999986
CHEMBL345447,8.59,7.4293749999999985
CHEMBL125104,8.52,7.136912499999969
CHEMBL43113,8.52,7.7265
CHEMBL251916,8.52,8.34625625
CHEMBL255030,8.52,7.992725000000039
CHEMBL5284688,8.48,7.8481050000000065
CHEMBL6572,8.47,8.126916666666682
CHEMBL123967,8.46,7.4679916666666575
CHEMBL47468,8.43,8.197791666666635
CHEMBL418292,8.41,7.891380000000016
CHEMBL62007,8.4,7.836437500000025
CHEMBL4067375,8.37,8.063649999999972
CHEMBL347595,8.36,7.7102550000000045
CHEMBL357728,8.3,8.03934166666668
CHEMBL150077,8.3,8.295399999999995
CHEMBL422848,8.3,8.080624999999996
CHEMBL117225,8.23,7.827074999999991
CHEMBL148136,8.22,7.788550000000006
CHEMBL343855,8.22,8.212125
CHEMBL105535,8.21,8.699400000000018
CHEMBL427616,8.2,7.782466666666647
CHEMBL140004,8.2,8.143666666666673
CHEMBL5289570,8.17,8.252966666666698
CHEMBL66532,8.16,7.865500000000011
CHEMBL434505,8.15,8.054100000000005
CHEMBL1801044,8.15,7.620941666666648
CHEMBL125138,8.1,7.202952500000014
CHEMBL47254,8.05,7.335624999999997
CHEMBL64013,8.04,8.195749999999986
CHEMBL126712,8.03,5.893817083333337
CHEMBL349124,8.0,7.564799999999998
CHEMBL343911,8.0,7.658637500000009
CHEMBL435206,7.96,7.418474999999992
CHEMBL343414,7.96,8.086599999999988
CHEMBL432307,7.92,6.786880416666667
CHEMBL144176,7.92,7.499849999999998
CHEMBL153882,7.89,7.436124999999999
CHEMBL154317,7.89,7.518475000000002
CHEMBL59023,7.85,7.110749999999997
CHEMBL140575,7.85,7.770255000000016
CHEMBL149983,7.85,7.769649999999987
CHEMBL101121,7.8,7.117481250000002
CHEMBL46818,7.8,7.261081607142847
CHEMBL16118,7.8,7.240764999999979
CHEMBL440124,7.78,7.15732749999999
CHEMBL514138,7.77,7.7175333333333205
CHEMBL332302,7.75,7.097824999999999
CHEMBL466059,7.75,6.290589583333351
CHEMBL153914,7.73,7.433700000000031
CHEMBL105962,7.73,8.294587499999992
CHEMBL142134,7.7,7.182006666666663
CHEMBL1801421,7.7,7.384332499999975
CHEMBL1801057,7.69,7.745670833333313
CHEMBL295871,7.66,7.228712499999999
CHEMBL356079,7.64,7.2869249999999814
CHEMBL35348,7.6,6.759942916666656
CHEMBL153446,7.6,7.594774999999979
CHEMBL126923,7.58,7.2499833333333035
CHEMBL157163,7.57,7.502224999999976
CHEMBL291133,7.55,7.370039583333332
CHEMBL1771212,7.54,7.4686620833333
CHEMBL65578,7.52,6.954712499999971
CHEMBL3971135,7.52,6.976831666666645
CHEMBL5187653,7.52,7.541788214285722
CHEMBL333729,7.48,6.663004166666656
CHEMBL343860,7.48,8.161824999999988
CHEMBL1801052,7.46,7.704687499999994
CHEMBL1801047,7.46,7.620824999999981
CHEMBL43147,7.42,9.417870833333364
CHEMBL17082,7.41,6.809903333333336
CHEMBL268114,7.41,7.651866666666642
CHEMBL16398,7.41,6.887609999999988
CHEMBL3417761,7.41,7.340756875000011
CHEMBL126388,7.39,7.649925000000004
CHEMBL311004,7.39,6.922580833333324
CHEMBL118744,7.39,7.16662916666665
CHEMBL145930,7.38,7.71187499999998
CHEMBL15964,7.37,7.1351749999999825
CHEMBL92512,7.35,6.709768333333335
CHEMBL356504,7.34,7.564023749999989
CHEMBL32730,7.3,7.406474999999983
CHEMBL5176328,7.3,7.097616250000007
CHEMBL398640,7.29,8.031645833333362
CHEMBL202932,7.28,7.033398333333346
CHEMBL366111,7.26,7.279179166666663
CHEMBL82169,7.25,6.930226666666673
CHEMBL339903,7.22,7.697049999999995
CHEMBL303756,7.22,7.232787500000001
CHEMBL316954,7.22,7.556558333333353
CHEMBL102459,7.21,6.897474999999999
CHEMBL3417757,7.19,7.731665555555569
CHEMBL1078281,7.17,6.0437500000000055
CHEMBL3617401,7.15,7.084481249999989
CHEMBL1801424,7.12,7.51310250000001
CHEMBL109706,7.09,7.649366666666674
