id,measured_delta,predicted_delta
CHEMBL139886,2.240000000000001,0.37254338787891367
CHEMBL4785595,0.9600000000000009,1.165431566441204
CHEMBL342210,0.5600000000000005,0.4682351354745612
CHEMBL341570,0.5800000000000001,-0.21995083448352484
CHEMBL4791227,0.7400000000000002,0.5869338009814511
CHEMBL430524,-0.16999999999999993,0.02563274046438635
CHEMBL150242,-0.17999999999999972,-0.7321358506751119
CHEMBL441662,0.379999999999999,0.14005644874800308
CHEMBL66532,0.35999999999999943,-0.33988565614126265
CHEMBL433816,1.2500000000000009,0.4751206138709345
CHEMBL432397,0.19000000000000128,0.31981685820234634
CHEMBL98017,2.200000000000001,1.7601570479754793
CHEMBL320782,0.03999999999999915,0.2835031899974714
CHEMBL102798,-0.5100000000000016,-1.2063873022768785
CHEMBL123967,-0.3600000000000012,-0.6965023548880722
CHEMBL111104,-0.34999999999999964,0.08595602549554332
CHEMBL292545,1.9799999999999995,-0.06768352235894147
CHEMBL150655,-0.5300000000000011,-0.6273016972672246
CHEMBL351888,1.5199999999999996,0.8854000060319301
CHEMBL106016,-0.96,-1.2063873022768785
CHEMBL328381,2.4000000000000004,0.8219532768435466
CHEMBL140720,0.3200000000000003,-0.3117796339657265
CHEMBL333586,-0.6199999999999992,-0.6508544502624881
CHEMBL7390,-0.8599999999999994,-1.5370582802137231
CHEMBL437017,-0.8599999999999994,-1.5370582802137231
CHEMBL357728,-0.7200000000000006,-0.8438837301911303
CHEMBL427616,-0.6599999999999993,-0.6965023548880722
CHEMBL351968,0.40000000000000036,1.1573479422486683
CHEMBL329287,2.3,2.103948139257513
CHEMBL508335,1.75,-0.20187823548021397
CHEMBL69323,1.8399999999999999,1.1223093264201
CHEMBL35602,0.22999999999999954,0.7699449848648042
CHEMBL407443,-0.8899999999999997,-1.1736093739556026
CHEMBL345244,1.2800000000000002,0.9434264965774799
CHEMBL123563,-1.2200000000000006,-0.6658874876282674
CHEMBL515980,-0.9399999999999995,-0.3578649502188237
CHEMBL124558,-0.6699999999999999,-0.6965023548880722
CHEMBL345054,-0.6100000000000003,-0.591668201480185
CHEMBL436580,0.3799999999999999,-0.7564316349518936
CHEMBL140568,-1.1799999999999988,-0.4914086840474549
CHEMBL123499,-1.2199999999999989,-0.8013900326209263
CHEMBL151133,-0.8300000000000001,-1.2828367501004043
CHEMBL148136,-1.0900000000000007,-1.117886110802568
CHEMBL118848,-0.6100000000000003,-0.47950908759709776
CHEMBL347249,1.42,0.3767470394188947
CHEMBL135251,-0.04999999999999982,0.07092029116584064
CHEMBL351344,1.8200000000000003,1.0928996916078024
CHEMBL433902,1.2399999999999993,0.9065250619731646
CHEMBL19623,-0.7299999999999995,-0.21207623937190184
