id,measured_delta,predicted_delta
CHEMBL194430,-3.5300000000000002,-3.828597500000009
CHEMBL484262,-1.21,-1.6791874999999983
CHEMBL3980860,0.08000000000000007,-0.18425000000000047
CHEMBL297749,-3.7600000000000007,-3.2418083333333385
CHEMBL126923,-2.4400000000000004,-1.4387739583333272
CHEMBL5909648,-1.58,-0.9633750000000023
CHEMBL5276809,-2.59,-1.9476933333333337
CHEMBL339610,-2.51,-1.9873394642857125
CHEMBL339588,-4.550000000000001,-2.1798500000000054
CHEMBL92847,-2.6500000000000004,-2.8466125000000018
CHEMBL5912425,-0.45999999999999996,-1.8523249999999984
CHEMBL1927184,-0.6299999999999999,-0.5655550595238101
