id,measured,predicted
CHEMBL5618084,9.7,6.725312499999994
CHEMBL4748025,9.56,9.120772916666667
CHEMBL3759982,9.22,8.408125000000027
CHEMBL2018301,9.15,7.938604166666663
CHEMBL2018448,9.1,8.875195000000025
CHEMBL4857825,9.05,8.347199999999999
CHEMBL3356527,9.0,7.700541378968251
CHEMBL3356915,9.0,7.700541378968251
CHEMBL3356922,9.0,8.535538977272696
CHEMBL3356924,9.0,8.071741666666657
CHEMBL3655993,9.0,8.53619999999999
CHEMBL3655917,9.0,8.58717499999998
CHEMBL4288953,8.96,8.282600416666654
CHEMBL5274330,8.94,7.231124999999995
CHEMBL519491,8.89,8.328750000000024
CHEMBL4290748,8.89,8.682874999999978
CHEMBL2018451,8.85,8.397262500000009
CHEMBL3960564,8.84,7.991500000000001
CHEMBL4562547,8.84,7.7908666666666875
CHEMBL4243458,8.8,8.300999999999982
CHEMBL1091815,8.77,8.49069999999998
CHEMBL3655950,8.77,8.532071250000007
CHEMBL2375871,8.77,7.45963333333334
CHEMBL5890164,8.75,7.5253000000000085
CHEMBL4858994,8.74,8.042437500000004
CHEMBL483494,8.72,8.228824999999993
CHEMBL2414098,8.72,7.744332500000008
CHEMBL5208269,8.72,8.391899999999975
CHEMBL6161596,8.72,8.416939999999988
CHEMBL485514,8.7,7.960087499999986
CHEMBL3356917,8.7,7.804375833333336
CHEMBL5934650,8.7,8.496400000000017
CHEMBL3655974,8.7,8.317950000000017
CHEMBL3655957,8.7,8.204250000000007
CHEMBL3655971,8.7,8.496949999999984
CHEMBL3655997,8.7,8.306375000000013
CHEMBL3655929,8.7,8.420925000000006
CHEMBL3894825,8.7,7.28000000000001
CHEMBL4443998,8.7,8.098772916666649
CHEMBL1879463,8.7,6.593943749999995
CHEMBL5403250,8.7,8.829699999999995
CHEMBL3917405,8.68,7.736975000000027
CHEMBL3948528,8.68,8.53324999999998
CHEMBL4250891,8.68,8.33568333333332
CHEMBL5810912,8.68,8.172208333333362
CHEMBL3952742,8.62,8.630924999999971
CHEMBL4082995,8.61,6.723594999999997
CHEMBL468595,8.6,7.992862499999988
CHEMBL3933593,8.6,8.305149999999983
CHEMBL5199007,8.59,8.054851666666663
CHEMBL5590022,8.58,6.644120833333346
CHEMBL4176291,8.57,8.355658333333329
CHEMBL5415232,8.57,7.860570833333327
CHEMBL5633657,8.57,8.274131249999993
CHEMBL6149334,8.56,8.556969999999994
CHEMBL4067006,8.55,7.53127500000001
CHEMBL4098833,8.55,7.234107142857154
CHEMBL4299370,8.54,7.913572916666673
CHEMBL3944941,8.54,8.068475
CHEMBL5775626,8.54,7.948475000000022
CHEMBL6102628,8.54,8.445424999999977
CHEMBL468935,8.52,8.366574999999996
CHEMBL3353925,8.52,8.385524393939386
CHEMBL3655952,8.52,8.526147916666657
CHEMBL3655972,8.52,8.464358750000015
CHEMBL3655998,8.52,8.294125000000003
CHEMBL3655947,8.52,8.353924999999991
CHEMBL3655935,8.52,8.405283333333335
CHEMBL4456827,8.52,7.854125000000027
CHEMBL4456695,8.52,8.007095833333338
CHEMBL4568509,8.52,8.242475000000015
CHEMBL5572465,8.52,7.491424999999997
CHEMBL5595677,8.52,7.340017499999999
