rank,id,smiles,fitness,pred_pIC50,affinity_norm,permeability_norm,safety_norm,logKp_cm_h,struct_alerts,applicability_tanimoto,is_hit
4996,CAND-02987,NS(=O)(=O)c1ccc(CCNC(=O)CN(CC(=O)NO)S(=O)(=O)c2ccc(Oc3ccccc3)cc2)c(O)c1,0.4927691763951203,6.553633261262876,0.5044876114466926,0.42538420658025006,0.6,-5.741913500000001,2,0.7627118644067796,True
4997,CAND-04538,NS(=O)(=O)c1ccc(CCNC(=O)CN(CC(=O)NO)S(=O)(=O)c2ccc(-c3ccccc3)cc2)c(O)c1,0.49164137175300804,6.524505639948132,0.4984672433502521,0.4268915527731832,0.6,-5.733282600000001,2,0.75,True
4998,CAND-04541,NS(=O)(=O)c1ccc(CCNC(=O)CN(CC(=O)NO)S(=O)(=O)c2ccc(-c3ccccc3O)cc2)cc1,0.49164137175300804,6.524505639948132,0.4984672433502521,0.4268915527731832,0.6,-5.733282600000001,2,0.8148148148148148,True
4999,CAND-03286,COc1ccc(S(=O)(=O)N2Cc3ccccc3N(C(=O)CN3CCN(C)CC3)CC2C(=O)NO)cc1Cl,0.4912108639412077,6.034558185506081,0.3972003396171228,0.4934461379023797,0.6,-5.352198300000001,2,0.7746478873239436,True
5000,CAND-04137,CC(C)ON([C@H](CCNC(=O)c1cccc(C(=O)NCC[C@H](C(=O)NO)N(OC(C)C)S(=O)(=O)c2ccc(-c3ccccc3)cc2F)c1)C(=O)NO)S(=O)(=O)c1ccc(-c2ccccc2)cc1,0.4898535009580216,5.409314593515653,0.26796916989514696,0.5765838888655055,0.6,-4.876160599999999,2,0.84375,False
5001,CAND-02095,CC(=O)N[C@@H](CS)C(=O)N[C@@H](Cc1cncc(C#N)c1)C(N)=O,0.48978427588290097,5.426236995487859,0.27146684956653994,0.46298715780653105,0.8,-5.5266031,1,0.6363636363636364,False
5002,CAND-02099,COc1ccc(S(=O)(=O)N2CCCN(C(=O)CNC(=O)OC(C)(C)C)CC2C(=O)NO)cc1F,0.4893285007559717,6.133122332870081,0.4175724957170351,0.4756816712019136,0.6,-5.4539157,2,0.7647058823529411,True
5003,CAND-01526,CCOc1ccc(S(=O)(=O)N2C[C@@H](N3C(=O)CN(C)C3=O)C[C@@H]2C(=O)NO)cc1C(F)(F)F,0.4891029032573222,6.6966749227961,0.5340527944821014,0.508637922028204,0.4,-5.265211800000001,3,0.7246376811594203,True
5004,CAND-03247,COc1ccc(S(=O)(=O)N2CCN(S(=O)(=O)c3ccc(OC)cc3C)C2C(=O)NO)cc1,0.48892770951964504,5.905165914703899,0.3704563398017601,0.5062017946202599,0.6,-5.279160800000001,2,0.782608695652174,False
5005,CAND-01527,CCOc1ccc(S(=O)(=O)N2C[C@@H](N3C(=O)CN(C)C3=O)C[C@@H]2C(=O)NO)c(C(F)(F)F)c1,0.4887635867141984,6.691202675022312,0.5329217393383554,0.508637922028204,0.4,-5.265211800000001,3,0.7246376811594203,True
5006,CAND-02100,COc1ccc(S(=O)(=O)N2CCCN(C(=O)CNC(=O)OC(C)(C)C)CC2C(=O)NO)c(F)c1,0.48875389522165413,6.123855517208731,0.4156571439359767,0.4756816712019136,0.6,-5.4539157,2,0.7878787878787878,True
5007,CAND-03312,COc1ccc(S(=O)(=O)N2Cc3c(cccc3C(F)(F)F)N(C(=O)CN3CCN(C)CC3)CC2C(=O)NO)cc1,0.48842910047944144,5.920281877146009,0.37358064772413113,0.5030109025826712,0.6,-5.297431500000002,2,0.7534246575342466,False
5008,CAND-02076,CC(=O)N[C@@H](CS)C(=O)N[C@@H](Cc1ccc(Cl)nc1)C(N)=O,0.4877648605197783,5.569518143043105,0.301081531803787,0.5498675577303159,0.6,-5.0291354,2,0.6730769230769231,False
5009,CAND-02077,CC(=O)N[C@@H](CS)C(=O)N[C@@H](Cc1cccnc1Cl)C(N)=O,0.4877648605197782,5.569518143043105,0.301081531803787,0.5498675577303157,0.6,-5.029135400000001,2,0.6296296296296297,False
5010,CAND-04153,Cc1cc(-c2ccccc2)ccc1S(=O)(=O)N(OC(C)C)[C@H](CCNC(=O)c1cccc(C(=O)NCC[C@H](C(=O)NO)N(OC(C)C)S(=O)(=O)c2ccc(-c3ccccc3)cc2)c1)C(=O)NO,0.48768968602400453,5.191409456328259,0.22293050636001455,0.6018011869244448,0.6,-4.7317691,2,0.8571428571428571,False
