molecule_chembl_id,canonical_smiles,pIC50_median,n_measurements
CHEMBL3358151,C[C@]1(CNC(=O)COc2ccc(Cl)cc2)NC(=O)NC1=O,7.13,1
CHEMBL5761489,COc1cccc(N2CCN(C(=O)CCC3(c4ccccn4)NC(=O)NC3=O)CC2)c1,7.12,1
CHEMBL5957314,COc1cc(F)cc(N2CCN(C(=O)CCC3(C4CC4)NC(=O)NC3=O)CC2)c1,7.12,1
CHEMBL5841723,COc1cc(N2CCN(C(=O)CCC3(C4CC4)NC(=O)NC3=O)C[C@@H]2C)cc(F)c1F,7.12,1
CHEMBL5987738,COc1cc(F)cc(N2CCN(C(=O)CCC3(c4cccnc4)NC(=O)NC3=O)CC2)c1,7.12,1
CHEMBL5960456,COc1cc(N2CCN(C(=O)[C@@H](C)C[C@@]3(c4ccccn4)NC(=O)NC3=O)C[C@@H]2C)cc(F)c1F,7.12,1
CHEMBL6012026,CC[C@]1(C[C@H](C)C(=O)N2CCN(c3cc(F)c(F)c(OC)c3)CC2)NC(=O)NC1=O,7.12,1
CHEMBL5939068,COc1cc(N2CCN(C(=O)CC[C@@]3(C4CC4)NC(=O)NC3=O)C[C@@H]2C)cc(Cl)c1F,7.12,1
CHEMBL5772350,COc1cc(N2CCN(C(=O)CC[C@@]3(C4CC4)NC(=O)NC3=O)C[C@@H]2C)cc(F)c1Cl,7.12,1
CHEMBL5838398,COc1cc(N2CCN(C(=O)CC[C@@]3(C)NC(=O)NC3=O)C[C@@H]2C)cc(C)c1Cl,7.12,1
CHEMBL5918409,COc1cc(N2CCN(C(=O)CC[C@@]3(C)NC(=O)NC3=O)CC2)cc(C)c1Cl,7.12,1
CHEMBL5834069,COc1cc(N2CCN(C(=O)[C@@H](C)C[C@@]3(C)NC(=O)NC3=O)C[C@@H]2C)cc(F)c1Cl,7.12,1
CHEMBL5991242,COC[C@]1(C[C@H](C)C(=O)N2CCN(c3cc(F)c(Cl)c(OC)c3)[C@@H](C)C2)NC(=O)NC1=O,7.12,1
CHEMBL5837441,COc1cc(N2CCN(C(=O)[C@@H](C)C[C@@]3(C)NC(=O)NC3=O)CC2)cc(F)c1Cl,7.12,1
CHEMBL6060399,COC[C@]1(C[C@H](C)C(=O)N2CCN(c3cc(F)c(Cl)c(OC)c3)CC2)NC(=O)NC1=O,7.12,1
CHEMBL6060755,COc1cc(N2CCN(C(=O)[C@@H](C)C[C@@]3(C)NC(=O)NC3=O)C[C@@H]2C)cc(C)c1Cl,7.12,1
CHEMBL468722,CC(C)[C@@H](NS(=O)(=O)c1ccc(-c2ccc(COc3ccc(C(=O)c4ccc(F)cc4)cc3)cc2)cc1)C(=O)O,7.1,1
CHEMBL2337698,O=C(CNS(=O)(=O)c1ccc(OCc2ccc(F)cc2Cl)cc1)NO,7.1,1
CHEMBL3622504,CCN(C)C(=O)c1ccc(CNc2nc(NCCN(C)C)nc(N3CCc4cc(OC)c(OC)cc4C3)n2)cc1,7.09,1
CHEMBL200225,Cc1c(C(=O)Oc2ccc(-c3ccc(S(=O)(=O)N[C@@H](C(=O)O)C(C)C)cc3)cc2)oc2ccccc12,7.07,1
CHEMBL360704,O=C(NO)[C@@]1(O)COCC[C@H]1S(=O)(=O)c1ccc(OCc2cc(Cl)ccc2Cl)cc1,7.06,1
CHEMBL3622485,CCN(C(=O)c1ccc(CNc2nc(NCC(=O)O)nc(N3CCc4cc(OC)c(OC)cc4C3)n2)cc1)c1cccc(C)c1,7.06,1
CHEMBL467891,CC(C)[C@@H](NS(=O)(=O)c1ccc(-c2ccc(COc3ccc(C(=O)C4CCCCC4)cc3)cc2)cc1)C(=O)O,7.05,1
CHEMBL1784354,CC(C)(CS(=O)(=O)N1CCN(c2ccc(F)cc2)CC1)N(O)C=O,7.04,1
CHEMBL1784355,O=CN(O)C1(CS(=O)(=O)N2CCN(c3ccc(F)cc3)CC2)CCC1,7.04,1
CHEMBL183936,CO[C@]1(C(=O)NO)COCC[C@H]1S(=O)(=O)c1ccc(OCc2ccccc2Cl)cc1,7.0,1
CHEMBL183273,CO[C@]1(C(=O)NO)COCC[C@H]1S(=O)(=O)c1ccc(OCc2ccc(Cl)cc2Cl)cc1,7.0,1
CHEMBL511203,CC(C)C(=O)c1ccc(OCc2ccc(-c3ccc(S(=O)(=O)N[C@@H](C(=O)O)C(C)C)cc3)cc2)cc1,7.0,1
CHEMBL1784364,Cc1cccnc1CCC1CCN(S(=O)(=O)CC2(N(O)C=O)CCOCC2)CC1,7.0,2
CHEMBL297453,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,7.0,1
CHEMBL36327,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1,7.0,1
CHEMBL3622489,CCN(C(=O)c1ccc(CNc2nc(Cl)nc(N3CCc4cc(OC)c(OC)cc4C3)n2)cc1)c1cccc(C)c1,6.99,1
CHEMBL1784361,Cc1ccncc1CCC1CCN(S(=O)(=O)CC2(N(O)C=O)CCOCC2)CC1,6.96,1
CHEMBL3358152,C[C@]1(CNC(=O)c2cc3cc(Cl)ccc3o2)NC(=O)NC1=O,6.96,1
CHEMBL6044257,Cc1cnccc1CCC1CCN(S(=O)(=O)CC2(N(O)C=O)CCOCC2)CC1,6.96,1
CHEMBL1784365,Cc1cc(C)c(CCC2CCN(S(=O)(=O)CC3(N(O)C=O)CCOCC3)CC2)cn1,6.89,2
CHEMBL183886,O=C(NO)[C@@]1(O)COCC[C@H]1S(=O)(=O)c1ccc(OCc2cccc(Cl)c2Cl)cc1,6.85,1
CHEMBL4650334,C[C@H]1CN(C(=O)CC[C@@]2(C3CC3)NC(=O)NC2=O)CCN1c1cc(F)cc(F)c1,6.81,1
CHEMBL3622497,CCN(C(=O)c1ccc(CNc2ncnc(NCc3ccc(OC)c(OC)c3)n2)cc1)c1cccc(C)c1,6.8,1
CHEMBL3622486,CCN(C(=O)c1ccc(CNc2nc(NCCc3ccco3)nc(N3CCc4cc(OC)c(OC)cc4C3)n2)cc1)c1cccc(C)c1,6.79,1
CHEMBL466120,CC(C)[C@@H](NS(=O)(=O)c1ccc(-c2ccc(COc3ccc4c(c3)CCCC4=O)cc2)cc1F)C(=O)O,6.75,1
CHEMBL3622479,CCN(C(=O)c1ccc(CNc2nc(Nc3ccccc3)nc(N3CCc4cc(OC)c(OC)cc4C3)n2)cc1)c1cccc(C)c1,6.74,1
CHEMBL468511,Cc1cc2ccccc2nc1OCc1ccc(-c2ccc(S(=O)(=O)N[C@@H](C(=O)O)C(C)C)cc2)cc1,6.7,1
CHEMBL501414,CC(C)[C@@H](NS(=O)(=O)c1ccc(-c2ccc(COc3cc4cccc(C(F)(F)F)c4nc3C(F)(F)F)cc2)cc1)C(=O)O,6.7,1
CHEMBL1766896,O=C(NO)c1nc2ccccc2c2c1CN(c1ccc(OCc3ccccc3)cc1)C2=O,6.68,2
CHEMBL1766897,CC(C)(NC(=O)[C@H](CCC(=O)O)NC(=O)c1ccc(-c2ccccc2)cc1)c1ccccc1,6.68,1
CHEMBL182273,O=C(NO)[C@@]1(O)COCC[C@H]1S(=O)(=O)c1ccc(OCc2ccccc2C(F)(F)F)cc1,6.66,1
CHEMBL466118,CC(C)[C@@H](NS(=O)(=O)c1ccc(-c2ccc(COc3ccc4c(c3)CCCC4=O)cc2)cc1)C(=O)O,6.64,1
CHEMBL466321,CC(C)[C@@H](NS(=O)(=O)c1ccc(-c2ccc(COc3ccc(C(=O)c4ccccc4)cc3)cc2)cc1)C(=O)O,6.64,1
CHEMBL3622487,CCN(C(=O)c1ccc(CNc2nc(NC3CCCCC3)nc(N3CCc4cc(OC)c(OC)cc4C3)n2)cc1)c1cccc(C)c1,6.55,1
CHEMBL1910472,CC(C)[C@@H](NS(=O)(=O)c1ccc(-c2ccc(OCc3cccc(C(F)(F)F)c3)cc2)cc1)C(=O)O,6.51,1
CHEMBL183783,O=C(NO)[C@@]1(O)COCC[C@H]1S(=O)(=O)c1ccc(OCc2ccc(Cl)cc2)cc1,6.48,1
CHEMBL3622495,CCN(C(=O)c1ccc(CNc2ncnc(N3CCc4ccc(F)cc4C3)n2)cc1)c1cccc(C)c1,6.48,1
CHEMBL200221,CC(C)[C@@H](NS(=O)(=O)c1ccc(-c2ccc(OC(=O)c3cc4ccccc4o3)cc2)cc1)C(=O)O,6.46,2
CHEMBL184522,Cc1ccc(COc2ccc(S(=O)(=O)[C@@H]3CCOC[C@]3(O)C(=O)NO)cc2)c(C)c1,6.43,1
CHEMBL3622494,CCN(C(=O)c1ccc(CNc2ncnc(N3CCc4cc(F)ccc4C3)n2)cc1)c1cccc(C)c1,6.43,1
CHEMBL4876618,C[C@H]1CN(C(=O)CCC2(c3ccccn3)NC(=O)NC2=O)CCN1c1ccc(F)c(Cl)c1,6.43,1
CHEMBL1784367,Cc1cnc(C)c(CCC2CCN(S(=O)(=O)CC3(N(O)C=O)CCOCC3)CC2)c1,6.42,2
CHEMBL435931,CC(C)[C@@H](NS(=O)(=O)c1ccc(-c2ccc(/C=C/c3cc4ccccc4o3)cc2)cc1)C(=O)O,6.4,1
CHEMBL512803,CC(C)[C@@H](NS(=O)(=O)c1ccc(-c2ccc(COc3ccc(Oc4ccccc4)cc3)cc2)cc1)C(=O)O,6.4,1
CHEMBL466017,CC(C)[C@@H](NS(=O)(=O)c1ccc(-c2ccc(COc3ccc4ccccc4n3)cc2)cc1)C(=O)O,6.4,1
CHEMBL1784349,Cc1ncccc1CCC1CCN(S(=O)(=O)CC2(N(O)C=O)CCOCC2)CC1,6.4,2
