molecule_chembl_id,canonical_smiles,pIC50_median,n_measurements
CHEMBL5806226,CC(CC1(C2CC2)NC(=O)NC1=O)C(=O)N1CCN(c2ccc(Cl)cc2)[C@@H](C)C1,7.76,2
CHEMBL4097165,O=C1NC(=O)[C@](CNC(=O)c2cc3cc(C(F)(F)F)ccc3o2)(C2CC2)N1,7.75,2
CHEMBL4846457,CC1(CC(CO)C(=O)N2CCN(c3cc(Cl)cc(Cl)c3)CC2)NC(=O)NC1=O,7.75,3
CHEMBL5849058,C[C@@H](C[C@@]1(C)NC(=O)NC1=O)C(=O)N1CCN(c2ccc(F)c(Cl)c2)[C@@H](C)C1,7.75,1
CHEMBL6050158,C[C@@H](C[C@@]1(C2CC2)NC(=O)NC1=O)C(=O)N1CCN(c2cc(F)cc(-c3cn[nH]c3)c2)[C@@H](C)C1,7.75,1
CHEMBL1766900,Cc1cnn(-c2ccc(S(=O)(=O)N[C@@]3(C(=O)O)[C@H](C)[C@@H]3c3ccccc3)s2)c1,7.72,1
CHEMBL5982976,C[C@H]1CN(C(=O)CCC2(C3CC3)NC(=O)NC2=O)CCN1c1ccc(Cl)c(Cl)c1,7.72,2
CHEMBL5843828,COCC1(CC(C)C(=O)N2CCN(c3cc(F)c(Cl)c(F)c3)CC2)NC(=O)NC1=O,7.72,2
CHEMBL5805402,CC(CC1(c2ccccn2)NC(=O)NC1=O)C(=O)N1CCN(c2cccc(F)c2)[C@@H](C)C1,7.72,1
CHEMBL5882792,CC(CC1(c2ccccn2)NC(=O)NC1=O)C(=O)N1CCN(c2ccc(F)c(F)c2)[C@@H](C)C1,7.72,1
CHEMBL5894436,CC(CC1(c2ccccn2)NC(=O)NC1=O)C(=O)N1CCN(c2cccc(Cl)c2)[C@@H](C)C1,7.72,2
CHEMBL5802716,CC(CC1(C)NC(=O)NC1=O)C(=O)N1CCN(c2cc(F)c(Cl)c(F)c2)[C@@H](C)C1,7.72,2
CHEMBL1767005,C[C@@H]1[C@H](c2ccccc2)[C@]1(NS(=O)(=O)N1CCn2c(nc3cc(F)ccc32)C1)C(=O)O,7.7,1
CHEMBL1784369,Cc1cc(Cl)ccc1CCC1CCN(S(=O)(=O)CC2(N(O)C=O)CCN(C(=O)C3CCC3)CC2)CC1,7.7,1
CHEMBL4650334,C[C@H]1CN(C(=O)CC[C@@]2(C3CC3)NC(=O)NC2=O)CCN1c1cc(F)cc(F)c1,7.7,3
CHEMBL6012959,CC(CC1(C2CC2)NC(=O)NC1=O)C(=O)N1CCN(c2ccc(F)c(F)c2)[C@@H](C)C1,7.7,1
CHEMBL6016907,CC(CC1(CCS(C)(=O)=O)NC(=O)NC1=O)C(=O)N1CCN(c2cc(Cl)cc(Cl)c2)CC1,7.7,1
CHEMBL5877700,COCC1(CC(C)C(=O)N2CCN(c3cc(Cl)cc(Cl)c3)CC2)NC(=O)NC1=O,7.7,2
CHEMBL5962512,CC(CC1(c2ccccn2)NC(=O)NC1=O)C(=O)N1CCN(c2cc(Cl)cc(Cl)c2)CC1,7.7,2
CHEMBL1078279,C[C@@H]1[C@H](c2ccccc2)[C@]1(NS(=O)(=O)c1ccc(-c2ccc(Cl)cc2)s1)C(=O)O,7.68,2
CHEMBL1766921,C[C@@H]1[C@H](c2ccccc2)[C@]1(NS(=O)(=O)N1CCc2c(nc3cc(Cl)ccn23)C1)C(=O)O,7.68,1
CHEMBL6036847,Cc1ccc(F)cc1N1CCN(C(=O)C(C)CC2(C3CC3)NC(=O)NC2=O)CC1,7.68,1
CHEMBL5815463,C[C@H]1CN(C(=O)CCC2(c3ccccn3)NC(=O)NC2=O)CCN1c1ccc(Cl)c(Cl)c1,7.68,2
CHEMBL5983221,COCC1(CC(C)C(=O)N2CCN(c3cccc(Cl)c3C)CC2)NC(=O)NC1=O,7.68,1
CHEMBL6053977,CC(CC1(C)NC(=O)NC1=O)C(=O)N1CCN(c2ccc(F)c(Cl)c2)[C@@H](C)C1,7.67,2
CHEMBL4856943,CC(CC1(C)NC(=O)NC1=O)C(=O)N1CCN(c2cc(Cl)cc(Cl)c2)CC1,7.66,2
CHEMBL4868710,COCC(CC1(C)NC(=O)NC1=O)C(=O)N1CCN(c2cc(Cl)cc(Cl)c2)CC1,7.66,2
CHEMBL5996710,CC(CC1(C2CC2)NC(=O)NC1=O)C(=O)N1CCN(c2cccc(F)c2)[C@@H](C)C1,7.66,1
CHEMBL6059207,O=C1NC(=O)[C@](CCC(=O)N2CCN(c3cc(Cl)cc(Cl)c3)CC2)(C2CC2)N1,7.66,1
CHEMBL5831090,COCC1(CC(C)C(=O)N2CCN(c3ccc(F)c(F)c3)[C@@H](C)C2)NC(=O)NC1=O,7.66,1
CHEMBL6029579,C[C@@H](C[C@@]1(C2CC2)NC(=O)NC1=O)C(=O)N1CCN(c2ccc(F)c(-c3cn[nH]c3)c2)[C@@H](C)C1,7.66,1
CHEMBL5780713,CC(CC1(C2CC2)NC(=O)NC1=O)C(=O)N1CCN(c2ccc(F)cc2)[C@@H](C)C1,7.66,1
CHEMBL5750841,CC(CC1(CO)NC(=O)NC1=O)C(=O)N1CCN(c2cc(Cl)cc(Cl)c2)CC1,7.66,1
CHEMBL5820637,C[C@H]1CN(C(=O)CCC2(c3ncccn3)NC(=O)NC2=O)CCN1c1ccc(Cl)c(Cl)c1,7.66,1
CHEMBL1766901,C[C@@H]1[C@H](c2ccccc2)[C@]1(NS(=O)(=O)c1cc2nc3cc(Cl)ccn3c2s1)C(=O)O,7.64,1
CHEMBL1615187,Cc1noc(C)c1CCC1CCN(S(=O)(=O)C[C@](C)(C[C@H](C)c2ncc(F)cn2)N(O)C=O)CC1,7.64,1
CHEMBL6004844,CC(CC1(C)NC(=O)NC1=O)C(=O)N1CCN(c2ccc(Cl)c(Cl)c2)[C@@H](C)C1,7.64,1
CHEMBL5783764,Cc1cccc(C2(CCC(=O)N3CCN(c4ccc(Cl)c(Cl)c4)[C@@H](C)C3)NC(=O)NC2=O)n1,7.64,1
CHEMBL5958181,COCC1(CC(C)C(=O)N2CCN(c3cc(F)ccc3C)CC2)NC(=O)NC1=O,7.62,1
CHEMBL5786978,CC(CC1(C2CC2)NC(=O)NC1=O)C(=O)N1CCN(c2cncc(Cl)c2)[C@@H](C)C1,7.62,1
CHEMBL6064042,CC(CC1(c2ccccn2)NC(=O)NC1=O)C(=O)N1CCN(c2cc(Cl)cc(Cl)c2)[C@@H](C)C1,7.62,1
CHEMBL6010345,Cc1ccc(F)cc1N1CCN(C(=O)C(C)CC2(C)NC(=O)NC2=O)CC1,7.6,1
CHEMBL5994265,C[C@H]1CN(C(=O)CC[C@@]2(C3CC3)NC(=O)NC2=O)CCN1c1cc(F)cc(-c2cn[nH]c2)c1,7.6,1
CHEMBL5973514,CCC1(CC(C)C(=O)N2CCN(c3ccc(F)c(Cl)c3)[C@@H](C)C2)NC(=O)NC1=O,7.6,1
CHEMBL3358156,Cn1ccnc1[C@]1(CNC(=O)c2cc3cc(Cl)ccc3o2)NC(=O)NC1=O,7.58,4
CHEMBL5869212,CSCCC1(CC(C)C(=O)N2CCN(c3cc(Cl)cc(Cl)c3)CC2)NC(=O)NC1=O,7.58,1
CHEMBL5924924,C[C@H]1CN(C(=O)CC[C@@]2(C3CC3)NC(=O)NC2=O)CCN1c1ccc(F)c(F)c1,7.58,1
CHEMBL5742640,COCC1(CC(C)C(=O)N2CCN(c3ccc(F)c(Cl)c3)[C@@H](C)C2)NC(=O)NC1=O,7.58,2
CHEMBL6007842,Cc1ccc(C2(CCC(=O)N3CCN(c4ccc(Cl)c(Cl)c4)[C@@H](C)C3)NC(=O)NC2=O)cn1,7.58,1
CHEMBL1766916,C[C@@H]1CN(S(=O)(=O)N[C@@]2(C(=O)O)[C@H](C)[C@@H]2c2ccccc2)CCN1c1cc(C(F)F)on1,7.57,1
CHEMBL5913296,COCC1(CC(C)C(=O)N2CCN(c3cccc(Cl)c3)[C@@H](C)C2)NC(=O)NC1=O,7.57,1
CHEMBL5880809,Cc1cc(N2CCN(C(=O)C(C)CC3(C4CC4)NC(=O)NC3=O)C[C@@H]2C)ccc1F,7.57,1
CHEMBL4587825,Cc1cnc([C@]2(CNC(=O)c3cc4cc(Cl)ccc4o3)NC(=O)NC2=O)n1C,7.55,2
CHEMBL5949991,O=C1NC(=O)C(CCC(=O)N2CCN(c3cccc(F)c3)CC2)(c2ccccn2)N1,7.55,1
CHEMBL5921530,COCC1(CC(C)C(=O)N2CCN(c3cc(F)cc(F)c3)[C@@H](C)C2)NC(=O)NC1=O,7.55,1
CHEMBL5859458,CC(CC1(C2CN(C(=O)OC(C)(C)C)C2)NC(=O)NC1=O)C(=O)N1CCN(c2ccc(F)c(F)c2)CC1,7.55,1
CHEMBL5768212,CCC1(CC(C)C(=O)N2CCN(c3cccc(F)c3)[C@@H](C)C2)NC(=O)NC1=O,7.55,1
CHEMBL5945575,CC(CC1(COCc2ccccc2)NC(=O)NC1=O)C(=O)N1CCN(c2cc(Cl)cc(Cl)c2)CC1,7.55,1
CHEMBL1766902,C[C@@H]1[C@H](c2ccccc2)[C@]1(NS(=O)(=O)c1cc2nn3cc(Cl)ccc3c2s1)C(=O)O,7.54,1
CHEMBL1767016,C[C@@H]1CN(S(=O)(=O)N[C@@]2(C(=O)O)[C@H](C)[C@]2(C)c2ccccc2)CCN1c1ccc(C#N)s1,7.54,1
CHEMBL6053142,CCC1(CC(C)C(=O)N2CCN(c3cc(F)cc(Cl)c3)[C@@H](C)C2)NC(=O)NC1=O,7.54,1
CHEMBL6036607,CCc1cc(N2CCN(C(=O)C(C)CC3(COC)NC(=O)NC3=O)C[C@@H]2C)ccc1Cl,7.54,1
CHEMBL2164094,CCCNc1nc(NCc2cn(C)cn2)nc(N2CCC[C@@H]2CNS(=O)(=O)c2ccc(CCC)cc2)n1,7.52,1
CHEMBL2164121,C=CCCNc1nc(NCc2csc(-c3cccs3)n2)nc(N2CCC[C@@H]2CNS(=O)(=O)c2ccc(CCC)cc2)n1,7.52,1
CHEMBL4874226,O=C1NC(=O)C(CCC(=O)N2CCN(c3cc(Cl)cc(Cl)c3)CC2)(c2ccccn2)N1,7.52,3
CHEMBL4853676,CCCNc1nc(NCc2nccn2C)nc(N2CCCC2CNS(=O)(=O)c2ccc(CCC)cc2)n1,7.52,1
CHEMBL5872368,C[C@H]1CN(C(=O)CCC2(C3CC3)NC(=O)NC2=O)CCN1c1cc(F)cc(F)c1,7.52,2
CHEMBL5872666,CC(CC1(C)NC(=O)NC1=O)C(=O)N1CCN(c2cc(F)cc(F)c2)[C@@H](C)C1,7.52,1
CHEMBL6056403,C[C@H]1CN(C(=O)CCC2(C3CC3)NC(=O)NC2=O)CCN1c1cc(F)cc(Cl)c1,7.52,1
CHEMBL5972365,C[C@@H](C[C@@]1(C)NC(=O)NC1=O)C(=O)N1CCN(c2cc(F)cc(-c3cn[nH]c3)c2)[C@@H](C)C1,7.52,1
CHEMBL5819362,C[C@H]1CN(C(=O)CCC2(c3cnccn3)NC(=O)NC2=O)CCN1c1ccc(Cl)c(Cl)c1,7.52,1
CHEMBL6054615,COCC1(CC(C)C(=O)N2CCN(c3cc(F)cc(Cl)c3)[C@@H](C)C2)NC(=O)NC1=O,7.52,1
CHEMBL1784363,Cc1ccccc1CCC1CCN(S(=O)(=O)CC2(N(O)C=O)CCOCC2)CC1,7.51,1
CHEMBL5880676,COCC1(CC(C)C(=O)N2CCN(c3cccc(F)c3)[C@@H](C)C2)NC(=O)NC1=O,7.51,1
CHEMBL6015500,Cc1cccc(C2(CCC(=O)N3CCN(c4cc(F)cc(F)c4)[C@@H](C)C3)NC(=O)NC2=O)n1,7.51,1
CHEMBL5962730,COCC1(CC(C)C(=O)N2CCN(c3cc(F)c(Cl)c(F)c3)[C@@H](C)C2)NC(=O)NC1=O,7.51,1
CHEMBL1078280,C[C@]1(c2ccccc2)C[C@@]1(NS(=O)(=O)c1ccc(-n2cc(Cl)cn2)s1)C(=O)O,7.5,1
CHEMBL5899758,CC(CC1(C)NC(=O)NC1=O)C(=O)N1CCN(c2cc(Cl)cc(Cl)c2)[C@@H](C)C1,7.5,1
CHEMBL6065607,C[C@H]1CN(C(=O)C(CO)CC2(C)NC(=O)NC2=O)CCN1c1ccc(F)c(Cl)c1,7.5,1
CHEMBL1766915,C[C@@H]1CN(S(=O)(=O)N[C@@]2(C(=O)O)[C@H](C)[C@@H]2c2ccccc2)CCN1c1ccc(C#N)s1,7.48,1
CHEMBL6024813,CC(CC1(C2CC2)NC(=O)NC1=O)C(=O)N1CCN(c2cccc(-c3cn[nH]c3)c2)[C@@H](C)C1,7.48,1
CHEMBL5795237,CC(CC1(C)NC(=O)NC1=O)C(=O)N1CCN(c2cc(F)cc(Cl)c2)[C@@H](C)C1,7.48,1
CHEMBL4854306,Cc1ccc(Cl)cc1N1CCN(C(=O)CCC2(C3CC3)NC(=O)NC2=O)CC1,7.47,2
CHEMBL4854866,C[C@H]1CN(C(=O)CCC2(C3CC3)NC(=O)NC2=O)CCN1c1cc(Cl)cc(Cl)c1,7.47,3
CHEMBL5798459,CC(CC1(C2CC2)NC(=O)NC1=O)C(=O)N1CCN(c2cncc(F)c2)[C@@H](C)C1,7.47,1
CHEMBL6061135,C[C@H]1CN(C(=O)CCC2(c3ccccn3)NC(=O)NC2=O)CCN1c1cc(F)cc(F)c1,7.47,1
CHEMBL2337698,O=C(CNS(=O)(=O)c1ccc(OCc2ccc(F)cc2Cl)cc1)NO,7.46,1
CHEMBL4872817,O=C1NC(=O)C(CCC(=O)N2CCN(c3cccc(Cl)c3)CC2)(c2cccnc2)N1,7.46,2
CHEMBL6061166,Cc1ccc(Cl)cc1N1CCN(C(=O)CCC2(c3cccnc3)NC(=O)NC2=O)CC1,7.46,1
CHEMBL5928348,CC(CC1(CN2CCC(F)(F)C2)NC(=O)NC1=O)C(=O)N1CCN(c2ccc(F)c(Cl)c2)[C@@H](C)C1,7.46,1
CHEMBL6036262,CC(CC1(C2CC2)NC(=O)NC1=O)C(=O)N1CCN(c2cccnc2)[C@@H](C)C1,7.46,1
CHEMBL5958035,Cc1cccc(C2(CCC(=O)N3CCN(c4ccc(Cl)c(F)c4)[C@@H](C)C3)NC(=O)NC2=O)n1,7.46,1
CHEMBL4589438,CCn1ccnc1[C@]1(CNC(=O)c2cc3cc(Cl)ccc3o2)NC(=O)NC1=O,7.45,2
CHEMBL4864100,O=C1NC(=O)C(CCC(=O)N2CCN(c3cc(Cl)cc(Cl)c3)CC2)(C2CC2)N1,7.44,5
CHEMBL5801234,CC(=O)N1CC(C2(CC(C)C(=O)N3CCN(c4ccc(F)c(F)c4)[C@@H](C)C3)NC(=O)NC2=O)C1,7.44,1
CHEMBL5791413,COCC1(CC(C)C(=O)N2CCN(c3ccc(F)cc3)[C@@H](C)C2)NC(=O)NC1=O,7.44,1
CHEMBL6046223,C[C@H]1CN(C(=O)CCC2(c3cccnc3)NC(=O)NC2=O)CCN1c1ccc(Cl)c(Cl)c1,7.44,1
CHEMBL1766908,C[C@@H]1CN(S(=O)(=O)N[C@@]2(C(=O)O)[C@H](C)[C@@H]2c2ccccc2)CCN1c1ccc(Cl)cc1,7.43,1
