rank,id,smiles,fitness,pred_pIC50,affinity_norm,permeability_norm,safety_norm,druglikeness_qed,n_chelators,chelator_penalty,logKp_cm_h,struct_alerts,applicability_tanimoto,is_hit,canon,pIC50_mmp1,pIC50_mmp2,pIC50_mmp3,pIC50_mmp9,pIC50_mmp13,spare_MMP1,min_offtarget_sel,pareto,sa_score,MW,cLogP,HBD,HBA,TPSA,rotB,lipinski_ok,veber_ok,pred_uncertainty,developable
1,CAND-01463,COc1ccc(CNC(=O)c2nc3scc(COCc4ccc(C(N)=O)cc4)c3c(=O)[nH]2)cc1OC,0.7394178551921669,9.100332434492003,0.8997115286602394,0.7228028902944847,1.0,0.2985403028734906,1,1.0,-3.851466600000002,0,0.8260869565217391,True,COc1ccc(CNC(=O)c2nc3scc(COCc4ccc(C(N)=O)cc4)c3c(=O)[nH]2)cc1OC,5.56,6.81,5.67,6.11,9.08,3.52,2.27,False,2.58,508.6,2.75,3,8,145.6,10,True,False,1.017,False
2,CAND-01068,COc1ccc(CNC(=O)c2nc3scc(CNC(=O)c4ccccc4)c3c(=O)[nH]2)cc1OC,0.7376154393840795,8.912229057662207,0.8604416213218354,0.7531734875885133,1.0,0.3579820957438723,1,1.0,-3.587155000000001,0,0.796875,True,COc1ccc(CNC(=O)c2nc3scc(CNC(=O)c4ccccc4)c3c(=O)[nH]2)cc1OC,5.5,6.38,5.65,6.03,8.52,3.02,2.14,False,2.41,478.5,2.86,3,7,122.4,8,True,True,1.167,True
3,CAND-05646,COc1ccc(CNC(=O)c2nc3scc(CC(=O)Nc4ccccc4)c3c(=O)[nH]2)cc1OC,0.7375316575121061,8.912229057662207,0.8604416213218354,0.7736669383813827,1.0,0.3577028228372947,1,1.0,-3.4088030000000007,0,0.8059701492537313,True,COc1ccc(CNC(=O)c2nc3scc(CC(=O)Nc4ccccc4)c3c(=O)[nH]2)cc1OC,5.51,6.92,5.69,6.07,8.58,3.07,1.66,False,2.42,478.5,3.11,3,7,122.4,8,True,True,1.143,True
4,CAND-01465,COc1cc(CNC(=O)c2nc3scc(COCc4ccc(C(N)=O)cc4)c3c(=O)[nH]2)ccc1O,0.7333474191973712,9.100332434492003,0.8997115286602394,0.7079152518042333,1.0,0.2783055162241716,1,1.0,-3.9810319000000014,0,0.7916666666666666,True,COc1cc(CNC(=O)c2nc3scc(COCc4ccc(C(N)=O)cc4)c3c(=O)[nH]2)ccc1O,5.44,6.84,5.69,5.99,9.15,3.71,2.31,False,2.63,494.5,2.44,4,8,156.6,9,True,False,1.012,False
5,CAND-05648,COc1cc(CNC(=O)c2nc3scc(CC(=O)Nc4ccccc4)c3c(=O)[nH]2)ccc1O,0.7322410265277652,8.934292216344133,0.8650476959794727,0.758779299891131,1.0,0.3323905951267628,1,1.0,-3.538368300000001,0,0.782608695652174,True,COc1cc(CNC(=O)c2nc3scc(CC(=O)Nc4ccccc4)c3c(=O)[nH]2)ccc1O,5.43,6.91,5.71,5.96,8.64,3.21,1.73,False,2.48,464.5,2.81,4,7,133.4,7,True,True,1.171,True
6,CAND-01070,COc1cc(CNC(=O)c2nc3scc(CNC(=O)c4ccccc4)c3c(=O)[nH]2)ccc1O,0.7321888277757063,8.934292216344133,0.8650476959794727,0.7382858490982617,1.0,0.3322165992865665,1,1.0,-3.716720300000001,0,0.7727272727272727,True,COc1cc(CNC(=O)c2nc3scc(CNC(=O)c4ccccc4)c3c(=O)[nH]2)ccc1O,5.42,6.28,5.68,5.9,8.55,3.13,2.27,False,2.47,464.5,2.56,4,7,133.4,7,True,True,1.224,True
7,CAND-05628,COc1ccc(CNC(=O)c2nc3scc(-c4cccs4)c3c(=O)[nH]2)cc1OCCOc1nc[nH]n1,0.7308897461785817,9.580715541932108,1.0,0.7507362018717966,0.8,0.2362991539286058,1,1.0,-3.6083664000000018,1,0.7692307692307693,True,COc1ccc(CNC(=O)c2nc3scc(-c4cccs4)c3c(=O)[nH]2)cc1OCCOc1nc[nH]n1,5.57,6.63,5.64,6.18,8.96,3.39,2.33,False,3.09,524.6,3.23,3,10,144.1,10,True,False,1.028,False
8,CAND-00161,COc1ccc(Oc2ccc(S(=O)(=O)c3cccc(O)c3CC(=O)O)cc2)cc1,0.7274229889345586,8.09876124184106,0.6906158250578216,0.8626466424399677,1.0,0.6070502546854925,1,1.0,-2.6344235000000005,0,0.6808510638297872,True,COc1ccc(Oc2ccc(S(=O)(=O)c3cccc(O)c3CC(=O)O)cc2)cc1,5.31,7.47,5.77,7.26,7.56,2.25,0.09,False,2.17,414.4,3.65,2,6,110.1,7,True,True,1.203,True
9,CAND-01464,COc1cccc(CNC(=O)c2nc3scc(COCc4ccc(C(N)=O)cc4)c3c(=O)[nH]2)c1OC,0.7211355632520471,8.92518759289664,0.8631469447799999,0.7228028902944847,1.0,0.2985403028734903,1,1.0,-3.8514666000000015,0,0.7466666666666667,True,COc1cccc(CNC(=O)c2nc3scc(COCc4ccc(C(N)=O)cc4)c3c(=O)[nH]2)c1OC,5.54,6.73,5.72,6.36,8.95,3.41,2.22,False,2.65,508.6,2.75,3,8,145.6,10,True,False,1.019,False
10,CAND-01069,COc1cccc(CNC(=O)c2nc3scc(CNC(=O)c4ccccc4)c3c(=O)[nH]2)c1OC,0.7193331474439597,8.737084216066842,0.823877037441596,0.7531734875885133,1.0,0.3579820957438723,1,1.0,-3.587155000000001,0,0.7164179104477612,True,COc1cccc(CNC(=O)c2nc3scc(CNC(=O)c4ccccc4)c3c(=O)[nH]2)c1OC,5.63,6.31,5.62,6.28,8.37,2.74,2.06,False,2.49,478.5,2.86,3,7,122.4,8,True,True,1.111,True
11,CAND-05647,COc1cccc(CNC(=O)c2nc3scc(CC(=O)Nc4ccccc4)c3c(=O)[nH]2)c1OC,0.7192493655719864,8.737084216066842,0.823877037441596,0.7736669383813827,1.0,0.3577028228372947,1,1.0,-3.4088030000000007,0,0.7183098591549296,True,COc1cccc(CNC(=O)c2nc3scc(CC(=O)Nc4ccccc4)c3c(=O)[nH]2)c1OC,5.63,6.88,5.65,6.25,8.43,2.8,1.55,False,2.5,478.5,3.11,3,7,122.4,8,True,True,1.118,True
12,CAND-00158,COc1ccc(Oc2ccc(S(=O)(=O)c3c(O)cccc3CC(=O)O)cc2)cc1,0.7163557791077689,7.992737078220629,0.6684814054042423,0.8626466424399677,1.0,0.6070502546854925,1,1.0,-2.6344235,0,0.6808510638297872,True,COc1ccc(Oc2ccc(S(=O)(=O)c3c(O)cccc3CC(=O)O)cc2)cc1,5.34,7.58,5.71,7.68,7.56,2.22,-0.12,False,2.2,414.4,3.65,2,6,110.1,7,True,True,1.187,True
13,CAND-05629,COc1c(CNC(=O)c2nc3scc(-c4cccs4)c3c(=O)[nH]2)cccc1OCCOc1nc[nH]n1,0.7126074542384622,9.405570700336742,0.9634354161197606,0.7507362018717966,0.8,0.2362991539286058,1,1.0,-3.608366400000001,1,0.7125,True,COc1c(CNC(=O)c2nc3scc(-c4cccs4)c3c(=O)[nH]2)cccc1OCCOc1nc[nH]n1,5.65,6.62,5.69,6.36,8.83,3.18,2.21,False,3.17,524.6,3.23,3,10,144.1,10,True,False,1.036,False
14,CAND-05630,O=C(NCc1ccc(O)c(OCCOc2nc[nH]n2)c1)c1nc2scc(-c3cccs3)c2c(=O)[nH]1,0.7101573865527244,9.426990809379172,0.9679072427900272,0.735848563381545,0.8,0.2206792171923692,1,1.0,-3.7379317000000007,1,0.7894736842105263,True,O=C(NCc1ccc(O)c(OCCOc2nc[nH]n2)c1)c1nc2scc(-c3cccs3)c2c(=O)[nH]1,5.49,6.62,5.69,6.08,9.08,3.59,2.46,False,3.16,510.6,2.92,4,10,155.1,9,True,False,1.133,False
15,CAND-00159,COc1ccc(Oc2ccc(S(=O)(=O)c3cc(O)ccc3CC(=O)O)cc2)cc1,0.702773829679719,7.86262164253437,0.6413175065481426,0.8626466424399677,1.0,0.6070502546854925,1,1.0,-2.6344235,0,0.717391304347826,True,COc1ccc(Oc2ccc(S(=O)(=O)c3cc(O)ccc3CC(=O)O)cc2)cc1,5.34,7.43,5.72,7.39,7.48,2.14,0.05,False,2.15,414.4,3.65,2,6,110.1,7,True,True,1.3,True
16,CAND-04959,Cc1cc(Oc2ccc(S(=O)(=O)C3(C(=O)NO)CCNCC3)cc2)ccc1Cl,0.6982794279551743,8.884335797358867,0.8546184098200597,0.7891457950938272,0.6,0.5032340768171478,1,1.0,-3.274092400000001,2,0.7450980392156863,True,Cc1cc(Oc2ccc(S(=O)(=O)C3(C(=O)NO)CCNCC3)cc2)ccc1Cl,5.7,8.96,7.61,8.51,8.88,3.18,-0.08,True,2.58,424.9,2.84,3,6,104.7,5,True,True,0.414,False
17,CAND-00177,COc1ccc(Oc2ccc(S(=O)(=O)c3cccc(C#N)c3CC(=O)O)cc2)cc1,0.6969606180745302,7.785921157835132,0.6253049235859816,0.8698798474467851,1.0,0.6143605209384645,1,1.0,-2.5714738,0,0.6274509803921569,True,COc1ccc(Oc2ccc(S(=O)(=O)c3cccc(C#N)c3CC(=O)O)cc2)cc1,5.18,7.3,5.79,7.19,7.64,2.46,0.34,False,2.28,423.4,3.82,1,6,113.7,7,True,True,1.217,True
18,CAND-00174,COc1ccc(Oc2ccc(S(=O)(=O)c3c(C#N)cccc3CC(=O)O)cc2)cc1,0.6969606180745302,7.785921157835132,0.6253049235859816,0.8698798474467851,1.0,0.6143605209384646,1,1.0,-2.5714738,0,0.6274509803921569,True,COc1ccc(Oc2ccc(S(=O)(=O)c3c(C#N)cccc3CC(=O)O)cc2)cc1,5.21,7.39,5.7,7.65,7.72,2.51,0.07,False,2.3,423.4,3.82,1,6,113.7,7,True,True,1.219,True
19,CAND-04922,O=C1[C@H](CS(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)NCCCN1O,0.6942321771226282,7.7962030620948335,0.6274514529803272,0.7699081932426051,0.8,0.7350215021082152,1,1.0,-3.4415149000000014,1,0.82,True,O=C1[C@H](CS(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)NCCCN1O,5.82,7.9,6.59,8.25,8.34,2.52,0.09,True,3.01,410.9,2.49,2,6,95.9,5,True,True,0.81,True
20,CAND-00160,COc1ccc(Oc2ccc(S(=O)(=O)c3ccc(O)cc3CC(=O)O)cc2)cc1,0.6914892858860007,7.75451541374751,0.6187484189607059,0.8626466424399677,1.0,0.6070502546854925,1,1.0,-2.6344235000000005,0,0.7333333333333333,True,COc1ccc(Oc2ccc(S(=O)(=O)c3ccc(O)cc3CC(=O)O)cc2)cc1,5.3,7.47,5.71,7.35,7.49,2.19,0.02,False,2.13,414.4,3.65,2,6,110.1,7,True,True,1.298,True
21,CAND-00599,COc1cc(CNC(=O)c2nc3cccc(CCCc4ccccc4)c3c(=O)[nH]2)ccc1O,0.6881870381702875,8.36152805718146,0.7454730459324994,0.849582136502225,1.0,0.3848350506801256,1,1.0,-2.7481223,0,0.7846153846153846,True,COc1cc(CNC(=O)c2nc3cccc(CCCc4ccccc4)c3c(=O)[nH]2)ccc1O,5.42,5.54,5.59,5.88,8.32,2.9,2.44,False,2.38,443.5,3.74,3,5,104.3,8,True,True,1.152,True
22,CAND-04927,Cc1ccc(Oc2ccc(S(=O)(=O)C[C@@H]3NCCCN(O)C3=O)cc2)cc1,0.6831627988187439,7.6192445731442895,0.5905082381324638,0.7560752978046488,0.8,0.7596955991750397,1,1.0,-3.5619009000000013,1,0.82,True,Cc1ccc(Oc2ccc(S(=O)(=O)C[C@@H]3NCCCN(O)C3=O)cc2)cc1,5.75,7.81,6.26,7.8,8.05,2.3,0.24,False,3.0,390.5,2.14,2,6,95.9,5,True,True,0.854,True
23,CAND-04925,Cc1ccccc1Oc1ccc(S(=O)(=O)C[C@@H]2NCCCN(O)C2=O)cc1,0.6831627988187438,7.6192445731442895,0.5905082381324638,0.7560752978046488,0.8,0.7596955991750396,1,1.0,-3.5619009000000013,1,0.7777777777777778,True,Cc1ccccc1Oc1ccc(S(=O)(=O)C[C@@H]2NCCCN(O)C2=O)cc1,5.72,7.42,5.99,7.72,7.93,2.21,0.21,False,3.04,390.5,2.14,2,6,95.9,5,True,True,0.811,True
24,CAND-04915,O=C1[C@H](CS(=O)(=O)c2ccc(Oc3ccccc3F)cc2)NCCCN1O,0.681192902991674,7.6192445731442895,0.5905082381324638,0.7394840619331218,0.8,0.7531292797514736,1,1.0,-3.7062924000000015,1,0.7777777777777778,True,O=C1[C@H](CS(=O)(=O)c2ccc(Oc3ccccc3F)cc2)NCCCN1O,5.82,7.51,6.04,7.86,8.01,2.19,0.15,False,3.06,394.4,1.97,2,6,95.9,5,True,True,0.781,True
25,CAND-04917,O=C1[C@H](CS(=O)(=O)c2ccc(Oc3ccc(F)cc3)cc2)NCCCN1O,0.681192902991674,7.6192445731442895,0.5905082381324638,0.7394840619331218,0.8,0.7531292797514736,1,1.0,-3.7062924000000015,1,0.82,True,O=C1[C@H](CS(=O)(=O)c2ccc(Oc3ccc(F)cc3)cc2)NCCCN1O,5.8,7.79,6.18,7.91,8.17,2.37,0.26,True,3.02,394.4,1.97,2,6,95.9,5,True,True,0.776,True
26,CAND-00597,COc1ccc(CNC(=O)c2nc3cccc(CCCc4ccccc4)c3c(=O)[nH]2)cc1OC,0.6803765647782829,8.255692474937446,0.7233779959771279,0.8644697749924767,1.0,0.3956252226323966,1,1.0,-2.618557,0,0.8095238095238095,True,COc1ccc(CNC(=O)c2nc3cccc(CCCc4ccccc4)c3c(=O)[nH]2)cc1OC,5.51,5.55,5.56,5.97,8.32,2.81,2.35,False,2.32,457.5,4.05,2,5,93.3,9,True,True,1.129,True
27,CAND-00804,COCCN1CCC(C(=O)NO)(S(=O)(=O)c2ccc(Oc3ccc(C(C)CF)cc3)cc2)CC1,0.6786343654594789,9.03407340462403,0.8858787840965823,0.7786485663552739,0.6,0.3856499113706257,1,1.0,-3.365448500000001,2,0.8305084745762712,True,COCCN1CCC(C(=O)NO)(S(=O)(=O)c2ccc(Oc3ccc(C(C)CF)cc3)cc2)CC1,5.49,9.69,7.53,9.36,9.51,4.02,-0.18,False,3.17,494.6,3.31,2,7,105.2,10,True,True,0.495,False
28,CAND-04920,O=C1[C@H](CS(=O)(=O)c2ccc(Oc3ccccc3Cl)cc2)NCCCN1O,0.6759699264797145,7.621250216658157,0.5909269516945,0.7699081932426051,0.8,0.7350215021082152,1,1.0,-3.4415149000000014,1,0.7777777777777778,True,O=C1[C@H](CS(=O)(=O)c2ccc(Oc3ccccc3Cl)cc2)NCCCN1O,5.82,7.57,6.19,7.97,8.02,2.2,0.05,False,3.06,410.9,2.49,2,6,95.9,5,True,True,0.808,True
29,CAND-01466,COc1cccc(CNC(=O)c2nc3scc(COCc4ccc(C(N)=O)cc4)c3c(=O)[nH]2)c1O,0.6750651272572514,8.92518759289664,0.8631469447799999,0.7079152518042332,0.8,0.2783055162241716,1,1.0,-3.9810319000000014,1,0.7466666666666667,True,COc1cccc(CNC(=O)c2nc3scc(COCc4ccc(C(N)=O)cc4)c3c(=O)[nH]2)c1O,5.33,6.79,5.81,6.22,9.12,3.79,2.33,False,2.68,494.5,2.44,4,8,156.6,9,True,False,1.05,False
30,CAND-05649,COc1cccc(CNC(=O)c2nc3scc(CC(=O)Nc4ccccc4)c3c(=O)[nH]2)c1O,0.6739587345876455,8.759147374748768,0.8284831120992333,0.7587792998911309,0.8,0.3323905951267628,1,1.0,-3.538368300000002,1,0.7183098591549296,True,COc1cccc(CNC(=O)c2nc3scc(CC(=O)Nc4ccccc4)c3c(=O)[nH]2)c1O,5.51,6.88,5.74,6.07,8.61,3.1,1.73,False,2.52,464.5,2.81,4,7,133.4,7,True,True,1.203,True
31,CAND-01071,COc1cccc(CNC(=O)c2nc3scc(CNC(=O)c4ccccc4)c3c(=O)[nH]2)c1O,0.6739065358355867,8.759147374748768,0.8284831120992333,0.7382858490982616,0.8,0.3322165992865665,1,1.0,-3.7167203000000018,1,0.7164179104477612,True,COc1cccc(CNC(=O)c2nc3scc(CNC(=O)c4ccccc4)c3c(=O)[nH]2)c1O,5.51,6.23,5.7,6.09,8.53,3.02,2.3,False,2.51,464.5,2.56,4,7,133.4,7,True,True,1.245,True
32,CAND-00171,COc1ccc(Oc2ccc(S(=O)(=O)c3ccccc3CC(=O)O)cc2)c(C#N)c1,0.6720941248527621,7.547699493362013,0.5755719371424454,0.8698798474467849,1.0,0.6143605209384645,1,1.0,-2.571473800000001,0,0.6923076923076923,True,COc1ccc(Oc2ccc(S(=O)(=O)c3ccccc3CC(=O)O)cc2)c(C#N)c1,5.14,6.94,5.52,6.93,7.5,2.36,0.56,False,2.25,423.4,3.82,1,6,113.7,7,True,True,1.286,True
33,CAND-00176,COc1ccc(Oc2ccc(S(=O)(=O)c3ccc(C#N)cc3CC(=O)O)cc2)cc1,0.6720941248527621,7.547699493362013,0.5755719371424454,0.8698798474467851,1.0,0.6143605209384645,1,1.0,-2.5714738,0,0.673469387755102,True,COc1ccc(Oc2ccc(S(=O)(=O)c3ccc(C#N)cc3CC(=O)O)cc2)cc1,5.22,7.32,5.72,7.41,7.66,2.44,0.25,False,2.2,423.4,3.82,1,6,113.7,7,True,True,1.332,True
34,CAND-00172,COc1ccc(Oc2ccc(S(=O)(=O)c3ccccc3CC(=O)O)cc2C#N)cc1,0.6720941248527621,7.547699493362013,0.5755719371424454,0.8698798474467851,1.0,0.6143605209384645,1,1.0,-2.5714738,0,0.6923076923076923,True,COc1ccc(Oc2ccc(S(=O)(=O)c3ccccc3CC(=O)O)cc2C#N)cc1,5.17,6.95,5.53,6.98,7.52,2.35,0.54,False,2.25,423.4,3.82,1,6,113.7,7,True,True,1.284,True
35,CAND-00175,COc1ccc(Oc2ccc(S(=O)(=O)c3cc(C#N)ccc3CC(=O)O)cc2)cc1,0.6720941248527621,7.547699493362013,0.5755719371424454,0.8698798474467851,1.0,0.6143605209384646,1,1.0,-2.5714738,0,0.66,True,COc1ccc(Oc2ccc(S(=O)(=O)c3cc(C#N)ccc3CC(=O)O)cc2)cc1,5.23,7.3,5.73,7.46,7.68,2.45,0.22,False,2.21,423.4,3.82,1,6,113.7,7,True,True,1.323,True
36,CAND-00170,COc1ccc(Oc2ccc(S(=O)(=O)c3ccccc3CC(=O)O)cc2)cc1C#N,0.6720941248527621,7.547699493362013,0.5755719371424454,0.8698798474467851,1.0,0.6143605209384645,1,1.0,-2.5714738,0,0.6923076923076923,True,COc1ccc(Oc2ccc(S(=O)(=O)c3ccccc3CC(=O)O)cc2)cc1C#N,5.11,7.23,5.62,7.16,7.56,2.45,0.33,False,2.26,423.4,3.82,1,6,113.7,7,True,True,1.301,True
37,CAND-04924,Cc1cc(S(=O)(=O)C[C@@H]2NCCCN(O)C2=O)ccc1Oc1ccccc1,0.6719107142284556,7.511449304387041,0.5680040689518873,0.7560752978046488,0.8,0.7596955991750398,1,1.0,-3.5619009000000013,1,0.75,True,Cc1cc(S(=O)(=O)C[C@@H]2NCCCN(O)C2=O)ccc1Oc1ccccc1,5.73,7.14,5.89,5.83,7.75,2.02,0.61,False,3.09,390.5,2.14,2,6,95.9,5,True,True,0.962,True
38,CAND-04914,O=C1[C@H](CS(=O)(=O)c2ccc(Oc3ccccc3)c(F)c2)NCCCN1O,0.6699408184013858,7.511449304387041,0.5680040689518873,0.7394840619331218,0.8,0.7531292797514736,1,1.0,-3.7062924000000015,1,0.75,True,O=C1[C@H](CS(=O)(=O)c2ccc(Oc3ccccc3)c(F)c2)NCCCN1O,5.81,7.25,5.93,5.92,7.81,2.0,0.56,False,3.11,394.4,1.97,2,6,95.9,5,True,True,0.97,True
39,CAND-01563,COc1ccc(CNC(=O)c2nc3scc(C)c3c(=O)[nH]2)cc1OC,0.6696029415337491,7.195317095025722,0.5020058780765744,0.785959021670291,1.0,0.7286666749848731,1,1.0,-3.3018265000000016,0,0.7457627118644068,True,COc1ccc(CNC(=O)c2nc3scc(C)c3c(=O)[nH]2)cc1OC,5.31,6.12,5.34,5.49,7.18,1.87,1.06,False,2.34,359.4,2.24,2,6,93.3,5,True,True,1.565,True
40,CAND-00150,COc1ccc(Oc2ccc(S(=O)(=O)c3c(CC(=O)O)cccc3OC)cc2)cc1,0.6686334429432087,7.614003797779941,0.5894141335692822,0.8775342809302195,1.0,0.5797545871952252,1,1.0,-2.5048582,0,0.6808510638297872,True,COc1ccc(Oc2ccc(S(=O)(=O)c3c(CC(=O)O)cccc3OC)cc2)cc1,5.22,7.42,5.76,7.71,7.22,2.0,-0.49,False,2.16,428.5,3.96,1,6,99.1,8,True,True,1.291,True
41,CAND-00153,COc1ccc(Oc2ccc(S(=O)(=O)c3cccc(OC)c3CC(=O)O)cc2)cc1,0.6686334429432086,7.614003797779941,0.5894141335692822,0.8775342809302192,1.0,0.5797545871952251,1,1.0,-2.5048582000000006,0,0.6808510638297872,True,COc1ccc(Oc2ccc(S(=O)(=O)c3cccc(OC)c3CC(=O)O)cc2)cc1,5.21,7.35,5.83,7.26,7.18,1.97,-0.17,False,2.14,428.5,3.96,1,6,99.1,8,True,True,1.263,True
42,CAND-04919,O=C1[C@H](CS(=O)(=O)c2ccc(Oc3ccccc3)c(Cl)c2)NCCCN1O,0.6647178418894264,7.513454947900908,0.5684227825139235,0.7699081932426051,0.8,0.7350215021082152,1,1.0,-3.4415149000000014,1,0.75,True,O=C1[C@H](CS(=O)(=O)c2ccc(Oc3ccccc3)c(Cl)c2)NCCCN1O,5.81,7.28,6.08,5.9,7.88,2.07,0.6,False,3.09,410.9,2.49,2,6,95.9,5,True,True,0.972,True
43,CAND-04954,O=C(NO)C1(S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3Cl)cc2)CCNCC1,0.6635688372100347,8.611297054617973,0.7976167423968797,0.8029786905317834,0.6,0.4825348867053158,1,1.0,-3.153706400000001,2,0.78,True,O=C(NO)C1(S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3Cl)cc2)CCNCC1,5.76,8.38,6.25,8.33,8.68,2.92,0.3,False,2.56,445.3,3.19,3,6,104.7,5,True,True,0.82,False
44,CAND-04955,O=C(NO)C1(S(=O)(=O)c2ccc(Oc3ccc(Cl)c(Cl)c3)cc2)CCNCC1,0.6635688372100347,8.611297054617973,0.7976167423968797,0.8029786905317834,0.6,0.4825348867053158,1,1.0,-3.153706400000001,2,0.7916666666666666,True,O=C(NO)C1(S(=O)(=O)c2ccc(Oc3ccc(Cl)c(Cl)c3)cc2)CCNCC1,5.62,9.19,7.54,8.5,9.02,3.4,-0.17,False,2.57,445.3,3.19,3,6,104.7,5,True,True,0.385,False
45,CAND-00157,COc1ccc(Oc2ccc(S(=O)(=O)c3ccccc3CC(=O)O)c(O)c2)cc1,0.6635627809569291,7.486978755973166,0.5628954091025626,0.8626466424399677,1.0,0.6070502546854925,1,1.0,-2.6344235000000005,0,0.723404255319149,True,COc1ccc(Oc2ccc(S(=O)(=O)c3ccccc3CC(=O)O)c(O)c2)cc1,5.3,6.77,5.33,7.25,7.4,2.1,0.15,False,2.21,414.4,3.65,2,6,110.1,7,True,True,1.256,True
46,CAND-04953,O=C(NO)C1(S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)c(Cl)c2)CCNCC1,0.6628898464916381,8.604792305530287,0.7962587609600865,0.8029786905317834,0.6,0.4825348867053158,1,1.0,-3.153706400000001,2,0.78,True,O=C(NO)C1(S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)c(Cl)c2)CCNCC1,5.87,8.37,5.98,8.42,8.47,2.6,0.05,False,2.59,445.3,3.19,3,6,104.7,5,True,True,0.878,False
47,CAND-04942,O=C1[C@H](CS(=O)(=O)c2ccc(Oc3ccc(C(F)(F)F)cc3)cc2)NCCCN1O,0.6621588056526194,7.621250216658157,0.5909269516945,0.7762011460599713,0.8,0.6889844326845646,1,1.0,-3.386748100000001,1,0.7735849056603774,True,O=C1[C@H](CS(=O)(=O)c2ccc(Oc3ccc(C(F)(F)F)cc3)cc2)NCCCN1O,5.76,8.19,6.41,8.24,8.04,2.28,-0.2,False,3.13,444.4,2.85,2,6,95.9,5,True,True,0.889,True
48,CAND-04940,O=C1[C@H](CS(=O)(=O)c2ccc(Oc3ccccc3C(F)(F)F)cc2)NCCCN1O,0.6621588056526194,7.621250216658157,0.5909269516945,0.7762011460599713,0.8,0.6889844326845646,1,1.0,-3.386748100000001,1,0.7368421052631579,True,O=C1[C@H](CS(=O)(=O)c2ccc(Oc3ccccc3C(F)(F)F)cc2)NCCCN1O,5.78,7.81,6.18,8.14,7.68,1.9,-0.46,False,3.19,444.4,2.85,2,6,95.9,5,True,True,1.193,True
49,CAND-01219,COc1cccc(CNC(=O)c2cc3c(=O)n(Cc4ccc(C(=O)O)cc4)c(C#N)nc3cc2F)c1,0.6608261670653341,8.027347102076586,0.6757068601127623,0.7664271378551683,1.0,0.4099091233631767,1,1.0,-3.4718101000000003,0,0.6973684210526315,True,COc1cccc(CNC(=O)c2cc3c(=O)n(Cc4ccc(C(=O)O)cc4)c(C#N)nc3cc2F)c1,5.63,6.42,5.6,6.24,7.81,2.18,1.39,False,2.5,486.5,3.09,2,7,134.3,7,True,True,1.12,True
50,CAND-04958,Cc1cc(Cl)ccc1Oc1ccc(S(=O)(=O)C2(C(=O)NO)CCNCC2)cc1,0.6608147658638687,8.52542334103789,0.7796890856374488,0.7891457950938271,0.6,0.5032340768171477,1,1.0,-3.2740924000000016,2,0.75,True,Cc1cc(Cl)ccc1Oc1ccc(S(=O)(=O)C2(C(=O)NO)CCNCC2)cc1,5.69,8.08,6.42,8.23,8.58,2.89,0.35,False,2.57,424.9,2.84,3,6,104.7,5,True,True,0.785,False
51,CAND-00785,COCCN1CCC(C(=O)NO)(S(=O)(=O)c2ccc(Oc3ccc(C(C)C)cc3C)cc2)CC1,0.6605070266270757,8.795851740150914,0.8361457976530466,0.8106996307508804,0.6,0.4081137593351748,1,1.0,-3.086512000000001,2,0.8064516129032258,True,COCCN1CCC(C(=O)NO)(S(=O)(=O)c2ccc(Oc3ccc(C(C)C)cc3C)cc2)CC1,5.35,8.28,6.8,8.75,9.05,3.7,0.3,False,2.64,490.6,3.67,2,7,105.2,9,True,True,0.742,False
52,CAND-00786,COCCN1CCC(C(=O)NO)(S(=O)(=O)c2ccc(Oc3ccc(C(C)C)c(C)c3)cc2)CC1,0.6605070266270757,8.795851740150914,0.8361457976530466,0.8106996307508804,0.6,0.4081137593351748,1,1.0,-3.086512000000001,2,0.7741935483870968,True,COCCN1CCC(C(=O)NO)(S(=O)(=O)c2ccc(Oc3ccc(C(C)C)c(C)c3)cc2)CC1,5.53,9.28,7.47,8.95,9.39,3.86,0.11,False,2.65,490.6,3.67,2,7,105.2,9,True,True,0.584,False
53,CAND-04957,Cc1cc(S(=O)(=O)C2(C(=O)NO)CCNCC2)ccc1Oc1ccc(Cl)cc1,0.660135775145472,8.518918591950202,0.7783311042006552,0.7891457950938272,0.6,0.5032340768171478,1,1.0,-3.274092400000001,2,0.75,True,Cc1cc(S(=O)(=O)C2(C(=O)NO)CCNCC2)ccc1Oc1ccc(Cl)cc1,5.8,8.07,6.2,8.31,8.43,2.63,0.12,False,2.58,424.9,2.84,3,6,104.7,5,True,True,0.823,False
54,CAND-00598,COc1cccc(CNC(=O)c2nc3cccc(CCCc4ccccc4)c3c(=O)[nH]2)c1OC,0.6601280944248353,8.061711592003366,0.6828810552702327,0.8644697749924767,1.0,0.3956252226323964,1,1.0,-2.618557,0,0.7384615384615385,True,COc1cccc(CNC(=O)c2nc3cccc(CCCc4ccccc4)c3c(=O)[nH]2)c1OC,5.57,5.5,5.58,6.23,8.16,2.59,1.93,False,2.4,457.5,4.05,2,5,93.3,9,True,True,1.073,True
