rank,id,smiles,fitness,pred_pIC50,affinity_norm,permeability_norm,safety_norm,druglikeness_qed,n_chelators,chelator_penalty,logKp_cm_h,struct_alerts,applicability_tanimoto,is_hit,canon,pIC50_mmp1,pIC50_mmp2,pIC50_mmp3,pIC50_mmp9,pIC50_mmp13,spare_MMP1,min_offtarget_sel,pareto,sa_score,MW,cLogP,HBD,HBA,TPSA,rotB,lipinski_ok,veber_ok,pred_uncertainty,developable
1435,CAND-02547,CNC(=O)[C@H](Cc1ccc(OC)cc1)NC(=O)C(CCCCOc1ccccc1)CP(=O)(O)Cc1ccc(Cc2ccccc2)c(C)c1,0.4335592874417941,7.564077014930448,0.5789910344774555,0.93185765595999,0.6,0.0802125673435548,1,1.0,-2.032088499999997,2,0.8260869565217391,True,CNC(=O)[C@H](Cc1ccc(OC)cc1)NC(=O)C(CCCCOc1ccccc1)CP(=O)(O)Cc1ccc(Cc2ccccc2)c(C)c1,5.23,5.98,5.56,6.93,7.41,2.18,0.48,False,3.69,670.8,6.7,3,5,114.0,18,False,False,0.565,False
1436,CAND-03568,O=S(=O)(Nc1cccc(-c2nc3c(Cl)cccc3[nH]2)c1)c1ccccc1,0.4334952567764253,5.485089484055946,0.1449656114835293,0.9681966122953418,1.0,0.5367081701155355,1,1.0,-1.7158349999999989,0,0.7142857142857143,False,O=S(=O)(Nc1cccc(-c2nc3c(Cl)cccc3[nH]2)c1)c1ccccc1,5.07,4.92,5.2,4.74,4.72,-0.35,-0.48,False,2.05,383.9,4.68,2,3,74.8,4,True,True,1.052,True
1437,CAND-03586,Cc1ccc(S(=O)(=O)Nc2cccc(-c3nc4ccccc4[nH]3)c2)cc1,0.4334557397069899,5.399697157183736,0.1271384527147816,0.9543637168573854,1.0,0.5662883778319969,1,1.0,-1.8362209999999992,0,0.8260869565217391,False,Cc1ccc(S(=O)(=O)Nc2cccc(-c3nc4ccccc4[nH]3)c2)cc1,5.12,5.66,5.27,4.88,4.63,-0.49,-1.03,False,1.92,363.4,4.34,2,3,74.8,4,True,True,0.94,True
1438,CAND-03585,Cc1cccc(S(=O)(=O)Nc2cccc(-c3nc4ccccc4[nH]3)c2)c1,0.4334557397069899,5.399697157183736,0.1271384527147816,0.9543637168573854,1.0,0.5662883778319969,1,1.0,-1.8362209999999992,0,0.8085106382978723,False,Cc1cccc(S(=O)(=O)Nc2cccc(-c3nc4ccccc4[nH]3)c2)c1,5.08,5.47,5.17,4.72,4.59,-0.49,-0.88,False,1.98,363.4,4.34,2,3,74.8,4,True,True,0.901,True
1439,CAND-03581,Cc1ccc2nc(-c3cccc(NS(=O)(=O)c4ccccc4)c3)[nH]c2c1,0.4334557397069899,5.399697157183736,0.1271384527147816,0.9543637168573854,1.0,0.5662883778319969,1,1.0,-1.8362209999999992,0,0.7708333333333334,False,Cc1ccc2nc(-c3cccc(NS(=O)(=O)c4ccccc4)c3)[nH]c2c1,5.07,5.55,5.13,4.69,4.62,-0.45,-0.93,False,1.96,363.4,4.34,2,3,74.8,4,True,True,0.897,True
1440,CAND-03580,Cc1ccc2[nH]c(-c3cccc(NS(=O)(=O)c4ccccc4)c3)nc2c1,0.4334557397069899,5.399697157183736,0.1271384527147816,0.9543637168573854,1.0,0.5662883778319969,1,1.0,-1.8362209999999992,0,0.7708333333333334,False,Cc1ccc2[nH]c(-c3cccc(NS(=O)(=O)c4ccccc4)c3)nc2c1,5.17,5.51,5.15,4.67,4.63,-0.54,-0.88,False,1.99,363.4,4.34,2,3,74.8,4,True,True,0.934,True
1441,CAND-03578,Cc1ccc(NS(=O)(=O)c2ccccc2)cc1-c1nc2ccccc2[nH]1,0.4334557397069898,5.399697157183736,0.1271384527147816,0.9543637168573854,1.0,0.5662883778319968,1,1.0,-1.8362209999999992,0,0.66,False,Cc1ccc(NS(=O)(=O)c2ccccc2)cc1-c1nc2ccccc2[nH]1,5.23,5.46,5.12,4.75,5.15,-0.08,-0.31,False,1.97,363.4,4.34,2,3,74.8,4,True,True,1.023,True
1442,CAND-01418,Cc1cnccc1C(=O)N[C@H](CS(=O)(=O)c1ccc(Oc2ccccc2)cc1)C(=O)NO,0.4333766175434239,6.786297076575716,0.416615713929667,0.7202266850141602,0.6,0.3502292019286347,1,1.0,-3.873887000000001,2,0.7241379310344828,False,Cc1cnccc1C(=O)N[C@H](CS(=O)(=O)c1ccc(Oc2ccccc2)cc1)C(=O)NO,5.66,6.55,6.19,8.3,6.19,0.53,-2.11,False,2.81,455.5,2.26,3,7,134.7,8,True,True,0.401,False
1443,CAND-02615,O=C(NO)[C@@H]1C[C@H](O)CN1C(=O)c1ccc(C#Cc2ccc(CN3CCOCC3)cc2C(F)(F)F)cc1,0.4328403338095034,7.2339367949210995,0.5100684235868589,0.6570331751982864,0.4,0.3260204067202465,1,1.0,-4.423852400000003,3,0.7727272727272727,True,O=C(NO)[C@@H]1C[C@H](O)CN1C(=O)c1ccc(C#Cc2ccc(CN3CCOCC3)cc2C(F)(F)F)cc1,5.66,6.36,6.59,5.62,6.92,1.26,0.33,False,3.49,517.5,2.02,3,6,102.3,4,True,True,1.078,False
1444,CAND-03688,COCc1cc(COc2ccc([C@]3(N)CCN([C@H](CC(C)C)C(=O)NO)C3=O)cc2C)c2ccccc2n1,0.432787029597381,6.995533418663677,0.4602975015939871,0.7818509208316018,0.6,0.2754609293346247,1,1.0,-3.337578800000001,2,0.8311688311688312,False,COCc1cc(COc2ccc([C@]3(N)CCN([C@H](CC(C)C)C(=O)NO)C3=O)cc2C)c2ccccc2n1,6.31,6.05,6.38,6.87,7.61,1.3,0.74,False,3.72,520.6,3.58,3,7,127.0,10,True,True,1.303,False
1445,CAND-01411,O=C(N[C@H](CS(=O)(=O)c1ccc(Oc2ccccc2)cc1)C(=O)NO)c1ccncc1Cl,0.4327236310121866,6.819843614549928,0.4236191471480061,0.7340595804521166,0.6,0.3363801914606117,1,1.0,-3.753501,2,0.7241379310344828,False,O=C(N[C@H](CS(=O)(=O)c1ccc(Oc2ccccc2)cc1)C(=O)NO)c1ccncc1Cl,5.86,6.62,6.18,8.49,6.22,0.36,-2.27,False,2.81,475.9,2.61,3,7,134.7,8,True,True,0.496,False
1446,CAND-02534,CNC(=O)[C@H](Cc1ccc(OC)cc1)NC(=O)C(CCCCOc1cccc(Cl)c1)CP(=O)(O)Cc1ccc(Cc2ccccc2)cc1,0.4323587702436832,7.564077014930448,0.5789910344774555,0.9456905513979464,0.6,0.0762108433498516,1,1.0,-1.911702499999996,2,0.8529411764705882,True,CNC(=O)[C@H](Cc1ccc(OC)cc1)NC(=O)C(CCCCOc1cccc(Cl)c1)CP(=O)(O)Cc1ccc(Cc2ccccc2)cc1,5.24,5.82,5.32,6.95,7.35,2.11,0.4,False,3.66,691.2,7.05,3,5,114.0,18,False,False,0.695,False
1447,CAND-02532,CNC(=O)[C@H](Cc1ccc(OC)c(Cl)c1)NC(=O)C(CCCCOc1ccccc1)CP(=O)(O)Cc1ccc(Cc2ccccc2)cc1,0.4323587702436832,7.564077014930448,0.5789910344774555,0.9456905513979464,0.6,0.0762108433498516,1,1.0,-1.9117024999999952,2,0.7857142857142857,True,CNC(=O)[C@H](Cc1ccc(OC)c(Cl)c1)NC(=O)C(CCCCOc1ccccc1)CP(=O)(O)Cc1ccc(Cc2ccccc2)cc1,5.34,5.79,5.4,6.37,7.42,2.08,1.05,False,3.67,691.2,7.05,3,5,114.0,18,False,False,0.641,False
1448,CAND-02531,CNC(=O)[C@H](Cc1ccc(OC)cc1Cl)NC(=O)C(CCCCOc1ccccc1)CP(=O)(O)Cc1ccc(Cc2ccccc2)cc1,0.4323587702436832,7.564077014930448,0.5789910344774555,0.9456905513979464,0.6,0.0762108433498516,1,1.0,-1.9117024999999952,2,0.8115942028985508,True,CNC(=O)[C@H](Cc1ccc(OC)cc1Cl)NC(=O)C(CCCCOc1ccccc1)CP(=O)(O)Cc1ccc(Cc2ccccc2)cc1,5.35,5.81,5.36,7.06,7.46,2.11,0.4,False,3.7,691.2,7.05,3,5,114.0,18,False,False,0.73,False
1449,CAND-02539,CNC(=O)[C@H](Cc1ccc(OC)cc1)NC(=O)C(CCCCOc1ccccc1)CP(=O)(O)Cc1ccc(Cc2cccc(Cl)c2)cc1,0.4323587702436832,7.564077014930448,0.5789910344774555,0.9456905513979462,0.6,0.0762108433498516,1,1.0,-1.911702499999997,2,0.8676470588235294,True,CNC(=O)[C@H](Cc1ccc(OC)cc1)NC(=O)C(CCCCOc1ccccc1)CP(=O)(O)Cc1ccc(Cc2cccc(Cl)c2)cc1,5.13,5.83,5.31,6.94,7.37,2.24,0.43,False,3.67,691.2,7.05,3,5,114.0,18,False,False,0.632,False
1450,CAND-02537,CNC(=O)[C@H](Cc1ccc(OC)cc1)NC(=O)C(CCCCOc1ccccc1)CP(=O)(O)Cc1ccc(Cc2ccccc2)c(Cl)c1,0.4323587702436832,7.564077014930448,0.5789910344774555,0.9456905513979464,0.6,0.0762108433498516,1,1.0,-1.911702499999996,2,0.8142857142857143,True,CNC(=O)[C@H](Cc1ccc(OC)cc1)NC(=O)C(CCCCOc1ccccc1)CP(=O)(O)Cc1ccc(Cc2ccccc2)c(Cl)c1,5.18,5.81,5.32,6.94,7.39,2.21,0.45,False,3.69,691.2,7.05,3,5,114.0,18,False,False,0.58,False
1451,CAND-02536,CNC(=O)[C@H](Cc1ccc(OC)cc1)NC(=O)C(CCCCOc1ccccc1)CP(=O)(O)Cc1ccc(Cc2ccccc2)cc1Cl,0.4323587702436832,7.564077014930448,0.5789910344774555,0.9456905513979464,0.6,0.0762108433498516,1,1.0,-1.911702499999996,2,0.8285714285714286,True,CNC(=O)[C@H](Cc1ccc(OC)cc1)NC(=O)C(CCCCOc1ccccc1)CP(=O)(O)Cc1ccc(Cc2ccccc2)cc1Cl,5.19,5.8,5.32,6.94,7.37,2.18,0.43,False,3.7,691.2,7.05,3,5,114.0,18,False,False,0.571,False
1452,CAND-03674,COCc1cc(COc2ccc([C@]3(N)CCN([C@H](CC(C)C)C(=O)NO)C3=O)cc2F)c2ccccc2n1,0.4323553099408908,6.995533418663677,0.4602975015939871,0.7652596849600748,0.6,0.2740218638129907,1,1.0,-3.4819703000000004,2,0.8205128205128205,False,COCc1cc(COc2ccc([C@]3(N)CCN([C@H](CC(C)C)C(=O)NO)C3=O)cc2F)c2ccccc2n1,6.35,6.08,6.33,6.98,7.67,1.32,0.69,False,3.74,524.6,3.41,3,7,127.0,10,True,True,1.249,False
1453,CAND-01404,O=C(N[C@H](CS(=O)(=O)c1ccc(Oc2ccccc2)cc1)C(=O)NO)c1ccncc1F,0.4323395629697262,6.786297076575716,0.416615713929667,0.7036354491426333,0.6,0.3467723533496424,1,1.0,-4.018278500000001,2,0.7241379310344828,False,O=C(N[C@H](CS(=O)(=O)c1ccc(Oc2ccccc2)cc1)C(=O)NO)c1ccncc1F,5.77,6.62,6.21,8.53,6.21,0.44,-2.32,False,2.82,459.5,2.09,3,7,134.7,8,True,True,0.511,False
1454,CAND-01436,O=C(N[C@H](CS(=O)(=O)c1ccc(Oc2ccccc2C(F)(F)F)cc1)C(=O)NO)c1ccncc1,0.4323132267295519,6.880428550325036,0.4362673241987796,0.7403525332694829,0.6,0.3139318821005402,1,1.0,-3.698734200000001,2,0.7457627118644068,False,O=C(N[C@H](CS(=O)(=O)c1ccc(Oc2ccccc2C(F)(F)F)cc1)C(=O)NO)c1ccncc1,5.62,6.79,5.79,8.38,6.18,0.56,-2.2,False,2.95,509.5,2.97,3,7,134.7,8,True,True,0.992,False
1455,CAND-01438,O=C(N[C@H](CS(=O)(=O)c1ccc(Oc2ccc(C(F)(F)F)cc2)cc1)C(=O)NO)c1ccncc1,0.4323132267295519,6.880428550325036,0.4362673241987796,0.7403525332694829,0.6,0.3139318821005402,1,1.0,-3.698734200000001,2,0.8113207547169812,False,O=C(N[C@H](CS(=O)(=O)c1ccc(Oc2ccc(C(F)(F)F)cc2)cc1)C(=O)NO)c1ccncc1,5.66,6.74,6.44,8.54,6.33,0.67,-2.21,False,2.89,509.5,2.97,3,7,134.7,8,True,True,1.02,False
1456,CAND-02467,O=C(NO)[C@@H]1CCCN1Cc1ccc(C#Cc2ccc(CN3CCOCC3)cc2O)cc1,0.4322918065799265,7.076518164552218,0.4772044998651814,0.7206783287169863,0.4,0.3789651888244526,1,1.0,-3.869956400000002,3,0.8214285714285714,True,O=C(NO)[C@@H]1CCCN1Cc1ccc(C#Cc2ccc(CN3CCOCC3)cc2O)cc1,5.75,6.44,6.78,5.87,6.96,1.21,0.18,False,3.03,435.5,2.09,3,6,85.3,5,True,True,1.298,False
1457,CAND-02466,O=C(NO)[C@@H]1CCCN1Cc1ccc(C#Cc2ccc(CN3CCOCC3)cc2)c(O)c1,0.4322918065799265,7.076518164552218,0.4772044998651814,0.7206783287169863,0.4,0.3789651888244526,1,1.0,-3.869956400000002,3,0.8214285714285714,True,O=C(NO)[C@@H]1CCCN1Cc1ccc(C#Cc2ccc(CN3CCOCC3)cc2)c(O)c1,5.75,6.44,6.78,5.87,6.96,1.21,0.18,False,3.03,435.5,2.09,3,6,85.3,5,True,True,1.298,False
1458,CAND-03696,COCc1cc(COc2ccc([C@]3(N)CCN([C@H](CC(C)C)C(=O)NO)C3=O)c(OC)c2)c2ccccc2n1,0.432247123328503,7.060808844920461,0.4739249015045063,0.7461769629101651,0.6,0.2509489085874996,1,1.0,-3.6480449000000017,2,0.8205128205128205,True,COCc1cc(COc2ccc([C@]3(N)CCN([C@H](CC(C)C)C(=O)NO)C3=O)c(OC)c2)c2ccccc2n1,6.22,6.01,6.1,6.05,6.24,0.02,0.02,False,3.73,536.6,3.28,3,8,136.2,11,True,False,0.773,False
1459,CAND-02617,N#Cc1cc(C#Cc2ccc(CN3CCOCC3)cc2)ccc1C(=O)N1C[C@@H](O)C[C@H]1C(=O)NO,0.4319052865703639,7.181773536905305,0.49917842074229,0.5935789355380935,0.4,0.3410535873307296,1,1.0,-4.9760869,3,0.7384615384615385,True,N#Cc1cc(C#Cc2ccc(CN3CCOCC3)cc2)ccc1C(=O)N1C[C@@H](O)C[C@H]1C(=O)NO,5.7,6.62,6.41,5.73,7.11,1.41,0.49,False,3.49,474.5,0.87,3,7,126.1,4,True,True,0.948,False
1460,CAND-02618,N#Cc1cc(C(=O)N2C[C@@H](O)C[C@H]2C(=O)NO)ccc1C#Cc1ccc(CN2CCOCC2)cc1,0.4319052865703638,7.181773536905305,0.49917842074229,0.5935789355380933,0.4,0.3410535873307295,1,1.0,-4.976086900000002,3,0.796875,True,N#Cc1cc(C(=O)N2C[C@@H](O)C[C@H]2C(=O)NO)ccc1C#Cc1ccc(CN2CCOCC2)cc1,5.69,6.7,6.39,5.73,7.02,1.33,0.32,False,3.46,474.5,0.87,3,7,126.1,4,True,True,0.896,False
1461,CAND-01443,N#Cc1ccccc1Oc1ccc(S(=O)(=O)C[C@@H](NC(=O)c2ccncc2)C(=O)NO)cc1,0.4318976272262982,6.816196974199088,0.4228578464680957,0.6768982936092897,0.6,0.334895679974168,1,1.0,-4.2509687000000005,2,0.7457627118644068,False,N#Cc1ccccc1Oc1ccc(S(=O)(=O)C[C@@H](NC(=O)c2ccncc2)C(=O)NO)cc1,5.66,6.63,5.83,8.15,6.13,0.47,-2.02,False,2.91,466.5,1.82,3,8,158.5,8,True,False,0.967,False
1462,CAND-01445,N#Cc1ccc(Oc2ccc(S(=O)(=O)C[C@@H](NC(=O)c3ccncc3)C(=O)NO)cc2)cc1,0.4318976272262982,6.816196974199088,0.4228578464680957,0.6768982936092895,0.6,0.3348956799741678,1,1.0,-4.250968700000001,2,0.7818181818181819,False,N#Cc1ccc(Oc2ccc(S(=O)(=O)C[C@@H](NC(=O)c3ccncc3)C(=O)NO)cc2)cc1,5.64,6.59,6.33,8.15,6.26,0.62,-1.89,False,2.87,466.5,1.82,3,8,158.5,8,True,False,1.011,False
1463,CAND-03682,COCc1cc(COc2ccc([C@]3(N)CCN([C@H](CC(C)C)C(=O)NO)C3=O)c(Cl)c2)c2ccccc2n1,0.4318078662180822,7.023221484111074,0.4660778750398227,0.7956838162695581,0.6,0.2625630956605695,1,1.0,-3.2171928000000003,2,0.8205128205128205,True,COCc1cc(COc2ccc([C@]3(N)CCN([C@H](CC(C)C)C(=O)NO)C3=O)c(Cl)c2)c2ccccc2n1,6.18,6.1,6.18,6.09,6.56,0.38,0.38,False,3.76,541.0,3.92,3,7,127.0,10,True,True,0.877,False
1464,CAND-01435,O=C(N[C@H](CS(=O)(=O)c1ccc(Oc2ccccc2)c(C(F)(F)F)c1)C(=O)NO)c1ccncc1,0.4316837363803328,6.87439801608672,0.4350083435003414,0.7403525332694829,0.6,0.3139318821005402,1,1.0,-3.698734200000001,2,0.7213114754098361,False,O=C(N[C@H](CS(=O)(=O)c1ccc(Oc2ccccc2)c(C(F)(F)F)c1)C(=O)NO)c1ccncc1,5.93,6.57,5.87,7.33,6.58,0.65,-0.75,False,2.98,509.5,2.97,3,7,134.7,8,True,True,1.164,False
1465,CAND-02572,CNC(=O)[C@H](Cc1ccc(OC)c(C(F)(F)F)c1)NC(=O)C(CCCCOc1ccccc1)CP(=O)(O)Cc1ccc(Cc2ccccc2)cc1,0.4313336550459633,7.564077014930448,0.5789910344774555,0.9519835042153126,0.6,0.0727937926907852,1,1.0,-1.8569356999999949,2,0.7534246575342466,True,CNC(=O)[C@H](Cc1ccc(OC)c(C(F)(F)F)c1)NC(=O)C(CCCCOc1ccccc1)CP(=O)(O)Cc1ccc(Cc2ccccc2)cc1,5.45,6.03,5.39,6.28,7.36,1.91,1.08,False,3.83,724.8,7.41,3,5,114.0,18,False,False,0.841,False
1466,CAND-02574,CNC(=O)[C@H](Cc1ccc(OC)cc1)NC(=O)C(CCCCOc1cccc(C(F)(F)F)c1)CP(=O)(O)Cc1ccc(Cc2ccccc2)cc1,0.4313336550459633,7.564077014930448,0.5789910344774555,0.9519835042153126,0.6,0.0727937926907852,1,1.0,-1.8569356999999969,2,0.8169014084507042,True,CNC(=O)[C@H](Cc1ccc(OC)cc1)NC(=O)C(CCCCOc1cccc(C(F)(F)F)c1)CP(=O)(O)Cc1ccc(Cc2ccccc2)cc1,5.34,6.09,5.31,7.12,7.38,2.04,0.26,False,3.79,724.8,7.41,3,5,114.0,18,False,False,0.688,False
1467,CAND-02571,CNC(=O)[C@H](Cc1ccc(OC)cc1C(F)(F)F)NC(=O)C(CCCCOc1ccccc1)CP(=O)(O)Cc1ccc(Cc2ccccc2)cc1,0.4313336550459633,7.564077014930448,0.5789910344774555,0.9519835042153126,0.6,0.0727937926907852,1,1.0,-1.8569356999999949,2,0.7671232876712328,True,CNC(=O)[C@H](Cc1ccc(OC)cc1C(F)(F)F)NC(=O)C(CCCCOc1ccccc1)CP(=O)(O)Cc1ccc(Cc2ccccc2)cc1,5.45,6.03,5.34,7.2,7.41,1.96,0.21,False,3.85,724.8,7.41,3,5,114.0,18,False,False,0.91,False
1468,CAND-02579,CNC(=O)[C@H](Cc1ccc(OC)cc1)NC(=O)C(CCCCOc1ccccc1)CP(=O)(O)Cc1ccc(Cc2cccc(C(F)(F)F)c2)cc1,0.4313336550459632,7.564077014930448,0.5789910344774555,0.9519835042153124,0.6,0.0727937926907849,1,1.0,-1.8569356999999973,2,0.8309859154929577,True,CNC(=O)[C@H](Cc1ccc(OC)cc1)NC(=O)C(CCCCOc1ccccc1)CP(=O)(O)Cc1ccc(Cc2cccc(C(F)(F)F)c2)cc1,5.24,6.09,5.28,7.11,7.42,2.18,0.31,False,3.8,724.8,7.41,3,5,114.0,18,False,False,0.618,False
1469,CAND-02576,CNC(=O)[C@H](Cc1ccc(OC)cc1)NC(=O)C(CCCCOc1ccccc1)CP(=O)(O)Cc1ccc(Cc2ccccc2)cc1C(F)(F)F,0.4313336550459632,7.564077014930448,0.5789910344774555,0.9519835042153124,0.6,0.0727937926907849,1,1.0,-1.8569356999999973,2,0.7945205479452054,True,CNC(=O)[C@H](Cc1ccc(OC)cc1)NC(=O)C(CCCCOc1ccccc1)CP(=O)(O)Cc1ccc(Cc2ccccc2)cc1C(F)(F)F,5.29,6.0,5.3,7.09,7.34,2.05,0.25,False,3.86,724.8,7.41,3,5,114.0,18,False,False,0.806,False
1470,CAND-01442,N#Cc1cc(S(=O)(=O)C[C@@H](NC(=O)c2ccncc2)C(=O)NO)ccc1Oc1ccccc1,0.4312681368770791,6.810166439960772,0.4215988657696575,0.6768982936092895,0.6,0.3348956799741678,1,1.0,-4.250968700000001,2,0.7213114754098361,False,N#Cc1cc(S(=O)(=O)C[C@@H](NC(=O)c2ccncc2)C(=O)NO)ccc1Oc1ccccc1,5.88,6.55,5.92,6.94,6.59,0.71,-0.35,False,2.95,466.5,1.82,3,8,158.5,8,True,False,1.208,False
1471,CAND-02599,O=C(NO)[C@@H]1C[C@H](O)CN1C(=O)c1ccc(C#Cc2ccc(CN3CCOCC3)cc2Cl)cc1,0.4304129214100323,7.150168969554551,0.4925804082437827,0.6507402223809202,0.4,0.347075724293803,1,1.0,-4.4786192000000025,3,0.8524590163934426,True,O=C(NO)[C@@H]1C[C@H](O)CN1C(=O)c1ccc(C#Cc2ccc(CN3CCOCC3)cc2Cl)cc1,5.68,6.76,6.62,5.7,6.64,0.96,-0.12,False,3.36,484.0,1.65,3,6,102.3,4,True,True,0.884,False
1472,CAND-00465,O=C(O)[C@H]1[C@H](CN2C(=O)c3ccccc3C2=O)CC[C@@H]1SCc1ccc(-c2cccc(C(F)(F)F)c2)cc1,0.4304047564309206,6.367166593397149,0.3291148114231925,0.9975063995784657,0.8,0.3528245023977478,1,1.0,-1.4607554999999983,1,0.7894736842105263,False,O=C(O)[C@H]1[C@H](CN2C(=O)c3ccccc3C2=O)CC[C@@H]1SCc1ccc(-c2cccc(C(F)(F)F)c2)cc1,4.84,7.43,6.96,7.34,6.96,2.12,-0.47,False,3.58,539.6,6.38,1,4,74.7,7,False,True,0.551,False
1473,CAND-00461,O=C(O)[C@H]1[C@H](CN2C(=O)c3ccc(C(F)(F)F)cc3C2=O)CC[C@@H]1SCc1ccc(-c2ccccc2)cc1,0.4304047564309206,6.367166593397149,0.3291148114231925,0.9975063995784657,0.8,0.3528245023977477,1,1.0,-1.4607554999999983,1,0.7719298245614035,False,O=C(O)[C@H]1[C@H](CN2C(=O)c3ccc(C(F)(F)F)cc3C2=O)CC[C@@H]1SCc1ccc(-c2ccccc2)cc1,4.91,7.41,6.97,7.34,6.97,2.06,-0.44,False,3.59,539.6,6.38,1,4,74.7,7,False,True,0.54,False
1474,CAND-01413,Cc1cc(Oc2ccccc2)ccc1S(=O)(=O)C[C@@H](NC(=O)c1ccncc1)C(=O)NO,0.4303754479266123,6.7575457920617765,0.4106133746960439,0.7202266850141602,0.6,0.3502292019286347,1,1.0,-3.8738870000000016,2,0.7413793103448276,False,Cc1cc(Oc2ccccc2)ccc1S(=O)(=O)C[C@@H](NC(=O)c1ccncc1)C(=O)NO,6.06,6.3,6.11,7.83,6.91,0.85,-0.92,False,2.84,455.5,2.26,3,7,134.7,8,True,True,1.23,False
1475,CAND-01406,O=C(N[C@H](CS(=O)(=O)c1ccc(Oc2ccccc2)cc1Cl)C(=O)NO)c1ccncc1,0.429722461395375,6.791092330035989,0.417616807914383,0.7340595804521166,0.6,0.3363801914606117,1,1.0,-3.753501,2,0.7413793103448276,False,O=C(N[C@H](CS(=O)(=O)c1ccc(Oc2ccccc2)cc1Cl)C(=O)NO)c1ccncc1,6.28,6.29,6.07,7.94,6.93,0.65,-1.01,False,2.86,475.9,2.61,3,7,134.7,8,True,True,1.272,False
1476,CAND-03566,O=S(=O)(Nc1cc(Cl)cc(-c2nc3ccccc3[nH]2)c1)c1ccccc1,0.4293369428154306,5.445252726039629,0.13664898356154,0.9681966122953418,1.0,0.5367081701155355,1,1.0,-1.7158349999999989,0,0.7446808510638298,False,O=S(=O)(Nc1cc(Cl)cc(-c2nc3ccccc3[nH]2)c1)c1ccccc1,5.16,4.97,5.15,5.13,5.17,0.01,0.01,False,2.03,383.9,4.68,2,3,74.8,4,True,True,1.158,True
1477,CAND-02595,O=C(NO)[C@@H]1C[C@H](O)CN1C(=O)c1ccc(C#Cc2ccc(CN3CCOCC3)cc2F)cc1,0.4291364151405006,7.117459141152287,0.4857516529494303,0.620316091071437,0.4,0.3542019622192849,1,1.0,-4.743396700000002,3,0.8095238095238095,True,O=C(NO)[C@@H]1C[C@H](O)CN1C(=O)c1ccc(C#Cc2ccc(CN3CCOCC3)cc2F)cc1,5.68,6.77,6.45,5.69,6.59,0.91,-0.18,False,3.36,467.5,1.14,3,6,102.3,4,True,True,0.834,False
1478,CAND-03681,COCc1cc(COc2ccc([C@]3(N)CCN([C@H](CC(C)C)C(=O)NO)C3=O)cc2Cl)c2ccccc2n1,0.4289176794951644,6.995533418663677,0.4602975015939871,0.7956838162695581,0.6,0.2625630956605695,1,1.0,-3.2171928000000003,2,0.8205128205128205,False,COCc1cc(COc2ccc([C@]3(N)CCN([C@H](CC(C)C)C(=O)NO)C3=O)cc2Cl)c2ccccc2n1,6.27,6.04,6.31,7.03,7.71,1.44,0.68,False,3.73,541.0,3.92,3,7,127.0,10,True,True,1.265,False
1479,CAND-03677,COCc1cc(COc2ccc([C@]3(N)CCN([C@H](CC(C)C)C(=O)NO)C3=O)cc2)c2cc(F)ccc2n1,0.4283665478238623,6.957320971808725,0.4523199773599303,0.7652596849600748,0.6,0.2740218638129907,1,1.0,-3.4819703000000004,2,0.8552631578947368,False,COCc1cc(COc2ccc([C@]3(N)CCN([C@H](CC(C)C)C(=O)NO)C3=O)cc2)c2cc(F)ccc2n1,6.05,6.01,6.2,5.99,6.35,0.3,0.15,False,3.72,524.6,3.41,3,7,127.0,10,True,True,0.859,False
1480,CAND-01439,O=C(N[C@H](CS(=O)(=O)c1ccc(Oc2ccccc2)cc1)C(=O)NO)c1ccncc1C(F)(F)F,0.4282315051263463,6.841325549127412,0.4281038809923685,0.7403525332694829,0.6,0.3139318821005402,1,1.0,-3.698734200000001,2,0.6885245901639344,False,O=C(N[C@H](CS(=O)(=O)c1ccc(Oc2ccccc2)cc1)C(=O)NO)c1ccncc1C(F)(F)F,5.75,6.73,6.23,8.51,6.28,0.53,-2.23,False,3.0,509.5,2.97,3,7,134.7,8,True,True,0.572,False
1481,CAND-02620,N#Cc1cc(C#Cc2ccc(C(=O)N3C[C@@H](O)C[C@H]3C(=O)NO)cc2)ccc1CN1CCOCC1,0.4281470390027932,7.145769425546933,0.4916619256071487,0.5935789355380933,0.4,0.3410535873307295,1,1.0,-4.976086900000002,3,0.7384615384615385,True,N#Cc1cc(C#Cc2ccc(C(=O)N3C[C@@H](O)C[C@H]3C(=O)NO)cc2)ccc1CN1CCOCC1,5.93,6.57,6.35,5.73,6.97,1.04,0.4,False,3.48,474.5,0.87,3,7,126.1,4,True,True,1.012,False
1482,CAND-03721,COCc1cc(COc2ccc([C@]3(N)CCN([C@H](CC(C)C)C(=O)NO)C3=O)cc2)c2cccc(C#N)c2n1,0.427915407651381,6.974186468282928,0.4558409480884748,0.738522529426731,0.6,0.2666497786904785,1,1.0,-3.714660500000001,2,0.7804878048780488,False,COCc1cc(COc2ccc([C@]3(N)CCN([C@H](CC(C)C)C(=O)NO)C3=O)cc2)c2cccc(C#N)c2n1,6.03,6.03,6.25,5.93,6.68,0.65,0.43,False,3.87,531.6,3.14,3,8,150.8,10,True,False,1.135,False
