rank,id,smiles,fitness,pred_pIC50,affinity_norm,permeability_norm,safety_norm,druglikeness_qed,n_chelators,chelator_penalty,logKp_cm_h,struct_alerts,applicability_tanimoto,is_hit,canon,pIC50_adamts5,pIC50_adamts4,selectivity,pareto,sa_score,MW,cLogP,HBD,HBA,TPSA,rotB,lipinski_ok,veber_ok,pred_uncertainty,developable
1508,CAND-01716,O=C1NC(=S)S/C1=C/c1ccc(O)c(Oc2ccc(Cl)c(Cl)c2)c1,0.2582191101214099,5.412993928071516,0.077883437325811,0.81272773895695,0.25,0.5642579715283479,1,1.0,-1.5937102000000003,3,0.6981132075471698,False,O=C1NC(=S)S/C1=C/c1ccc(O)c(Oc2ccc(Cl)c(Cl)c2)c1,5.25,6.22,-0.97,False,2.43,398.3,4.98,2,5,58.6,3,True,True,0.371,False
1509,CAND-01712,COc1ccc(/C=C2/SC(=S)NC2=O)cc1Oc1ccc(Cl)c(Cl)c1,0.2581691634393506,5.446913489792339,0.0882340529090257,0.8400164070723115,0.25,0.5468404566161259,1,1.0,-1.4641448999999995,3,0.6851851851851852,False,COc1ccc(/C=C2/SC(=S)NC2=O)cc1Oc1ccc(Cl)c(Cl)c1,5.44,5.36,0.08,False,2.34,412.3,5.28,1,5,47.6,4,True,True,0.352,False
1510,CAND-01715,COc1c(/C=C2/SC(=S)NC2=O)cccc1Oc1ccc(Cl)c(Cl)c1,0.2581691634393506,5.446913489792339,0.0882340529090257,0.8400164070723114,0.25,0.5468404566161258,1,1.0,-1.4641449,3,0.631578947368421,False,COc1c(/C=C2/SC(=S)NC2=O)cccc1Oc1ccc(Cl)c(Cl)c1,5.41,5.4,0.01,False,2.45,412.3,5.28,1,5,47.6,4,True,True,0.447,False
1511,CAND-01764,O=C(O)[C@@]1(N(CCn2nccn2)S(=O)(=O)c2ccc(-c3ccc(Cl)c(C(F)(F)F)c3)cc2)C[C@H]1c1ccccc1,0.2579631147088578,6.67216101138516,0.4621205492816605,0.61582267303643,1.0,0.2828865159229511,2,0.5,-2.528606099999999,0,0.7575757575757576,False,O=C(O)[C@@]1(N(CCn2nccn2)S(=O)(=O)c2ccc(-c3ccc(Cl)c(C(F)(F)F)c3)cc2)C[C@H]1c1ccccc1,6.59,6.03,0.56,False,3.73,591.0,5.32,1,6,105.4,9,False,True,0.652,False
1512,CAND-01381,O=C(COc1ccc(-c2ccccc2)cc1O)NNC(=S)NCc1ccc(-c2ccccc2)cc1,0.2579216701749587,5.753687100340255,0.1818465747921434,0.6762790065823109,0.5,0.22332794259629,1,1.0,-2.2415623,2,0.7169811320754716,False,O=C(COc1ccc(-c2ccccc2)cc1O)NNC(=S)NCc1ccc(-c2ccccc2)cc1,5.57,5.86,-0.29,False,2.15,483.6,4.8,4,4,82.6,7,True,True,0.671,False
1513,CAND-01333,COC(=O)c1cncn1CCN([C@]1(C(=O)O)C[C@H]1c1ccccc1)S(=O)(=O)c1ccc(-c2ccc(Cl)c(Cl)c2)cc1,0.2578431465717549,6.755789312258525,0.4876398764870656,0.5895537497479177,1.0,0.2395545163332565,2,0.5,-2.6533296999999987,0,0.8493150684931506,False,COC(=O)c1cncn1CCN([C@]1(C(=O)O)C[C@H]1c1ccccc1)S(=O)(=O)c1ccc(-c2ccc(Cl)c(Cl)c2)cc1,6.72,6.06,0.66,False,3.67,614.5,5.35,1,7,118.8,10,False,True,0.663,False
1514,CAND-00872,O=C1CCC(=O)N1CCN([C@]1(C(=O)O)C[C@H]1c1ccccc1F)S(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1,0.257607532195324,6.796338174723871,0.5000134351777662,0.4886108906944625,0.75,0.3840278226725502,2,0.5,-3.1326016,1,0.7936507936507936,False,O=C1CCC(=O)N1CCN([C@]1(C(=O)O)C[C@H]1c1ccccc1F)S(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1,6.79,6.05,0.74,False,3.51,571.0,4.3,1,5,112.1,9,True,True,0.6,False
1515,CAND-01750,COc1cccc([C@@H]2C[C@@]2(C(=O)O)N(CCn2nccn2)S(=O)(=O)c2ccc(-c3ccc(Cl)cc3)cc2)c1,0.2574899806045764,6.609501852730836,0.4429999937350827,0.5135430272312118,1.0,0.3115998811387049,2,0.5,-3.014225,0,0.796875,False,COc1cccc([C@@H]2C[C@@]2(C(=O)O)N(CCn2nccn2)S(=O)(=O)c2ccc(-c3ccc(Cl)cc3)cc2)c1,6.76,6.04,0.72,False,3.58,553.0,4.31,1,7,114.6,10,True,True,0.413,False
1516,CAND-01427,O=C(COc1ccccc1O)NC(c1ccccc1)c1cc([N+](=O)[O-])c2cccnc2c1O,0.2574890202871208,5.946464065723778,0.2406728143056862,0.5814973507001174,0.25,0.2905087104475922,1,1.0,-2.6915811,3,0.8166666666666667,False,O=C(COc1ccccc1O)NC(c1ccccc1)c1cc([N+](=O)[O-])c2cccnc2c1O,6.05,5.19,0.86,False,2.87,445.4,3.84,3,7,134.8,7,True,True,0.64,False
1517,CAND-01377,COC(=O)c1cncn1CCN([C@]1(C(=O)O)C[C@H]1c1ccccc1)S(=O)(=O)c1ccc(-c2ccc(Cl)cc2C#N)cc1,0.2570699858120645,6.7064126050056085,0.4725724849993354,0.4847785440144991,1.0,0.2595124304148711,2,0.5,-3.1507973999999987,0,0.7974683544303798,False,COC(=O)c1cncn1CCN([C@]1(C(=O)O)C[C@H]1c1ccccc1)S(=O)(=O)c1ccc(-c2ccc(Cl)cc2C#N)cc1,6.81,5.96,0.85,False,3.79,605.1,4.56,1,8,142.6,10,True,False,0.499,False
1518,CAND-01375,COC(=O)c1cncn1CCN([C@]1(C(=O)O)C[C@H]1c1ccccc1)S(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1C#N,0.2570699858120645,6.7064126050056085,0.4725724849993354,0.4847785440144991,1.0,0.2595124304148711,2,0.5,-3.1507973999999987,0,0.7625,False,COC(=O)c1cncn1CCN([C@]1(C(=O)O)C[C@H]1c1ccccc1)S(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1C#N,6.81,5.84,0.97,False,3.83,605.1,4.56,1,8,142.6,10,True,False,0.504,False
1519,CAND-01376,COC(=O)c1cncn1CCN([C@]1(C(=O)O)C[C@H]1c1ccccc1)S(=O)(=O)c1ccc(-c2ccc(Cl)cc2)c(C#N)c1,0.2570699858120645,6.7064126050056085,0.4725724849993354,0.4847785440144991,1.0,0.2595124304148711,2,0.5,-3.1507973999999987,0,0.7974683544303798,False,COC(=O)c1cncn1CCN([C@]1(C(=O)O)C[C@H]1c1ccccc1)S(=O)(=O)c1ccc(-c2ccc(Cl)cc2)c(C#N)c1,6.8,5.83,0.97,False,3.8,605.1,4.56,1,8,142.6,10,True,False,0.49,False
1520,CAND-01350,COC(=O)c1cncn1CCN([C@]1(C(=O)O)C[C@H]1c1ccccc1)S(=O)(=O)c1ccc(-c2ccc(Cl)cc2OC)cc1,0.2570225553218366,6.739411351825685,0.4826421122508207,0.498808928690841,1.0,0.2424135150608762,2,0.5,-3.084181799999999,0,0.84,False,COC(=O)c1cncn1CCN([C@]1(C(=O)O)C[C@H]1c1ccccc1)S(=O)(=O)c1ccc(-c2ccc(Cl)cc2OC)cc1,6.83,5.98,0.85,False,3.7,610.1,4.7,1,8,128.0,11,True,False,0.467,False
1521,CAND-01349,COC(=O)c1cncn1CCN([C@]1(C(=O)O)C[C@H]1c1ccccc1)S(=O)(=O)c1ccc(-c2ccc(Cl)cc2)c(OC)c1,0.2570225553218366,6.739411351825685,0.4826421122508207,0.498808928690841,1.0,0.2424135150608762,2,0.5,-3.084181799999999,0,0.84,False,COC(=O)c1cncn1CCN([C@]1(C(=O)O)C[C@H]1c1ccccc1)S(=O)(=O)c1ccc(-c2ccc(Cl)cc2)c(OC)c1,6.82,5.86,0.96,False,3.7,610.1,4.7,1,8,128.0,11,True,False,0.458,False
1522,CAND-01348,COC(=O)c1cncn1CCN([C@]1(C(=O)O)C[C@H]1c1ccccc1)S(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1OC,0.2570225553218366,6.739411351825685,0.4826421122508207,0.498808928690841,1.0,0.2424135150608762,2,0.5,-3.084181799999999,0,0.7922077922077922,False,COC(=O)c1cncn1CCN([C@]1(C(=O)O)C[C@H]1c1ccccc1)S(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1OC,6.84,5.86,0.98,False,3.74,610.1,4.7,1,8,128.0,11,True,False,0.451,False
1523,CAND-01385,COc1ccc(Oc2cccc(/C=C3/SC(=S)NC3=O)c2OC)cc1,0.2569284522051559,5.271620263657693,0.0347430080366094,0.6958170706214942,0.25,0.6318564939561707,1,1.0,-2.1487964999999987,3,0.6226415094339622,False,COc1ccc(Oc2cccc(/C=C3/SC(=S)NC3=O)c2OC)cc1,5.12,5.45,-0.33,False,2.3,373.5,3.98,1,6,56.8,5,True,True,0.456,False
1524,CAND-01335,COC(=O)c1cnc(C)n1CCN([C@]1(C(=O)O)C[C@H]1c1ccccc1)S(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1,0.2568816608385629,6.70886370100254,0.4733204413742026,0.5641983992047099,1.0,0.2570103366334152,2,0.5,-2.773715699999999,0,0.7368421052631579,False,COC(=O)c1cnc(C)n1CCN([C@]1(C(=O)O)C[C@H]1c1ccccc1)S(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1,6.93,6.1,0.83,False,3.58,594.1,5.0,1,7,118.8,10,True,True,0.344,False
1525,CAND-01767,O=C(O)[C@@]1(N(CCn2nccn2)S(=O)(=O)c2ccc(-c3ccc(Cl)cc3)cc2)C[C@H]1c1ccc(C(F)(F)F)cc1,0.2567800549551497,6.6566531923524845,0.4573883102668283,0.6158226730364299,1.0,0.2828865159229511,2,0.5,-2.5286061,0,0.8064516129032258,False,O=C(O)[C@@]1(N(CCn2nccn2)S(=O)(=O)c2ccc(-c3ccc(Cl)cc3)cc2)C[C@H]1c1ccc(C(F)(F)F)cc1,6.64,6.03,0.61,False,3.68,591.0,5.32,1,6,105.4,9,False,True,0.468,False
1526,CAND-01749,COc1ccccc1[C@@H]1C[C@@]1(C(=O)O)N(CCn1nccn1)S(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1,0.2567667867802439,6.600022061944153,0.4401072184377527,0.5135430272312118,1.0,0.3115998811387049,2,0.5,-3.014225,0,0.7538461538461538,False,COc1ccccc1[C@@H]1C[C@@]1(C(=O)O)N(CCn1nccn1)S(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1,6.73,5.99,0.74,False,3.61,553.0,4.31,1,7,114.6,10,True,True,0.377,False
1527,CAND-00965,Cc1ccncc1CCN([C@]1(C(=O)O)C[C@H]1c1ccccc1)S(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1,0.2567439352133475,6.661967012415095,0.4590098320659347,0.7673182282257459,1.0,0.2799431813124255,2,0.5,-1.8093123999999976,0,0.746268656716418,False,Cc1ccncc1CCN([C@]1(C(=O)O)C[C@H]1c1ccccc1)S(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1,6.52,6.2,0.32,False,3.4,547.1,5.95,1,4,87.6,9,False,True,0.471,False
1528,CAND-00975,Cc1ccc([C@@H]2C[C@@]2(C(=O)O)N(CCc2cccnc2)S(=O)(=O)c2ccc(-c3ccc(Cl)cc3)cc2)cc1,0.2567439352133475,6.661967012415095,0.4590098320659347,0.7673182282257458,1.0,0.2799431813124255,2,0.5,-1.8093123999999985,0,0.873015873015873,False,Cc1ccc([C@@H]2C[C@@]2(C(=O)O)N(CCc2cccnc2)S(=O)(=O)c2ccc(-c3ccc(Cl)cc3)cc2)cc1,6.48,6.24,0.24,False,3.33,547.1,5.95,1,4,87.6,9,False,True,0.385,False
1529,CAND-00967,Cc1ccc(CCN([C@]2(C(=O)O)C[C@H]2c2ccccc2)S(=O)(=O)c2ccc(-c3ccc(Cl)cc3)cc2)cn1,0.2567439352133475,6.661967012415095,0.4590098320659347,0.7673182282257461,1.0,0.2799431813124255,2,0.5,-1.809312399999997,0,0.7846153846153846,False,Cc1ccc(CCN([C@]2(C(=O)O)C[C@H]2c2ccccc2)S(=O)(=O)c2ccc(-c3ccc(Cl)cc3)cc2)cn1,6.53,6.23,0.3,False,3.34,547.1,5.95,1,4,87.6,9,False,True,0.455,False
1530,CAND-00512,COc1c(OCc2ccc(Cl)cc2)ccc(/C=C2/SC(=S)NC2=O)c1C,0.2566030343866053,5.380357346653581,0.0679243255015578,0.764743181402931,0.25,0.5754695721194213,1,1.0,-1.821538599999999,3,0.6666666666666666,False,COc1c(OCc2ccc(Cl)cc2)ccc(/C=C2/SC(=S)NC2=O)c1C,5.46,5.39,0.07,False,2.49,405.9,4.72,1,5,47.6,5,True,True,0.354,False
1531,CAND-01330,COC(=O)c1cncn1CCN([C@]1(C(=O)O)C[C@H]1c1ccccc1)S(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1Cl,0.2565937055126936,6.739411351825685,0.4826421122508207,0.5895537497479177,1.0,0.2395545163332565,2,0.5,-2.6533296999999987,0,0.8133333333333334,False,COC(=O)c1cncn1CCN([C@]1(C(=O)O)C[C@H]1c1ccccc1)S(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1Cl,6.86,5.96,0.9,False,3.73,614.5,5.35,1,7,118.8,10,False,True,0.42,False
1532,CAND-01331,COC(=O)c1cncn1CCN([C@]1(C(=O)O)C[C@H]1c1ccccc1)S(=O)(=O)c1ccc(-c2ccc(Cl)cc2)c(Cl)c1,0.2565937055126936,6.739411351825685,0.4826421122508207,0.5895537497479177,1.0,0.2395545163332565,2,0.5,-2.6533296999999987,0,0.8513513513513513,False,COC(=O)c1cncn1CCN([C@]1(C(=O)O)C[C@H]1c1ccccc1)S(=O)(=O)c1ccc(-c2ccc(Cl)cc2)c(Cl)c1,6.85,5.97,0.88,False,3.7,614.5,5.35,1,7,118.8,10,False,True,0.422,False
1533,CAND-01328,COC(=O)c1cncn1CCN([C@]1(C(=O)O)C[C@H]1c1cccc(Cl)c1)S(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1,0.2565937055126936,6.739411351825685,0.4826421122508207,0.5895537497479177,1.0,0.2395545163332565,2,0.5,-2.6533296999999987,0,0.875,False,COC(=O)c1cncn1CCN([C@]1(C(=O)O)C[C@H]1c1cccc(Cl)c1)S(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1,6.86,6.11,0.75,False,3.67,614.5,5.35,1,7,118.8,10,False,True,0.409,False
1534,CAND-01332,COC(=O)c1cncn1CCN([C@]1(C(=O)O)C[C@H]1c1ccccc1)S(=O)(=O)c1ccc(-c2ccc(Cl)cc2Cl)cc1,0.2565937055126936,6.739411351825685,0.4826421122508207,0.5895537497479177,1.0,0.2395545163332565,2,0.5,-2.6533296999999987,0,0.8513513513513513,False,COC(=O)c1cncn1CCN([C@]1(C(=O)O)C[C@H]1c1ccccc1)S(=O)(=O)c1ccc(-c2ccc(Cl)cc2Cl)cc1,6.88,6.08,0.8,False,3.68,614.5,5.35,1,7,118.8,10,False,True,0.466,False
1535,CAND-01378,COC(=O)c1cncn1CCN([C@]1(C(=O)O)C[C@H]1c1ccccc1)S(=O)(=O)c1ccc(-c2ccc(Cl)c(C#N)c2)cc1,0.256470695037283,6.698556963856347,0.4701753219002091,0.4847785440144991,1.0,0.2595124304148711,2,0.5,-3.1507973999999987,0,0.7848101265822784,False,COC(=O)c1cncn1CCN([C@]1(C(=O)O)C[C@H]1c1ccccc1)S(=O)(=O)c1ccc(-c2ccc(Cl)c(C#N)c2)cc1,6.66,5.95,0.71,False,3.8,605.1,4.56,1,8,142.6,10,True,False,0.689,False
1536,CAND-01351,COC(=O)c1cncn1CCN([C@]1(C(=O)O)C[C@H]1c1ccccc1)S(=O)(=O)c1ccc(-c2ccc(Cl)c(OC)c2)cc1,0.256423264547055,6.731555710676423,0.4802449491516944,0.498808928690841,1.0,0.2424135150608762,2,0.5,-3.084181799999999,0,0.8157894736842105,False,COC(=O)c1cncn1CCN([C@]1(C(=O)O)C[C@H]1c1ccccc1)S(=O)(=O)c1ccc(-c2ccc(Cl)c(OC)c2)cc1,6.72,5.96,0.76,False,3.69,610.1,4.7,1,8,128.0,11,True,False,0.662,False
1537,CAND-01388,COc1ccc(Oc2cc(/C=C3/SC(=S)NC3=O)ccc2O)cc1,0.2563538530905609,5.249644553188855,0.0280370802565538,0.6685284025061327,0.25,0.6411177098742802,1,1.0,-2.2783618000000003,3,0.6730769230769231,False,COc1ccc(Oc2cc(/C=C3/SC(=S)NC3=O)ccc2O)cc1,5.1,6.29,-1.19,False,2.28,359.4,3.68,2,6,67.8,4,True,True,0.411,False
1538,CAND-01386,COc1ccc(Oc2cccc(/C=C3/SC(=S)NC3=O)c2)cc1O,0.2563538530905609,5.249644553188855,0.0280370802565538,0.6685284025061329,0.25,0.6411177098742802,1,1.0,-2.2783617999999994,3,0.7647058823529411,False,COc1ccc(Oc2cccc(/C=C3/SC(=S)NC3=O)c2)cc1O,5.09,6.36,-1.27,False,2.34,359.4,3.68,2,6,67.8,4,True,True,0.397,False
1539,CAND-00728,COc1cc(C(F)(F)F)ccc1OCC(=O)NNC(=S)NCc1ccc(-c2ccccc2)cc1,0.2562561364663153,5.520274365034524,0.1106202566203162,0.6170449262076652,0.5,0.3364866938538575,1,1.0,-2.5228029,2,0.7068965517241379,False,COc1cc(C(F)(F)F)ccc1OCC(=O)NNC(=S)NCc1ccc(-c2ccccc2)cc1,5.59,5.77,-0.18,False,2.18,489.5,4.46,3,4,71.6,7,True,True,0.472,False
1540,CAND-01374,COC(=O)c1cncn1CCN([C@]1(C(=O)O)C[C@H]1c1ccc(C#N)cc1)S(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1,0.256175584783948,6.694688590860763,0.4689948808868693,0.4847785440144989,1.0,0.2595124304148709,2,0.5,-3.1507974,0,0.8266666666666667,False,COC(=O)c1cncn1CCN([C@]1(C(=O)O)C[C@H]1c1ccc(C#N)cc1)S(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1,6.77,5.96,0.81,False,3.73,605.1,4.56,1,8,142.6,10,True,False,0.44,False
1541,CAND-00508,COc1cc(/C=C2/SC(=S)NC2=O)c(Cl)cc1OCc1ccc(Cl)cc1,0.2561683628868619,5.4580016638040245,0.0916176292553054,0.7900985319461387,0.25,0.5345318275306974,1,1.0,-1.7011526,3,0.7368421052631579,False,COc1cc(/C=C2/SC(=S)NC2=O)c(Cl)cc1OCc1ccc(Cl)cc1,5.43,5.38,0.05,False,2.35,426.3,5.07,1,5,47.6,5,True,True,0.336,False
1542,CAND-01356,COC(=O)c1cncn1CCN([C@]1(C(=O)O)C[C@H]1c1ccc(O)cc1)S(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1,0.2558396149701491,6.694688590860763,0.4689948808868693,0.4715202605754795,1.0,0.2572726316562119,2,0.5,-3.2137471000000004,0,0.8732394366197183,False,COC(=O)c1cncn1CCN([C@]1(C(=O)O)C[C@H]1c1ccc(O)cc1)S(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1,6.77,5.92,0.85,False,3.68,596.1,4.4,2,8,139.0,10,True,True,0.449,False
1543,CAND-01352,COC(=O)c1c(O)ncn1CCN([C@]1(C(=O)O)C[C@H]1c1ccccc1)S(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1,0.2558396149701491,6.694688590860763,0.4689948808868693,0.4715202605754797,1.0,0.2572726316562119,2,0.5,-3.2137470999999995,0,0.7368421052631579,False,COC(=O)c1c(O)ncn1CCN([C@]1(C(=O)O)C[C@H]1c1ccccc1)S(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1,6.91,5.99,0.92,False,3.69,596.1,4.4,2,8,139.0,10,True,True,0.41,False
1544,CAND-01338,COC(=O)c1cncn1CCN([C@]1(C(=O)O)C[C@H]1c1ccc(C)cc1)S(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1,0.2558002707167296,6.694688590860763,0.4689948808868693,0.5641983992047097,1.0,0.2570103366334152,2,0.5,-2.7737157,0,0.8732394366197183,False,COC(=O)c1cncn1CCN([C@]1(C(=O)O)C[C@H]1c1ccc(C)cc1)S(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1,6.81,6.08,0.73,False,3.63,594.1,5.0,1,7,118.8,10,True,True,0.343,False
1545,CAND-00518,COc1cc(OCc2ccc(Cl)cc2)c(OC)cc1/C=C1/SC(=S)NC1=O,0.2557475385485305,5.425080107618502,0.0815715568655092,0.6993537108890622,0.25,0.5498725337192528,1,1.0,-2.132004699999999,3,0.75,False,COc1cc(OCc2ccc(Cl)cc2)c(OC)cc1/C=C1/SC(=S)NC1=O,5.34,5.43,-0.09,False,2.32,421.9,4.43,1,6,56.8,6,True,True,0.36,False
1546,CAND-00519,COc1cc(/C=C2/SC(=S)NC2=O)cc(OC)c1OCc1ccc(Cl)cc1,0.2557475385485305,5.425080107618502,0.0815715568655092,0.6993537108890622,0.25,0.5498725337192528,1,1.0,-2.132004699999999,3,0.7962962962962963,False,COc1cc(/C=C2/SC(=S)NC2=O)cc(OC)c1OCc1ccc(Cl)cc1,5.35,5.42,-0.07,False,2.3,421.9,4.43,1,6,56.8,6,True,True,0.358,False
1547,CAND-00976,COc1ccncc1CCN([C@]1(C(=O)O)C[C@H]1c1ccccc1)S(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1,0.2554318159659389,6.668267522733688,0.4609324441805187,0.7019287577118771,1.0,0.2679913661387281,2,0.5,-2.1197784999999976,0,0.7142857142857143,False,COc1ccncc1CCN([C@]1(C(=O)O)C[C@H]1c1ccccc1)S(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1,6.72,6.17,0.55,False,3.41,563.1,5.65,1,5,96.8,10,False,True,0.435,False
1548,CAND-00986,COc1ccc([C@@H]2C[C@@]2(C(=O)O)N(CCc2cccnc2)S(=O)(=O)c2ccc(-c3ccc(Cl)cc3)cc2)cc1,0.2554318159659389,6.668267522733688,0.4609324441805187,0.7019287577118771,1.0,0.2679913661387281,2,0.5,-2.1197784999999976,0,0.8333333333333334,False,COc1ccc([C@@H]2C[C@@]2(C(=O)O)N(CCc2cccnc2)S(=O)(=O)c2ccc(-c3ccc(Cl)cc3)cc2)cc1,6.68,6.19,0.49,False,3.34,563.1,5.65,1,5,96.8,10,False,True,0.386,False
1549,CAND-00979,COc1ncccc1CCN([C@]1(C(=O)O)C[C@H]1c1ccccc1)S(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1,0.2554318159659389,6.668267522733688,0.4609324441805187,0.7019287577118771,1.0,0.2679913661387281,2,0.5,-2.1197784999999976,0,0.7101449275362319,False,COc1ncccc1CCN([C@]1(C(=O)O)C[C@H]1c1ccccc1)S(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1,6.75,6.11,0.64,False,3.42,563.1,5.65,1,5,96.8,10,False,True,0.458,False
1550,CAND-00978,COc1ccc(CCN([C@]2(C(=O)O)C[C@H]2c2ccccc2)S(=O)(=O)c2ccc(-c3ccc(Cl)cc3)cc2)cn1,0.2554318159659389,6.668267522733688,0.4609324441805187,0.7019287577118771,1.0,0.2679913661387281,2,0.5,-2.1197784999999976,0,0.7246376811594203,False,COc1ccc(CCN([C@]2(C(=O)O)C[C@H]2c2ccccc2)S(=O)(=O)c2ccc(-c3ccc(Cl)cc3)cc2)cn1,6.77,6.22,0.55,False,3.38,563.1,5.65,1,5,96.8,10,False,True,0.404,False
1551,CAND-00537,O=C1NC(=S)S/C1=C/c1ccc(OCc2ccc(Cl)cc2)c(OCF)c1,0.2552558821397889,5.416646753130627,0.0789981034966415,0.757973842408912,0.25,0.5525227679715605,1,1.0,-1.853679099999999,3,0.8148148148148148,False,O=C1NC(=S)S/C1=C/c1ccc(OCc2ccc(Cl)cc2)c(OCF)c1,5.4,5.41,-0.01,False,2.43,409.9,4.71,1,5,47.6,6,True,True,0.309,False
1552,CAND-01733,O=C(O)[C@@]1(N(CCn2nccn2)S(=O)(=O)c2ccc(-c3ccc(Cl)cc3)cc2)C[C@H]1c1ccccc1Cl,0.2552354741276011,6.578657739526635,0.4335878568269029,0.6042878482882886,1.0,0.3122567328058357,2,0.5,-2.5833728999999988,0,0.8166666666666667,False,O=C(O)[C@@]1(N(CCn2nccn2)S(=O)(=O)c2ccc(-c3ccc(Cl)cc3)cc2)C[C@H]1c1ccccc1Cl,6.63,6.19,0.44,False,3.62,557.5,4.95,1,6,105.4,9,True,True,0.288,False
1553,CAND-01760,O=C(O)[C@@]1(N(CCn2ncc(C(F)(F)F)n2)S(=O)(=O)c2ccc(-c3ccc(Cl)cc3)cc2)C[C@H]1c1ccccc1,0.2551505976426515,6.635293891569501,0.4508704810168353,0.6158226730364302,1.0,0.2828865159229511,2,0.5,-2.528606099999998,0,0.765625,False,O=C(O)[C@@]1(N(CCn2ncc(C(F)(F)F)n2)S(=O)(=O)c2ccc(-c3ccc(Cl)cc3)cc2)C[C@H]1c1ccccc1,6.71,6.05,0.66,False,3.7,591.0,5.32,1,6,105.4,9,False,True,0.434,False
1554,CAND-01774,N#Cc1cccc([C@@H]2C[C@@]2(C(=O)O)N(CCn2nccn2)S(=O)(=O)c2ccc(-c3ccc(Cl)cc3)cc2)c1,0.2549139964364475,6.534341884380022,0.4200647935090644,0.4995126425548698,1.0,0.3326519870612094,2,0.5,-3.0808406,0,0.7846153846153846,False,N#Cc1cccc([C@@H]2C[C@@]2(C(=O)O)N(CCn2nccn2)S(=O)(=O)c2ccc(-c3ccc(Cl)cc3)cc2)c1,6.62,5.95,0.67,False,3.69,548.0,4.17,1,7,129.2,9,True,True,0.384,False
1555,CAND-00184,N#Cc1cc(Oc2cccc(/C=C3/SC(=S)N(C(C(=O)O)c4ccccc4)C3=O)c2)cc(Cl)c1Cl,0.2548643782888912,5.959954277021787,0.2447893766725963,0.8836899695184397,0.25,0.2748989665086433,1,1.0,-1.256784899999999,3,0.7611940298507462,False,N#Cc1cc(Oc2cccc(/C=C3/SC(=S)N(C(C(=O)O)c4ccccc4)C3=O)c2)cc(Cl)c1Cl,5.94,6.05,-0.11,False,3.17,541.4,6.68,1,6,90.6,6,False,True,0.634,False
1556,CAND-00183,N#Cc1cc(Cl)c(Cl)cc1Oc1cccc(/C=C2/SC(=S)N(C(C(=O)O)c3ccccc3)C2=O)c1,0.2548643782888911,5.959954277021787,0.2447893766725963,0.88368996951844,0.25,0.2748989665086432,1,1.0,-1.256784899999997,3,0.746268656716418,False,N#Cc1cc(Cl)c(Cl)cc1Oc1cccc(/C=C2/SC(=S)N(C(C(=O)O)c3ccccc3)C2=O)c1,5.93,6.06,-0.13,False,3.07,541.4,6.68,1,6,90.6,6,False,True,0.633,False
1557,CAND-01757,O=C(O)[C@@]1(N(CCn2nccn2)S(=O)(=O)c2ccc(-c3ccc(Cl)cc3)cc2)C[C@H]1c1ccccc1O,0.2548311796548469,6.539253449158074,0.4215635663808396,0.4862543591158505,1.0,0.3296019203975801,2,0.5,-3.1437903,0,0.8032786885245902,False,O=C(O)[C@@]1(N(CCn2nccn2)S(=O)(=O)c2ccc(-c3ccc(Cl)cc3)cc2)C[C@H]1c1ccccc1O,6.59,5.71,0.88,False,3.66,539.0,4.01,2,7,125.6,9,True,True,0.325,False
1558,CAND-00521,COc1cc(COc2ccc(/C=C3/SC(=S)NC3=O)cc2OC)ccc1Cl,0.2545489569989673,5.41722446646924,0.079174393766383,0.6993537108890621,0.25,0.5498725337192528,1,1.0,-2.1320046999999995,3,0.8333333333333334,False,COc1cc(COc2ccc(/C=C3/SC(=S)NC3=O)cc2OC)ccc1Cl,5.24,5.48,-0.24,False,2.3,421.9,4.43,1,6,56.8,6,True,True,0.377,False
