rank,id,smiles,fitness,pred_pIC50,affinity_norm,permeability_norm,safety_norm,druglikeness_qed,n_chelators,chelator_penalty,logKp_cm_h,struct_alerts,applicability_tanimoto,is_hit,canon,pIC50_adamts5,pIC50_adamts4,selectivity,pareto,sa_score,MW,cLogP,HBD,HBA,TPSA,rotB,lipinski_ok,veber_ok,pred_uncertainty,developable
1,CAND-01062,COc1c(C2CCN(C(=O)[C@@H](C)C[C@@]3(C)NC(=O)NC3=O)CC2)cc(Cl)c(F)c1OC,0.6946457135550621,7.463583534107144,0.7036245629247501,0.4166666578909538,0.75,0.6427781069756232,1,1.0,-3.474189400000001,1,0.7575757575757576,True,COc1c(C2CCN(C(=O)[C@@H](C)C[C@@]3(C)NC(=O)NC3=O)CC2)cc(Cl)c(F)c1OC,7.31,7.38,-0.07,False,3.77,455.9,2.83,2,5,97.0,6,True,True,0.286,True
2,CAND-01024,COc1cc(N2CCN(C(=O)[C@@H](C)C[C@@]3(C4CC4)NC(=O)NC3=O)CC2)cc(F)c1O,0.6931307954156455,7.57594622964242,0.7379122426109372,0.2014146308329747,0.75,0.5805822470339229,1,1.0,-4.4961958000000015,1,0.7313432835820896,True,COc1cc(N2CCN(C(=O)[C@@H](C)C[C@@]3(C4CC4)NC(=O)NC3=O)CC2)cc(F)c1O,7.58,7.52,0.06,True,3.64,434.5,1.2,3,6,111.2,6,True,True,0.424,True
3,CAND-01063,COc1c(C2CCN(C(=O)[C@@H](C)C[C@@]3(C)NC(=O)NC3=O)CC2)cc(Cl)c(F)c1O,0.6843262338280158,7.463583534107144,0.7036245629247501,0.3893779897755925,0.75,0.6083798412188025,1,1.0,-3.603754700000001,1,0.7352941176470589,True,COc1c(C2CCN(C(=O)[C@@H](C)C[C@@]3(C)NC(=O)NC3=O)CC2)cc(Cl)c(F)c1O,7.34,7.36,-0.02,False,3.86,441.9,2.52,3,5,108.0,5,True,True,0.337,True
4,CAND-01023,COc1cc(F)cc(N2CCN(C(=O)[C@@H](C)C[C@@]3(C4CC4)NC(=O)NC3=O)CC2)c1OC,0.673223841779154,7.380420206071806,0.6782471230215059,0.2287032989483358,0.75,0.6136676008946699,1,1.0,-4.366630500000002,1,0.7058823529411765,True,COc1cc(F)cc(N2CCN(C(=O)[C@@H](C)C[C@@]3(C4CC4)NC(=O)NC3=O)CC2)c1OC,7.49,7.57,-0.08,False,3.61,448.5,1.51,2,6,100.2,7,True,True,0.352,True
5,CAND-01025,COc1cc(F)cc(N2CCN(C(=O)[C@@H](C)C[C@@]3(C4CC4)NC(=O)NC3=O)CC2)c1O,0.6695488066742575,7.421387166718583,0.6907482651281612,0.2014146308329745,0.75,0.5805822470339229,1,1.0,-4.496195800000002,1,0.7313432835820896,True,COc1cc(F)cc(N2CCN(C(=O)[C@@H](C)C[C@@]3(C4CC4)NC(=O)NC3=O)CC2)c1O,7.6,7.59,0.01,True,3.67,434.5,1.2,3,6,111.2,6,True,True,0.323,True
6,CAND-00726,COc1c(N2CCN(C(=O)[C@@H](C)C[C@@]3(c4ccccn4)NC(=O)NC3=O)CC2)cc(F)c(F)c1OC,0.6689447488875757,7.469322780604454,0.7053759043695453,0.2000174390961154,0.75,0.5541893223426769,1,1.0,-4.502829600000002,1,0.7567567567567568,True,COc1c(N2CCN(C(=O)[C@@H](C)C[C@@]3(c4ccccn4)NC(=O)NC3=O)CC2)cc(F)c(F)c1OC,7.6,7.4,0.2,False,3.82,503.5,1.79,2,7,113.1,7,True,True,0.338,True
7,CAND-01428,COc1c(N2CCN(C(=O)[C@@H](C)C[C@@]3(C)NC(=O)NC3=O)C[C@@H]2C)cc(F)c(F)c1OC,0.6677546294120438,7.30387187201946,0.6548882604916009,0.241583187700382,0.75,0.6343683305541445,1,1.0,-4.305477400000003,1,0.7352941176470589,True,COc1c(N2CCN(C(=O)[C@@H](C)C[C@@]3(C)NC(=O)NC3=O)C[C@@H]2C)cc(F)c(F)c1OC,7.28,7.31,-0.03,False,4.06,454.5,1.64,2,6,100.2,6,True,True,0.317,True
8,CAND-00589,CC[C@]1(C[C@H](C)C(=O)N2CCN(c3cc(F)c(F)c(OC)c3OC)CC2)NC(=O)NC1=O,0.6605520301257989,7.308405232836264,0.6562716237408357,0.2418224487292151,0.75,0.60805406085127,1,1.0,-4.304341400000002,1,0.7230769230769231,True,CC[C@]1(C[C@H](C)C(=O)N2CCN(c3cc(F)c(F)c(OC)c3OC)CC2)NC(=O)NC1=O,7.42,7.26,0.16,True,3.77,454.5,1.64,2,6,100.2,7,True,True,0.337,True
9,CAND-00727,COc1c(O)c(N2CCN(C(=O)[C@@H](C)C[C@@]3(c4ccccn4)NC(=O)NC3=O)CC2)cc(F)c1F,0.6603083585409477,7.469322780604454,0.7053759043695453,0.1727287709807542,0.75,0.5254013545205833,1,1.0,-4.632394900000001,1,0.7368421052631579,True,COc1c(O)c(N2CCN(C(=O)[C@@H](C)C[C@@]3(c4ccccn4)NC(=O)NC3=O)CC2)cc(F)c1F,7.61,7.25,0.36,False,3.88,489.5,1.48,3,7,124.1,6,True,True,0.303,True
10,CAND-00642,COc1c(N2CCN(C(=O)[C@@H](C)C[C@@]3(C4CC4)NC(=O)NC3=O)C[C@@H]2C)cc(F)c(F)c1OC,0.6555869181506058,7.331577949644263,0.6633428201693867,0.2664653237369158,0.75,0.5797183602197078,1,1.0,-4.187338200000002,1,0.7464788732394366,True,COc1c(N2CCN(C(=O)[C@@H](C)C[C@@]3(C4CC4)NC(=O)NC3=O)C[C@@H]2C)cc(F)c(F)c1OC,7.38,7.55,-0.17,False,4.13,480.5,2.03,2,6,100.2,7,True,True,0.327,True
11,CAND-01429,COc1c(O)c(N2CCN(C(=O)[C@@H](C)C[C@@]3(C)NC(=O)NC3=O)C[C@@H]2C)cc(F)c1F,0.6521968157820501,7.276826415138539,0.6466352904281649,0.214294519585021,0.75,0.5962639018932256,1,1.0,-4.435042700000001,1,0.7142857142857143,True,COc1c(O)c(N2CCN(C(=O)[C@@H](C)C[C@@]3(C)NC(=O)NC3=O)C[C@@H]2C)cc(F)c1F,7.33,7.31,0.02,False,4.15,440.4,1.34,3,6,111.2,5,True,True,0.332,True
12,CAND-00590,CC[C@]1(C[C@H](C)C(=O)N2CCN(c3cc(F)c(F)c(OC)c3O)CC2)NC(=O)NC1=O,0.6509626621347748,7.308405232836264,0.6562716237408357,0.2145337806138539,0.75,0.5760895008811899,1,1.0,-4.433906700000001,1,0.7014925373134329,True,CC[C@]1(C[C@H](C)C(=O)N2CCN(c3cc(F)c(F)c(OC)c3O)CC2)NC(=O)NC1=O,7.49,7.27,0.22,False,3.85,440.4,1.34,3,6,111.2,6,True,True,0.276,True
13,CAND-00192,COc1c(N2CCN(C(=O)[C@@H](C)C[C@@]3(C)NC(=O)NC3=O)C[C@@H]2C)cc(C)c(Cl)c1OC,0.6504896795793618,7.211133998900382,0.6265891308459709,0.3277611770547407,0.75,0.6239837138545877,1,1.0,-3.8963084000000014,1,0.7428571428571429,True,COc1c(N2CCN(C(=O)[C@@H](C)C[C@@]3(C)NC(=O)NC3=O)C[C@@H]2C)cc(C)c(Cl)c1OC,7.2,7.19,0.01,False,4.06,467.0,2.33,2,6,100.2,6,True,True,0.218,True
14,CAND-00391,O=C(O)CCCc1sc(/C=C2\NC(=O)CS2)nc1-c1ccccc1F,0.6464734389991329,6.503073473262528,0.4105231813255435,0.619565360015712,1.0,0.804039494454537,1,1.0,-2.5108359999999994,0,0.7758620689655172,False,O=C(O)CCCc1sc(/C=C2\NC(=O)CS2)nc1-c1ccccc1F,6.44,5.42,1.02,False,3.0,378.5,3.52,2,5,79.3,6,True,True,0.503,True
15,CAND-00193,COc1c(O)c(N2CCN(C(=O)[C@@H](C)C[C@@]3(C)NC(=O)NC3=O)C[C@@H]2C)cc(C)c1Cl,0.6463272998163961,7.252100959547159,0.6390902729526263,0.3004725089393794,0.75,0.5892738778002764,1,1.0,-4.025873700000002,1,0.7222222222222222,True,COc1c(O)c(N2CCN(C(=O)[C@@H](C)C[C@@]3(C)NC(=O)NC3=O)C[C@@H]2C)cc(C)c1Cl,7.22,7.18,0.04,False,4.16,452.9,2.02,3,6,111.2,5,True,True,0.226,True
16,CAND-00392,O=C(O)CCCc1sc(/C=C2\NC(=O)CS2)nc1-c1cccc(F)c1,0.6428617156669062,6.4794018236874695,0.4032997346610901,0.6195653600157119,1.0,0.804039494454537,1,1.0,-2.510836,0,0.8103448275862069,False,O=C(O)CCCc1sc(/C=C2\NC(=O)CS2)nc1-c1cccc(F)c1,6.5,5.42,1.08,True,2.99,378.5,3.52,2,5,79.3,6,True,True,0.623,True
17,CAND-01022,COc1cc(N2CCN(C(=O)[C@@H](C)C[C@@]3(C4CC4)NC(=O)NC3=O)CC2)cc(F)c1OC,0.6427857539632748,7.508631225478735,0.7173709473897475,0.2287032989483358,0.5,0.6136676008946699,1,1.0,-4.366630500000002,2,0.7313432835820896,True,COc1cc(N2CCN(C(=O)[C@@H](C)C[C@@]3(C4CC4)NC(=O)NC3=O)CC2)cc(F)c1OC,7.52,7.58,-0.06,True,3.61,448.5,1.51,2,6,100.2,7,True,True,0.311,False
18,CAND-01189,COc1c(C2CCN(C(=O)CC[C@@]3(C)NC(=O)NC3=O)CC2)cc(Cl)c(F)c1OC,0.6410272179409111,7.075905792588001,0.5853239992069663,0.3979016639277665,0.75,0.6612173944580931,1,1.0,-3.5632847000000014,1,0.7230769230769231,True,COc1c(C2CCN(C(=O)CC[C@@]3(C)NC(=O)NC3=O)CC2)cc(Cl)c(F)c1OC,7.14,7.25,-0.11,False,3.35,441.9,2.58,2,5,97.0,6,True,True,0.393,True
19,CAND-01287,O=C(O)CCc1sc(/C=C2\NC(=O)CS2)nc1-c1cc(F)ccn1,0.640288106700571,6.380261056808836,0.3730467504087646,0.487511995960364,1.0,0.8458824383206289,1,1.0,-3.1378191,0,0.7540983606557377,False,O=C(O)CCc1sc(/C=C2\NC(=O)CS2)nc1-c1cc(F)ccn1,6.48,5.18,1.3,True,3.33,365.4,2.52,2,6,92.2,5,True,True,0.541,True
20,CAND-00643,COc1c(O)c(N2CCN(C(=O)[C@@H](C)C[C@@]3(C4CC4)NC(=O)NC3=O)C[C@@H]2C)cc(F)c1F,0.6402482121961154,7.287473317749264,0.6498842120086545,0.2391766556215544,0.75,0.551020353972627,1,1.0,-4.316903500000002,1,0.726027397260274,True,COc1c(O)c(N2CCN(C(=O)[C@@H](C)C[C@@]3(C4CC4)NC(=O)NC3=O)C[C@@H]2C)cc(F)c1F,7.39,7.53,-0.14,False,4.21,466.5,1.73,3,6,111.2,6,True,True,0.301,True
21,CAND-01288,O=C(O)CCc1sc(/C=C2\NC(=O)CS2)nc1-c1ccc(F)cn1,0.6392240805029799,6.373287306891915,0.3709186980135825,0.487511995960364,1.0,0.8458824383206289,1,1.0,-3.1378191,0,0.8,False,O=C(O)CCc1sc(/C=C2\NC(=O)CS2)nc1-c1ccc(F)cn1,6.42,5.21,1.21,False,3.24,365.4,2.52,2,6,92.2,5,True,True,0.505,True
22,CAND-01286,O=C(O)CCc1sc(/C=C2\NC(=O)CS2)nc1-c1ncccc1F,0.6392240805029799,6.373287306891915,0.3709186980135825,0.487511995960364,1.0,0.8458824383206289,1,1.0,-3.1378191,0,0.7377049180327869,False,O=C(O)CCc1sc(/C=C2\NC(=O)CS2)nc1-c1ncccc1F,6.41,5.19,1.22,False,3.25,365.4,2.52,2,6,92.2,5,True,True,0.447,True
23,CAND-00393,O=C(O)CCCc1sc(/C=C2\NC(=O)CS2)nc1-c1ccc(F)cc1,0.637530008984341,6.444457205670765,0.3926363212959597,0.6195653600157119,1.0,0.804039494454537,1,1.0,-2.510836,0,0.8363636363636363,False,O=C(O)CCCc1sc(/C=C2\NC(=O)CS2)nc1-c1ccc(F)cc1,6.35,5.4,0.95,False,2.93,378.5,3.52,2,5,79.3,6,True,True,0.776,True
24,CAND-01708,COC[C@]1(C[C@H](C)C(=O)N2CCN(c3cc(F)c(F)c(OC)c3OC)CC2)NC(=O)NC1=O,0.632265820005375,7.250579883672532,0.6386261138994889,0.1070801782452541,0.75,0.5431758768521017,1,1.0,-4.944091300000001,1,0.7272727272727273,True,COC[C@]1(C[C@H](C)C(=O)N2CCN(c3cc(F)c(F)c(OC)c3OC)CC2)NC(=O)NC1=O,7.42,7.37,0.05,False,3.86,470.5,0.88,2,7,109.4,8,True,True,0.37,True
25,CAND-01190,COc1c(O)c(C2CCN(C(=O)CC[C@@]3(C)NC(=O)NC3=O)CC2)cc(Cl)c1F,0.6300553773142098,7.075905792588001,0.5853239992069663,0.3706129958124052,0.75,0.6246445923690889,1,1.0,-3.692850000000001,1,0.7014925373134329,True,COc1c(O)c(C2CCN(C(=O)CC[C@@]3(C)NC(=O)NC3=O)CC2)cc(Cl)c1F,7.1,7.24,-0.14,False,3.43,427.9,2.28,3,5,108.0,5,True,True,0.383,True
26,CAND-00640,COC[C@]1(C[C@H](C)C(=O)N2CCN(c3cc(F)c(Cl)c(OC)c3OC)[C@@H](C)C2)NC(=O)NC1=O,0.6297105112693748,7.272402284102766,0.6452852588440908,0.2029210275376594,0.75,0.5235596061577648,1,1.0,-4.489043500000002,1,0.782608695652174,True,COC[C@]1(C[C@H](C)C(=O)N2CCN(c3cc(F)c(Cl)c(OC)c3OC)[C@@H](C)C2)NC(=O)NC1=O,7.26,7.37,-0.11,False,4.25,501.0,1.78,2,7,109.4,8,True,True,0.277,True
27,CAND-00538,COC[C@]1(C[C@H](C)C(=O)N2CCN(c3cc(F)c(F)c(OC)c3OC)[C@@H](C)C2)NC(=O)NC1=O,0.6276020077500097,7.235859454491762,0.6341341483215095,0.1471543575888762,0.75,0.5351164452975166,1,1.0,-4.753821000000002,1,0.7464788732394366,True,COC[C@]1(C[C@H](C)C(=O)N2CCN(c3cc(F)c(F)c(OC)c3OC)[C@@H](C)C2)NC(=O)NC1=O,7.21,7.33,-0.12,False,4.22,484.5,1.27,2,7,109.4,8,True,True,0.254,True
28,CAND-00394,O=C(O)CCCc1sc(/C=C2\NC(=O)CS2)nc1-c1ccccc1Cl,0.6271605486345859,6.4381409348544345,0.3907088998369973,0.6753320299644952,1.0,0.7726869957202908,1,1.0,-2.2460585,0,0.7758620689655172,False,O=C(O)CCCc1sc(/C=C2\NC(=O)CS2)nc1-c1ccccc1Cl,6.35,5.49,0.86,False,2.99,394.9,4.03,2,5,79.3,6,True,True,0.525,True
29,CAND-00395,O=C(O)CCCc1sc(/C=C2\NC(=O)CS2)nc1-c1cccc(Cl)c1,0.6265104973812147,6.433880424272594,0.3894087973302549,0.6753320299644952,1.0,0.7726869957202908,1,1.0,-2.2460585,0,0.8103448275862069,False,O=C(O)CCCc1sc(/C=C2\NC(=O)CS2)nc1-c1cccc(Cl)c1,6.43,5.54,0.89,False,2.98,394.9,4.03,2,5,79.3,6,True,True,0.619,True
30,CAND-01710,COC[C@]1(C[C@H](C)C(=O)N2CCC(c3ccc(Cl)c(OC)c3OC)CC2)NC(=O)NC1=O,0.6259730576104792,7.160213377298209,0.6110506111032801,0.3245499823344902,0.75,0.5681591735294637,1,1.0,-3.9115550000000017,1,0.746268656716418,True,COC[C@]1(C[C@H](C)C(=O)N2CCC(c3ccc(Cl)c(OC)c3OC)CC2)NC(=O)NC1=O,7.26,7.35,-0.09,False,3.8,468.0,2.31,2,6,106.2,8,True,True,0.193,True
31,CAND-01711,COC[C@]1(C[C@H](C)C(=O)N2CCC(c3ccc(Cl)c(O)c3OC)CC2)NC(=O)NC1=O,0.624833995353204,7.201180337944987,0.6235517532099354,0.297261314219129,0.75,0.5435270624941213,1,1.0,-4.041120300000001,1,0.7246376811594203,True,COC[C@]1(C[C@H](C)C(=O)N2CCC(c3ccc(Cl)c(O)c3OC)CC2)NC(=O)NC1=O,7.28,7.35,-0.07,False,3.87,453.9,2.01,3,6,117.2,7,True,True,0.211,True
32,CAND-00641,COC[C@]1(C[C@H](C)C(=O)N2CCN(c3cc(F)c(Cl)c(OC)c3O)[C@@H](C)C2)NC(=O)NC1=O,0.6245031208110177,7.286323787868622,0.6495334308873102,0.1756323594222982,0.75,0.4991213512245418,1,1.0,-4.618608800000001,1,0.7605633802816901,True,COC[C@]1(C[C@H](C)C(=O)N2CCN(c3cc(F)c(Cl)c(OC)c3O)[C@@H](C)C2)NC(=O)NC1=O,7.26,7.23,0.03,False,4.34,486.9,1.48,3,7,120.4,7,True,True,0.28,True
33,CAND-01291,O=C(O)CCc1sc(/C=C2\NC(=O)CS2)nc1-c1cc(Cl)ccn1,0.6228109131081224,6.303755432897574,0.349700920955628,0.5432786659091471,1.0,0.826534842101028,1,1.0,-2.8730416,0,0.7540983606557377,False,O=C(O)CCc1sc(/C=C2\NC(=O)CS2)nc1-c1cc(Cl)ccn1,6.38,5.27,1.11,False,3.28,381.9,3.04,2,6,92.2,5,True,True,0.547,True
34,CAND-00000,COC[C@]1(C[C@H](C)C(=O)N2CCN(c3cc(C)c(Cl)c(OC)c3OC)[C@@H](C)C2)NC(=O)NC1=O,0.622069943648767,7.211133998900382,0.6265891308459709,0.2333323469432348,0.75,0.5292512607526052,1,1.0,-4.344652000000002,1,0.7534246575342466,True,COC[C@]1(C[C@H](C)C(=O)N2CCN(c3cc(C)c(Cl)c(OC)c3OC)[C@@H](C)C2)NC(=O)NC1=O,7.2,7.3,-0.1,False,4.22,497.0,1.95,2,7,109.4,8,True,True,0.214,True
35,CAND-00396,O=C(O)CCCc1sc(/C=C2\NC(=O)CS2)nc1-c1ccc(Cl)cc1,0.6211787906986495,6.398935806255889,0.3787453839651245,0.6753320299644952,1.0,0.7726869957202908,1,1.0,-2.2460585,0,0.8363636363636363,False,O=C(O)CCCc1sc(/C=C2\NC(=O)CS2)nc1-c1ccc(Cl)cc1,6.24,5.49,0.75,False,2.92,394.9,4.03,2,5,79.3,6,True,True,0.676,True
36,CAND-00409,N#Cc1ccccc1-c1nc(/C=C2\NC(=O)CS2)sc1CCCC(=O)O,0.6200650056051402,6.355406885961718,0.3654624552402296,0.5705568242310762,1.0,0.7911125932834179,1,1.0,-2.7435262,0,0.7377049180327869,False,N#Cc1ccccc1-c1nc(/C=C2\NC(=O)CS2)sc1CCCC(=O)O,6.34,5.33,1.01,False,3.14,385.5,3.25,2,6,103.1,6,True,True,0.481,True
37,CAND-00400,COc1ccccc1-c1nc(/C=C2\NC(=O)CS2)sc1CCCC(=O)O,0.6178434818023361,6.4150240276191175,0.38365473380045,0.5845872089074182,1.0,0.7533870496737034,1,1.0,-2.6769106000000007,0,0.7377049180327869,False,COc1ccccc1-c1nc(/C=C2\NC(=O)CS2)sc1CCCC(=O)O,6.43,5.34,1.09,False,2.95,390.5,3.39,2,6,88.5,7,True,True,0.594,True
38,CAND-00064,CC(C(=O)O)c1sc(/C=C2\NC(=O)CS2)nc1-c1ccccc1F,0.6178429200969244,6.185355991760936,0.3135711174351874,0.6048079882854765,1.0,0.8701912045977693,1,1.0,-2.5809033,0,0.7678571428571429,False,CC(C(=O)O)c1sc(/C=C2\NC(=O)CS2)nc1-c1ccccc1F,6.22,5.44,0.78,True,3.62,364.4,3.3,2,5,79.3,4,True,True,0.543,True
39,CAND-00410,N#Cc1cccc(-c2nc(/C=C3\NC(=O)CS3)sc2CCCC(=O)O)c1,0.6172390412049167,6.33688519068213,0.3598105264397828,0.5705568242310762,1.0,0.7911125932834178,1,1.0,-2.7435262000000007,0,0.7704918032786885,False,N#Cc1cccc(-c2nc(/C=C3\NC(=O)CS3)sc2CCCC(=O)O)c1,6.35,5.35,1.0,False,3.08,385.5,3.25,2,6,103.1,6,True,True,0.573,True
40,CAND-01292,O=C(O)CCc1sc(/C=C2\NC(=O)CS2)nc1-c1ccc(Cl)cn1,0.6159872974261467,6.259032671932652,0.3360536895916766,0.5432786659091471,1.0,0.826534842101028,1,1.0,-2.8730416,0,0.8,False,O=C(O)CCc1sc(/C=C2\NC(=O)CS2)nc1-c1ccc(Cl)cn1,6.27,5.27,1.0,False,3.2,381.9,3.04,2,6,92.2,5,True,True,0.505,True
41,CAND-00397,Cc1ccccc1-c1nc(/C=C2\NC(=O)CS2)sc1CCCC(=O)O,0.6158651370035753,6.298360847166057,0.3480547533666362,0.6499766794212871,1.0,0.8061258677341904,1,1.0,-2.3664445000000005,0,0.7758620689655172,False,Cc1ccccc1-c1nc(/C=C2\NC(=O)CS2)sc1CCCC(=O)O,6.28,5.44,0.84,False,2.98,374.5,3.69,2,5,79.3,6,True,True,0.468,True
42,CAND-00001,COC[C@]1(C[C@H](C)C(=O)N2CCN(c3cc(C)c(Cl)c(OC)c3O)[C@@H](C)C2)NC(=O)NC1=O,0.6148459907436629,7.211133998900382,0.6265891308459709,0.2060436788278734,0.75,0.5051714177355914,1,1.0,-4.474217300000002,1,0.7333333333333333,True,COC[C@]1(C[C@H](C)C(=O)N2CCN(c3cc(C)c(Cl)c(OC)c3O)[C@@H](C)C2)NC(=O)NC1=O,7.22,7.25,-0.03,False,4.31,483.0,1.65,3,7,120.4,7,True,True,0.219,True
43,CAND-01290,O=C(O)CCc1sc(/C=C2\NC(=O)CS2)nc1-c1ncccc1Cl,0.6147887158765836,6.25117703078339,0.3336565264925503,0.5432786659091471,1.0,0.826534842101028,1,1.0,-2.8730416,0,0.7377049180327869,False,O=C(O)CCc1sc(/C=C2\NC(=O)CS2)nc1-c1ncccc1Cl,6.33,5.21,1.12,False,3.27,381.9,3.04,2,6,92.2,5,True,True,0.416,True
44,CAND-00070,Cc1ccccc1-c1nc(/C=C2\NC(=O)CS2)sc1C(C)C(=O)O,0.6135566666744017,6.152311096099689,0.3034874077813851,0.6352193076910518,1.0,0.8727098759456969,1,1.0,-2.4365118000000003,0,0.7818181818181819,False,Cc1ccccc1-c1nc(/C=C2\NC(=O)CS2)sc1C(C)C(=O)O,6.19,5.44,0.75,False,3.6,360.5,3.47,2,5,79.3,4,True,True,0.509,True
45,CAND-00398,Cc1cccc(-c2nc(/C=C3\NC(=O)CS3)sc2CCCC(=O)O)c1,0.6122534136713486,6.274689197590998,0.3408313067021828,0.6499766794212869,1.0,0.8061258677341904,1,1.0,-2.3664445000000014,0,0.8103448275862069,False,Cc1cccc(-c2nc(/C=C3\NC(=O)CS3)sc2CCCC(=O)O)c1,6.29,5.44,0.85,False,2.96,374.5,3.69,2,5,79.3,6,True,True,0.515,True
46,CAND-00411,N#Cc1ccc(-c2nc(/C=C3\NC(=O)CS3)sc2CCCC(=O)O)cc1,0.6119073345223516,6.301940572665425,0.3491471130746524,0.5705568242310762,1.0,0.7911125932834178,1,1.0,-2.7435262000000007,0,0.7931034482758621,False,N#Cc1ccc(-c2nc(/C=C3\NC(=O)CS3)sc2CCCC(=O)O)cc1,6.25,5.31,0.94,False,3.03,385.5,3.25,2,6,103.1,6,True,True,0.549,True
47,CAND-01020,CCc1cc(N2CCN(C(=O)[C@@H](C)C[C@@]3(COC)NC(=O)NC3=O)C[C@@H]2C)c(OC)c(OC)c1Cl,0.6103042804080436,7.211133998900382,0.6265891308459709,0.2532906552877263,0.75,0.490032383283527,1,1.0,-4.249890900000002,1,0.7567567567567568,True,CCc1cc(N2CCN(C(=O)[C@@H](C)C[C@@]3(COC)NC(=O)NC3=O)C[C@@H]2C)c(OC)c(OC)c1Cl,7.17,7.37,-0.2,False,4.26,511.0,2.21,2,7,109.4,9,True,True,0.194,True
48,CAND-00539,COC[C@]1(C[C@H](C)C(=O)N2CCN(c3cc(F)c(F)c(OC)c3O)[C@@H](C)C2)NC(=O)NC1=O,0.6101527755090324,7.174690956268038,0.6154684705003353,0.119865689473515,0.75,0.5080618008628822,1,1.0,-4.8833863000000015,1,0.726027397260274,True,COC[C@]1(C[C@H](C)C(=O)N2CCN(c3cc(F)c(F)c(OC)c3O)[C@@H](C)C2)NC(=O)NC1=O,7.25,7.3,-0.05,False,4.31,470.5,0.97,3,7,120.4,7,True,True,0.278,True
49,CAND-01309,O=C(O)CCc1sc(/C=C2\NC(=O)CS2)nc1-c1cccc(C(F)(F)F)n1,0.6084907297430961,6.305812730585058,0.3503287090644087,0.5548134906572886,1.0,0.777754584036306,1,1.0,-2.8182748,0,0.7142857142857143,False,O=C(O)CCc1sc(/C=C2\NC(=O)CS2)nc1-c1cccc(C(F)(F)F)n1,6.35,5.25,1.1,False,3.29,415.4,3.4,2,6,92.2,5,True,True,0.452,True
50,CAND-01307,O=C(O)CCc1sc(/C=C2\NC(=O)CS2)nc1-c1cc(C(F)(F)F)ccn1,0.6083021662256985,6.304576863632944,0.3499515820296133,0.5548134906572886,1.0,0.777754584036306,1,1.0,-2.8182748,0,0.71875,False,O=C(O)CCc1sc(/C=C2\NC(=O)CS2)nc1-c1cc(C(F)(F)F)ccn1,6.47,5.19,1.28,False,3.29,415.4,3.4,2,6,92.2,5,True,True,0.629,True
51,CAND-00730,COc1c(Cl)ccc(C2CCN(C(=O)CC[C@@]3(C)NC(=O)NC3=O)CC2)c1OC,0.6080661783859702,6.813502596425844,0.5052511894921515,0.4002138184828088,0.75,0.6848019454663147,1,1.0,-3.5523067000000017,1,0.6984126984126984,False,COc1c(Cl)ccc(C2CCN(C(=O)CC[C@@]3(C)NC(=O)NC3=O)CC2)c1OC,6.92,7.21,-0.29,False,3.19,423.9,2.44,2,5,97.0,6,True,True,0.501,True
52,CAND-00399,Cc1ccc(-c2nc(/C=C3\NC(=O)CS3)sc2CCCC(=O)O)cc1,0.6069217069887833,6.239744579574293,0.3301678933370524,0.6499766794212871,1.0,0.8061258677341904,1,1.0,-2.3664445000000005,0,0.8363636363636363,False,Cc1ccc(-c2nc(/C=C3\NC(=O)CS3)sc2CCCC(=O)O)cc1,6.22,5.41,0.81,False,2.91,374.5,3.69,2,5,79.3,6,True,True,0.486,True
53,CAND-00067,CC(C(=O)O)c1sc(/C=C2\NC(=O)CS2)nc1-c1ccccc1Cl,0.6066203870464661,6.166108924380963,0.3076978400268879,0.6605746582342599,1.0,0.8425715567767407,1,1.0,-2.316125799999999,0,0.7678571428571429,False,CC(C(=O)O)c1sc(/C=C2\NC(=O)CS2)nc1-c1ccccc1Cl,6.17,5.46,0.71,False,3.61,380.9,3.81,2,5,79.3,4,True,True,0.554,True
54,CAND-01709,COC[C@]1(C[C@H](C)C(=O)N2CCN(c3cc(F)c(F)c(OC)c3O)CC2)NC(=O)NC1=O,0.6063739404855231,7.139163938915694,0.6046273369249986,0.0797915101298928,0.75,0.5135342400767456,1,1.0,-5.073656600000001,1,0.7058823529411765,True,COC[C@]1(C[C@H](C)C(=O)N2CCN(c3cc(F)c(F)c(OC)c3O)CC2)NC(=O)NC1=O,7.4,7.3,0.1,False,3.94,456.4,0.58,3,7,120.4,7,True,True,0.413,True
55,CAND-00194,COc1c(C2CCN(C(=O)CC[C@@]3(C)NC(=O)NC3=O)CC2)cc(C)c(Cl)c1OC,0.6062829876124146,6.837217847873741,0.5124879413469308,0.4283129833333419,0.75,0.6667967231298307,1,1.0,-3.4188932000000007,1,0.71875,False,COc1c(C2CCN(C(=O)CC[C@@]3(C)NC(=O)NC3=O)CC2)cc(C)c(Cl)c1OC,6.96,7.2,-0.24,False,3.31,437.9,2.75,2,5,97.0,6,True,True,0.507,True
56,CAND-01295,Cc1ccnc(-c2nc(/C=C3\NC(=O)CS3)sc2CCC(=O)O)c1,0.6062592216378972,6.147960911804391,0.3021599411788573,0.5179233153659392,1.0,0.8505975034948956,1,1.0,-2.9934276000000004,0,0.7540983606557377,False,Cc1ccnc(-c2nc(/C=C3\NC(=O)CS3)sc2CCC(=O)O)c1,6.29,5.18,1.11,True,3.23,361.4,2.69,2,6,92.2,5,True,True,0.413,True
